contract_id,bruto_premie,netto_premie,lasten,kosten,splitsingskosten,kwijtingkosten,commissie,totaal_te_betalen
36027858,747.08,656.17,90.91,0.00,0.00,0.00,164.86,747.08
36029904,2115.05,1743.65,371.40,0.00,0.00,0.00,309.15,2115.05
36032994,898.26,872.10,26.16,0.00,0.00,0.00,65.41,0.00
36033000,523.58,452.33,71.25,0.00,0.00,0.00,121.04,523.58
36033024,623.33,495.65,127.68,0.00,0.00,0.00,86.19,623.33
36033225,133.00,121.74,11.26,0.00,0.00,0.00,26.59,133.00
36033228,533.77,401.06,108.64,24.07,24.07,0.00,69.98,533.77
36033230,233.13,201.41,31.72,0.00,0.00,0.00,53.16,233.13
36033353,974.58,781.83,192.75,0.00,0.00,0.00,138.12,974.58
36037688,220.36,201.72,18.64,0.00,0.00,0.00,40.34,220.36
36039810,122.41,84.94,37.47,0.00,0.00,0.00,16.99,122.41
36042080,550.10,475.24,74.86,0.00,0.00,0.00,0.00,550.10
36042083,101.60,93.00,8.60,0.00,0.00,0.00,0.00,101.60
36045617,475.29,411.77,63.52,0.00,0.00,0.00,105.17,475.29
36048207,8336.84,6407.16,1929.68,0.00,0.00,0.00,662.14,8336.84
36052443,568.00,454.83,113.17,0.00,0.00,0.00,82.72,568.00
36061809,94.78,86.76,8.02,0.00,0.00,0.00,8.68,94.78
36061812,438.50,378.83,59.67,0.00,0.00,0.00,37.89,438.50
36062915,805.00,695.46,109.54,0.00,0.00,0.00,139.10,805.00
36062918,111.75,102.29,9.46,0.00,0.00,0.00,20.46,111.75
36065360,0.00,0.00,0.00,0.00,0.00,0.00,201.00,0.00
36065735,733.77,583.56,150.21,0.00,0.00,0.00,105.34,733.77
36069417,1013.30,806.12,207.18,0.00,0.00,0.00,150.50,1013.30
36069608,1515.25,1348.21,167.04,0.00,0.00,0.00,315.22,1515.25
36070031,826.27,655.56,170.71,0.00,0.00,0.00,116.82,826.27
36071516,423.63,365.99,57.64,0.00,0.00,0.00,98.82,423.63
36071519,82.84,75.83,7.01,0.00,0.00,0.00,11.37,82.84
36072429,572.96,495.00,77.96,0.00,0.00,0.00,133.65,572.96
36072677,623.14,513.54,109.60,0.00,0.00,0.00,77.69,623.14
36073607,568.11,452.48,115.63,0.00,0.00,0.00,82.32,568.11
36074426,435.41,376.17,59.24,0.00,0.00,0.00,101.57,435.41
36077481,1399.66,1326.48,73.18,0.00,0.00,0.00,166.25,1399.66
36078588,482.37,384.83,97.54,0.00,0.00,0.00,70.64,482.37
36079724,675.66,537.30,138.36,0.00,0.00,0.00,40.31,675.66
36080075,581.43,399.82,181.61,0.00,0.00,0.00,79.96,581.43
36080391,1002.17,972.98,29.19,0.00,0.00,0.00,72.97,0.00
36081903,1157.68,926.78,230.90,0.00,0.00,0.00,169.20,1157.68
36084413,692.30,633.69,58.61,0.00,0.00,0.00,126.74,692.30
36086729,918.00,762.04,155.96,0.00,0.00,0.00,114.75,918.00
36086735,799.10,665.53,133.57,0.00,0.00,0.00,102.47,799.10
36088584,292.49,253.77,38.72,0.00,0.00,0.00,66.99,292.49
36099338,905.10,878.74,26.36,0.00,0.00,0.00,65.90,0.00
36099834,691.48,559.09,132.39,0.00,0.00,0.00,100.26,691.48
36100373,1212.73,975.26,237.47,0.00,0.00,0.00,175.05,1212.73
36111668,2094.24,1667.07,427.17,0.00,0.00,0.00,237.31,2094.24
36114377,686.24,593.94,92.30,0.00,0.00,0.00,158.82,686.24
36116942,390.15,308.64,81.51,0.00,0.00,0.00,23.15,390.15
36118694,437.07,387.93,49.14,0.00,0.00,0.00,77.59,437.07
36119909,491.94,392.35,99.59,0.00,0.00,0.00,71.92,491.94
36126998,435.23,376.01,59.22,0.00,0.00,0.00,100.30,435.23
36127280,415.04,358.57,56.47,0.00,0.00,0.00,95.58,415.04
36127283,134.00,122.65,11.35,0.00,0.00,0.00,26.80,134.00
36127379,289.60,251.33,38.27,0.00,0.00,0.00,63.00,289.60
36137346,2905.07,2311.23,593.84,0.00,0.00,0.00,287.39,2905.07
36138254,0.00,0.00,0.00,0.00,0.00,0.00,405.00,0.00
36139175,419.83,336.49,83.34,0.00,0.00,0.00,58.56,419.83
36139262,392.44,340.21,52.23,0.00,0.00,0.00,84.67,392.44
36139479,754.42,599.03,155.39,0.00,0.00,0.00,107.21,754.42
36143990,1777.24,1415.72,361.52,0.00,0.00,0.00,209.51,1777.24
36144735,749.00,594.32,154.68,0.00,0.00,0.00,102.88,749.00
36145775,117.31,107.38,9.93,0.00,0.00,0.00,21.47,117.31
36145781,2983.27,2361.85,621.42,0.00,0.00,0.00,236.20,2983.27
36145784,103.16,94.42,8.74,0.00,0.00,0.00,18.88,103.16
36145871,581.62,462.92,118.70,0.00,0.00,0.00,83.91,581.62
36146763,731.69,580.99,150.70,0.00,0.00,0.00,103.98,731.69
36146910,1360.06,1086.81,273.25,0.00,0.00,0.00,141.30,1360.06
36147903,1319.86,1090.59,229.27,0.00,0.00,0.00,158.39,1319.86
36147917,4162.44,3690.77,471.67,0.00,0.00,0.00,369.08,4162.44
36147983,1348.14,1113.76,234.38,0.00,0.00,0.00,161.52,1348.14
36148802,106.16,97.17,8.99,0.00,0.00,0.00,21.86,106.16
36150538,1164.22,921.76,242.46,0.00,0.00,0.00,162.37,1164.22
36150659,376.80,300.68,76.12,0.00,0.00,0.00,30.07,376.80
36150770,646.20,423.53,126.00,0.00,0.00,0.00,96.67,646.20
36151023,763.01,659.19,103.82,0.00,0.00,0.00,176.62,763.01
36152984,78.79,68.06,10.73,0.00,0.00,0.00,17.15,78.79
36152987,89.80,82.20,7.60,0.00,0.00,0.00,17.74,89.80
36153749,584.29,465.21,119.08,0.00,0.00,0.00,84.48,584.29
36154988,685.96,555.19,130.77,0.00,0.00,0.00,99.78,685.96
36155396,415.04,358.57,56.47,0.00,0.00,0.00,95.58,415.04
36155402,104.00,95.20,8.80,0.00,0.00,0.00,20.66,104.00
36157970,104.00,95.20,8.80,0.00,0.00,0.00,20.66,104.00
36157973,148.58,128.37,20.21,0.00,0.00,0.00,33.44,148.58
36158141,1741.55,1234.32,507.23,0.00,0.00,0.00,175.28,1741.55
36166793,642.55,511.04,131.51,0.00,0.00,0.00,92.27,642.55
36169958,849.52,698.69,150.83,0.00,0.00,0.00,120.79,849.52
36172910,298.07,235.80,62.27,0.00,0.00,0.00,17.69,298.07
36175353,565.25,450.23,115.02,0.00,0.00,0.00,81.94,565.25
36176855,3071.58,2719.36,352.22,0.00,0.00,0.00,278.36,3071.58
36177153,1413.84,1119.05,294.79,0.00,0.00,0.00,178.54,1413.84
36177641,200.38,160.83,39.55,0.00,0.00,0.00,28.12,200.38
36177699,1853.46,1638.62,214.84,0.00,0.00,0.00,180.32,1853.46
36178082,608.40,600.00,8.40,0.00,0.00,0.00,105.00,608.40
36185652,1456.06,1101.35,288.64,66.07,66.07,0.00,205.35,1456.06
36187610,1838.63,1625.47,213.16,0.00,0.00,0.00,179.00,1838.63
36189257,1544.87,1272.89,271.98,0.00,0.00,0.00,211.40,1544.87
36190592,198.46,171.45,27.01,0.00,0.00,0.00,46.29,198.46
36190595,212.63,194.63,18.00,0.00,0.00,0.00,38.93,212.63
36190601,1634.74,1583.13,51.61,0.00,0.00,0.00,118.73,0.00
36190610,120.86,106.25,14.61,0.00,0.00,0.00,21.25,120.86
36190625,144.53,132.29,12.24,0.00,0.00,0.00,31.68,0.00
36190628,274.56,237.20,37.36,0.00,0.00,0.00,64.04,274.56
36191412,851.49,675.60,175.89,0.00,0.00,0.00,120.42,851.49
36191564,824.36,678.05,146.31,0.00,0.00,0.00,117.26,824.36
36192806,772.96,667.78,105.18,0.00,0.00,0.00,179.20,772.96
36192812,321.21,280.37,40.84,0.00,0.00,0.00,56.08,321.21
36194139,426.64,341.85,84.79,0.00,0.00,0.00,59.47,426.64
36194609,931.55,852.68,78.87,0.00,0.00,0.00,170.52,931.55
36194957,700.23,556.43,143.80,0.00,0.00,0.00,99.99,700.23
36196745,1196.29,991.02,205.27,0.00,0.00,0.00,170.65,1196.29
36197021,1912.14,1651.96,260.18,0.00,0.00,0.00,330.39,1912.14
36197024,284.73,247.78,36.95,0.00,0.00,0.00,49.55,284.73
36274679,1069.48,881.91,187.57,0.00,0.00,0.00,129.68,1069.48
36275291,435.20,347.91,87.29,0.00,0.00,0.00,64.54,435.20
36293690,2879.82,2369.41,510.41,0.00,0.00,0.00,429.34,2879.82
36294113,468.50,453.71,14.79,0.00,0.00,0.00,34.03,0.00
36294116,159.35,145.86,13.49,0.00,0.00,0.00,29.17,159.35
36296516,1386.27,1074.07,279.98,32.22,32.22,0.00,184.34,1386.27
36297986,418.20,333.80,84.40,0.00,0.00,0.00,57.76,418.20
36298490,642.16,529.32,112.84,0.00,0.00,0.00,75.72,642.16
36345042,311.43,269.05,42.38,0.00,0.00,0.00,71.49,311.43
36345048,587.80,538.05,49.75,0.00,0.00,0.00,107.61,587.80
36345054,451.44,413.22,38.22,0.00,0.00,0.00,82.65,451.44
36345063,666.54,529.16,137.38,0.00,0.00,0.00,91.71,666.54
36345102,323.34,279.34,44.00,0.00,0.00,0.00,55.86,323.34
36345105,256.01,224.48,31.53,0.00,0.00,0.00,44.90,256.01
36345108,299.27,289.82,9.45,0.00,0.00,0.00,21.74,0.00
36345227,1188.23,996.39,191.84,0.00,0.00,0.00,149.48,1188.23
36381855,697.11,554.13,142.98,0.00,0.00,0.00,99.77,697.11
36381906,574.88,497.68,77.20,0.00,0.00,0.00,133.10,574.88
36381912,110.00,100.69,9.31,0.00,0.00,0.00,21.86,110.00
36456948,1513.75,1198.54,315.21,0.00,0.00,0.00,186.60,1513.75
36458204,6702.57,5140.96,1561.61,0.00,0.00,0.00,520.44,6702.57
36462368,459.18,366.77,92.41,0.00,0.00,0.00,67.75,459.18
36462593,702.21,560.43,141.78,0.00,0.00,0.00,100.67,702.21
36462920,85.11,69.05,16.06,0.00,0.00,0.00,5.18,0.00
36462953,528.75,436.24,92.51,0.00,0.00,0.00,67.26,528.75
36463034,3604.02,3192.11,411.91,0.00,0.00,0.00,342.78,3604.02
36463049,406.15,359.82,46.33,0.00,0.00,0.00,39.93,406.15
36463052,400.04,354.37,45.67,0.00,0.00,0.00,39.40,400.04
36463136,360.95,319.63,41.32,0.00,0.00,0.00,35.93,360.95
36463145,406.15,359.82,46.33,0.00,0.00,0.00,39.93,406.15
36465959,353.21,305.14,48.07,0.00,0.00,0.00,81.03,353.21
36466046,610.96,527.84,83.12,0.00,0.00,0.00,141.09,610.96
36477494,620.49,536.06,84.43,0.00,0.00,0.00,107.21,620.49
36477602,532.35,525.00,7.35,0.00,0.00,0.00,91.88,532.35
36482577,1310.99,1044.16,266.83,0.00,0.00,0.00,195.17,1310.99
36484740,140.89,121.72,19.17,0.00,0.00,0.00,31.64,140.89
36484743,89.80,82.20,7.60,0.00,0.00,0.00,17.74,89.80
36484749,140.89,121.72,19.17,0.00,0.00,0.00,31.64,140.89
36484755,89.80,82.20,7.60,0.00,0.00,0.00,17.74,89.80
36485274,1299.64,1071.80,227.84,0.00,0.00,0.00,182.23,1299.64
36493853,568.48,452.76,115.72,0.00,0.00,0.00,82.37,568.48
36493859,403.75,369.56,34.19,0.00,0.00,0.00,73.91,403.75
36493950,1739.53,1537.66,201.87,0.00,0.00,0.00,170.22,1739.53
36494331,492.44,392.18,100.26,0.00,0.00,0.00,68.42,492.44
36494381,2017.04,1567.63,355.35,94.06,94.06,0.00,217.16,2017.04
36496358,827.77,656.93,170.84,0.00,0.00,0.00,117.24,827.77
36496785,658.29,528.93,129.36,0.00,0.00,0.00,95.32,658.29
36498693,422.63,338.02,84.61,0.00,0.00,0.00,62.86,422.63
36498717,460.62,368.47,92.15,0.00,0.00,0.00,68.59,460.62
36498788,246.65,198.69,47.96,0.00,0.00,0.00,38.34,246.65
36498797,435.63,376.35,59.28,0.00,0.00,0.00,91.12,435.63
36499526,1883.62,1486.73,396.89,0.00,0.00,0.00,254.49,1883.62
36499532,104.00,95.20,8.80,0.00,0.00,0.00,20.66,104.00
36499538,1237.22,978.17,259.05,0.00,0.00,0.00,122.04,1237.22
36499544,322.67,278.77,43.90,0.00,0.00,0.00,74.04,322.67
36499581,544.98,443.92,101.06,0.00,0.00,0.00,77.22,544.98
36504282,200.38,160.83,39.55,0.00,0.00,0.00,28.12,200.38
36504771,2186.52,1932.12,254.40,0.00,0.00,0.00,216.78,2186.52
36504836,496.35,396.02,100.33,0.00,0.00,0.00,72.72,496.35
36506228,573.74,456.91,116.83,0.00,0.00,0.00,83.07,573.74
36506240,104.00,95.20,8.80,0.00,0.00,0.00,20.66,104.00
36506643,730.24,580.20,150.04,0.00,0.00,0.00,104.20,730.24
36507168,131.38,120.25,11.13,0.00,0.00,0.00,20.45,131.38
36507171,385.74,333.26,52.48,0.00,0.00,0.00,78.99,385.74
36507177,305.74,279.85,25.89,0.00,0.00,0.00,47.57,305.74
36507180,251.51,243.57,7.94,0.00,0.00,0.00,18.27,0.00
36509421,393.03,339.55,53.48,0.00,0.00,0.00,91.67,393.03
36510275,156.22,134.96,21.26,0.00,0.00,0.00,27.00,156.22
36510281,109.21,99.97,9.24,0.00,0.00,0.00,19.99,109.21
36511922,498.70,430.85,67.85,0.00,0.00,0.00,115.11,498.70
36512019,3228.89,2861.05,367.84,0.00,0.00,0.00,165.00,3228.89
36512367,3306.16,3096.36,209.80,0.00,0.00,0.00,360.89,3306.16
36512403,514.23,410.79,103.44,0.00,0.00,0.00,71.19,514.23
36512745,1012.16,801.84,210.32,0.00,0.00,0.00,141.71,1012.16
36514248,616.26,489.13,127.13,0.00,0.00,0.00,84.72,616.26
36515565,502.04,400.49,101.55,0.00,0.00,0.00,73.48,502.04
36516308,126.98,106.93,20.05,0.00,0.00,0.00,21.39,126.98
36516311,208.18,190.56,17.62,0.00,0.00,0.00,38.12,208.18
36518853,696.48,601.70,94.78,0.00,0.00,0.00,161.11,696.48
36520602,1114.21,882.31,231.90,0.00,0.00,0.00,155.56,1114.21
36522783,242.73,193.98,48.75,0.00,0.00,0.00,35.93,242.73
36525003,755.51,611.71,143.80,0.00,0.00,0.00,109.83,755.51
36525386,721.30,585.12,136.18,0.00,0.00,0.00,105.43,721.30
36525389,247.52,215.10,32.42,0.00,0.00,0.00,55.90,247.52
36525392,95.01,86.97,8.04,0.00,0.00,0.00,19.56,95.01
36525809,609.77,485.26,124.51,0.00,0.00,0.00,87.89,609.77
36529196,1276.57,1025.11,251.46,0.00,0.00,0.00,182.00,1276.57
36530030,641.10,510.42,130.68,0.00,0.00,0.00,72.54,641.10
36531993,669.51,532.42,137.09,0.00,0.00,0.00,96.07,669.51
36544962,2314.49,1558.37,756.12,0.00,0.00,0.00,276.73,2314.49
36658814,761.50,602.40,159.10,0.00,0.00,0.00,45.18,761.50
36659035,443.40,354.52,88.88,0.00,0.00,0.00,65.83,443.40
36666166,2842.76,2491.15,351.61,0.00,0.00,0.00,321.81,2842.76
36690593,591.05,449.49,114.59,26.97,26.97,0.00,77.77,591.05
36690982,414.45,329.58,84.87,0.00,0.00,0.00,24.72,414.45
36692369,703.18,559.18,144.00,0.00,0.00,0.00,100.88,703.18
36694937,0.00,0.00,0.00,0.00,0.00,0.00,201.00,0.00
36694940,1118.15,885.24,232.91,0.00,0.00,0.00,155.89,1118.15
36697016,4091.23,3744.86,346.37,0.00,0.00,0.00,748.97,4091.23
36699092,556.27,453.15,103.12,0.00,0.00,0.00,82.44,556.27
36703708,0.00,429.29,0.00,0.00,0.00,0.00,0.00,496.85
36703717,0.00,96.91,0.00,0.00,0.00,0.00,0.00,105.87
36703720,98.70,81.96,13.74,3.00,0.00,0.00,19.67,98.70
36703726,507.38,331.34,108.18,0.00,0.00,0.00,67.86,507.38
36703783,588.04,473.54,114.50,0.00,0.00,0.00,0.00,588.04
36704458,2379.41,2055.64,323.77,0.00,0.00,0.00,536.72,2379.41
36704755,557.02,481.23,75.79,0.00,0.00,0.00,129.93,557.02
36705586,1924.54,1585.35,339.19,0.00,0.00,0.00,267.53,1924.54
36710455,2102.79,1732.17,370.62,0.00,0.00,0.00,227.47,2102.79
36710662,784.37,622.63,161.74,0.00,0.00,0.00,111.24,784.37
36713386,1024.42,811.50,212.92,0.00,0.00,0.00,143.35,1024.42
36713969,746.10,581.53,152.95,11.62,11.62,0.00,100.22,746.10
36713978,851.08,670.14,180.94,0.00,0.00,0.00,113.92,851.08
36715058,568.85,461.19,107.66,0.00,0.00,0.00,79.97,568.85
36716504,734.87,589.18,145.69,0.00,0.00,0.00,105.56,734.87
36718486,79.34,68.54,10.80,0.00,0.00,0.00,0.00,0.00
36719888,535.90,427.41,108.49,0.00,0.00,0.00,78.33,535.90
36721111,697.80,577.50,120.30,0.00,0.00,0.00,88.58,697.80
36721684,2238.50,2061.23,22.68,154.59,0.00,0.00,309.18,0.00
36722029,772.65,613.41,159.24,0.00,0.00,0.00,109.68,772.65
36722746,774.96,615.50,159.46,0.00,0.00,0.00,110.31,774.96
36723488,594.47,483.55,110.92,0.00,0.00,0.00,83.95,594.47
36725831,802.37,636.95,165.42,0.00,0.00,0.00,113.84,802.37
36727999,570.81,454.61,116.20,0.00,0.00,0.00,82.68,570.81
36728379,711.44,614.64,96.80,0.00,0.00,0.00,164.60,711.44
36732299,1359.43,1319.84,39.59,0.00,0.00,0.00,98.99,0.00
36733135,801.20,645.85,155.35,0.00,0.00,0.00,115.19,801.20
36735448,644.89,513.05,131.84,0.00,0.00,0.00,92.78,644.89
36737551,600.41,478.31,122.10,0.00,0.00,0.00,87.13,600.41
36737557,1114.87,919.84,195.03,0.00,0.00,0.00,136.00,1114.87
36737563,687.02,553.32,133.70,0.00,0.00,0.00,95.42,687.02
36737566,2399.30,1971.97,427.33,0.00,0.00,0.00,328.65,2399.30
36737572,990.81,818.24,172.57,0.00,0.00,0.00,122.29,990.81
36738788,104.00,95.20,8.80,0.00,0.00,0.00,20.66,104.00
36739331,951.74,764.98,186.76,0.00,0.00,0.00,131.40,951.74
36739670,432.96,375.20,57.76,0.00,0.00,0.00,93.23,432.96
36739963,74.60,65.60,9.00,0.00,0.00,0.00,16.62,74.60
36741815,954.99,756.11,198.88,0.00,0.00,0.00,130.29,954.99
36741970,571.03,462.49,108.54,0.00,0.00,0.00,84.36,571.03
36741973,482.18,416.57,65.61,0.00,0.00,0.00,111.25,482.18
36741976,516.43,421.46,94.97,0.00,0.00,0.00,73.40,516.43
36741979,484.43,394.32,90.11,0.00,0.00,0.00,68.78,484.43
36742391,1637.05,1305.75,331.30,0.00,0.00,0.00,243.80,1637.05
36743267,89.10,75.38,13.72,0.00,0.00,0.00,15.08,89.10
36743845,89.80,82.20,7.60,0.00,0.00,0.00,17.74,89.80
36746315,477.65,381.47,96.18,0.00,0.00,0.00,70.41,477.65
36746378,491.52,392.38,99.14,0.00,0.00,0.00,72.27,491.52
36746543,75.28,66.17,9.11,0.00,0.00,0.00,16.77,75.28
36746552,106.16,97.17,8.99,0.00,0.00,0.00,21.86,106.16
36747871,499.01,398.11,100.90,0.00,0.00,0.00,73.08,499.01
36749896,130.00,118.99,11.01,0.00,0.00,0.00,25.99,130.00
36749905,271.44,237.05,34.39,0.00,0.00,0.00,62.78,271.44
36750991,602.21,479.31,122.90,0.00,0.00,0.00,86.88,602.21
36752905,3607.02,2842.68,764.34,0.00,0.00,0.00,485.00,3607.02
36753413,485.34,387.78,97.56,0.00,0.00,0.00,71.74,485.34
36755201,759.02,656.87,102.15,0.00,0.00,0.00,166.05,759.02
36756501,642.61,511.95,130.66,0.00,0.00,0.00,93.28,642.61
36758941,1241.27,981.35,259.92,0.00,0.00,0.00,168.58,1241.27
36787532,1728.61,1427.83,300.78,0.00,0.00,0.00,164.87,1728.61
36793445,1430.74,1259.48,171.26,0.00,0.00,0.00,219.50,1430.74
36793495,2761.39,2420.00,341.39,0.00,0.00,0.00,315.77,2761.39
36794140,1103.90,885.47,218.43,0.00,0.00,0.00,152.45,1103.90
36796927,645.72,591.04,54.68,0.00,0.00,0.00,118.21,645.72
36796930,671.94,580.50,91.44,0.00,0.00,0.00,156.74,671.94
36805246,638.56,517.90,120.66,0.00,0.00,0.00,93.44,638.56
36813704,740.90,588.87,152.03,0.00,0.00,0.00,105.95,740.90
36815951,391.84,318.16,73.68,0.00,0.00,0.00,58.65,391.84
36819530,404.66,262.14,79.92,0.00,0.00,0.00,62.60,404.66
36819533,717.58,458.58,151.44,0.00,0.00,0.00,107.56,717.58
36819541,99.00,82.22,13.78,3.00,0.00,0.00,19.73,99.00
36822274,609.76,485.25,124.51,0.00,0.00,0.00,87.89,609.76
36823411,1638.93,1313.33,325.60,0.00,0.00,0.00,244.17,1638.93
36826735,358.67,231.83,44.73,0.00,0.00,0.00,82.11,358.67
36832174,640.65,510.12,130.53,0.00,0.00,0.00,75.24,640.65
36832297,1816.51,1495.91,320.60,0.00,0.00,0.00,251.94,1816.51
36837242,2063.42,1727.03,336.39,0.00,0.00,0.00,301.15,2063.42
36840896,1605.21,1271.52,333.69,0.00,0.00,0.00,233.79,1605.21
36842879,152.18,131.47,20.71,0.00,0.00,0.00,34.28,152.18
36842882,89.80,82.20,7.60,0.00,0.00,0.00,17.74,89.80
36844027,391.66,358.51,33.15,0.00,0.00,0.00,71.71,391.66
36845320,915.71,753.47,162.24,0.00,0.00,0.00,105.44,915.71
36846823,1673.45,1376.53,296.92,0.00,0.00,0.00,166.34,1673.45
36847622,831.21,667.01,164.20,0.00,0.00,0.00,114.85,831.21
36847678,106.16,97.17,8.99,0.00,0.00,0.00,21.86,106.16
36847681,131.97,113.99,17.98,0.00,0.00,0.00,29.87,131.97
36850529,681.50,564.16,117.34,0.00,0.00,0.00,86.78,681.50
36852757,87.53,84.79,2.74,0.00,0.00,0.00,6.36,0.00
36855325,596.28,474.92,121.36,0.00,0.00,0.00,86.41,596.28
36855349,187.35,181.44,5.91,0.00,0.00,0.00,13.61,0.00
36855991,198.28,158.91,39.37,0.00,0.00,0.00,28.08,198.28
36856556,1121.10,926.66,194.44,0.00,0.00,0.00,158.48,1121.10
36858853,647.07,525.05,122.02,0.00,0.00,0.00,94.83,647.07
36858872,1173.14,928.51,244.63,0.00,0.00,0.00,163.24,1173.14
36859592,540.63,431.02,109.61,0.00,0.00,0.00,78.84,540.63
36860161,161.65,140.87,20.78,0.00,0.00,0.00,36.54,161.65
36860164,106.16,97.17,8.99,0.00,0.00,0.00,21.86,106.16
36860615,530.21,422.82,107.39,0.00,0.00,0.00,77.44,530.21
36862232,354.55,284.45,70.10,0.00,0.00,0.00,53.75,354.55
36863050,557.76,444.61,113.15,0.00,0.00,0.00,81.26,557.76
36864281,556.41,443.44,112.97,0.00,0.00,0.00,80.95,556.41
36865592,1647.75,1625.00,22.75,0.00,0.00,0.00,284.38,1647.75
36866752,159.35,145.86,13.49,0.00,0.00,0.00,29.17,159.35
36866755,607.17,493.46,113.71,0.00,0.00,0.00,85.56,607.17
36866764,634.48,516.18,118.30,0.00,0.00,0.00,89.48,634.48
36866767,127.97,112.50,15.47,0.00,0.00,0.00,22.50,127.97
36870946,640.97,553.75,87.22,0.00,0.00,0.00,148.16,640.97
36871117,453.07,361.96,91.11,0.00,0.00,0.00,66.93,453.07
36871225,661.80,526.48,135.32,0.00,0.00,0.00,95.18,661.80
36872192,1640.22,1417.02,223.20,0.00,0.00,0.00,380.20,1640.22
36872215,120.86,106.25,14.61,0.00,0.00,0.00,21.25,120.86
36872264,767.12,662.74,104.38,0.00,0.00,0.00,132.54,767.12
36872267,234.73,214.86,19.87,0.00,0.00,0.00,42.97,234.73
36872270,297.59,259.50,38.09,0.00,0.00,0.00,51.90,297.59
36873235,640.21,509.20,131.01,0.00,0.00,0.00,91.96,640.21
36877622,498.89,398.02,100.87,0.00,0.00,0.00,66.45,498.89
36877655,890.20,732.26,157.94,0.00,0.00,0.00,107.22,890.20
36879247,0.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00
36879734,436.09,347.85,88.24,0.00,0.00,0.00,60.88,436.09
36881353,2182.22,1736.68,445.54,0.00,0.00,0.00,324.74,2182.22
36882080,672.03,535.07,136.96,0.00,0.00,0.00,92.29,672.03
36883639,491.87,392.90,98.97,0.00,0.00,0.00,68.34,491.87
36884459,1515.82,1205.23,310.59,0.00,0.00,0.00,223.95,1515.82
36885704,411.34,325.95,85.39,0.00,0.00,0.00,69.59,0.00
36888667,610.43,485.78,124.65,0.00,0.00,0.00,87.98,610.43
36892015,575.62,458.72,116.90,0.00,0.00,0.00,85.96,575.62
36892798,2726.51,2418.21,308.30,0.00,0.00,0.00,315.53,2726.51
36893761,1358.62,1243.58,115.04,0.00,0.00,0.00,248.71,1358.62
36893770,583.37,503.99,79.38,0.00,0.00,0.00,134.85,583.37
36893773,104.00,95.20,8.80,0.00,0.00,0.00,20.66,104.00
36897229,509.68,399.35,102.35,7.98,7.98,0.00,69.25,509.68
36897685,584.57,476.91,107.66,0.00,0.00,0.00,82.80,584.57
36899107,2903.84,2304.91,598.93,0.00,0.00,0.00,431.60,2903.84
36901324,644.28,512.97,131.31,0.00,0.00,0.00,93.16,644.28
36901892,282.73,226.18,56.55,0.00,0.00,0.00,39.24,282.73
36901966,9485.07,7407.04,2078.03,0.00,0.00,0.00,635.64,9485.07
36902458,4382.57,3675.96,596.33,110.28,110.28,0.00,552.36,4382.57
36903122,1488.46,1155.26,263.89,69.31,69.31,0.00,194.22,1488.46
36903301,204.77,176.91,27.86,0.00,0.00,0.00,46.73,204.77
36903304,588.88,508.76,80.12,0.00,0.00,0.00,101.75,588.88
36903307,352.99,310.24,42.75,0.00,0.00,0.00,62.05,352.99
36903310,1026.09,993.70,32.39,0.00,0.00,0.00,74.53,0.00
36904552,1499.14,1233.04,266.10,0.00,0.00,0.00,178.46,1499.14
36906239,694.85,567.41,127.44,0.00,0.00,0.00,101.86,694.85
36906251,467.01,373.21,93.80,0.00,0.00,0.00,69.12,467.01
36909556,1261.55,1044.25,217.30,0.00,0.00,0.00,184.19,1261.55
36909559,1261.55,1044.25,217.30,0.00,0.00,0.00,184.19,1261.55
36909635,603.14,486.09,117.05,0.00,0.00,0.00,88.31,603.14
36910577,385.62,309.02,76.60,0.00,0.00,0.00,51.87,385.62
36911989,1001.14,823.11,178.03,0.00,0.00,0.00,119.49,1001.14
36912664,1349.48,1165.86,183.62,0.00,0.00,0.00,314.78,1349.48
36912881,715.99,570.14,145.85,0.00,0.00,0.00,98.43,715.99
36913736,1975.47,1624.27,351.20,0.00,0.00,0.00,242.97,1975.47
36917020,762.56,617.09,145.47,0.00,0.00,0.00,113.41,762.56
36917023,508.89,405.12,103.77,0.00,0.00,0.00,70.62,508.89
36920314,570.14,461.30,108.84,0.00,0.00,0.00,0.00,570.14
36920374,556.10,442.28,113.82,0.00,0.00,0.00,76.94,556.10
36923158,2124.88,1554.00,570.88,0.00,0.00,0.00,239.28,2124.88
36923690,2388.48,1969.27,419.21,0.00,0.00,0.00,361.46,2388.48
36923890,594.79,513.87,80.92,0.00,0.00,0.00,137.39,594.79
36923935,454.76,392.88,61.88,0.00,0.00,0.00,104.73,454.76
36924977,602.82,496.68,106.14,0.00,0.00,0.00,85.79,602.82
36930311,525.49,396.18,105.54,23.77,23.77,0.00,68.71,525.49
36931378,614.35,486.00,128.35,0.00,0.00,0.00,36.46,614.35
36931987,649.38,534.74,114.64,0.00,0.00,0.00,80.77,649.38
36931988,333.19,305.00,28.19,0.00,0.00,0.00,61.00,333.19
36932783,519.94,449.19,70.75,0.00,0.00,0.00,120.06,519.94
36932786,89.80,82.20,7.60,0.00,0.00,0.00,17.74,89.80
36933274,554.78,444.20,110.58,0.00,0.00,0.00,78.81,554.78
36933289,129.87,112.20,17.67,0.00,0.00,0.00,29.16,129.87
