contract_id,bruto_premie,netto_premie,lasten,kosten,splitsingskosten,kwijtingkosten,commissie,totaal_te_betalen
33647507,497.60,326.40,95.48,0.00,0.00,0.00,75.72,497.60
33647511,313.07,195.29,39.42,0.00,0.00,0.00,78.36,313.07
33665534,88.80,74.78,14.02,0.00,0.00,0.00,14.96,88.80
33665539,161.90,148.19,13.71,0.00,0.00,0.00,29.64,161.90
33675787,1266.46,1012.77,253.69,0.00,0.00,0.00,191.90,1266.46
33675795,435.41,376.17,59.24,0.00,0.00,0.00,100.22,435.41
33675822,421.81,348.44,73.37,0.00,0.00,0.00,54.85,421.81
33684705,113.91,98.41,15.50,0.00,0.00,0.00,25.21,113.91
33684709,99.00,90.62,8.38,0.00,0.00,0.00,19.70,99.00
33684713,0.00,2380.88,628.36,0.00,0.00,0.00,226.94,3009.24
33684721,1294.00,1064.72,229.28,0.00,0.00,0.00,183.24,1294.00
33684725,1050.54,845.69,179.48,25.37,25.37,0.00,144.02,1050.54
33684733,0.00,1372.92,216.24,0.00,0.00,0.00,29.54,1589.16
33684737,0.00,1087.44,100.56,0.00,0.00,0.00,19.70,1188.00
33684741,0.00,11099.76,2938.92,0.00,0.00,0.00,98.06,14038.68
33684745,0.00,2685.40,578.72,0.00,0.00,0.00,98.56,3264.12
33684749,614.06,506.10,107.96,0.00,0.00,0.00,76.69,614.06
33684753,756.94,623.02,133.92,0.00,0.00,0.00,81.14,756.94
33684757,673.27,581.66,91.61,0.00,0.00,0.00,116.33,673.27
33684761,557.03,430.08,114.04,12.91,12.91,0.00,74.81,557.03
33684769,466.78,403.27,63.51,0.00,0.00,0.00,0.00,466.78
33684773,84.58,77.42,7.16,0.00,0.00,0.00,0.00,84.58
33684781,0.00,362.02,75.97,0.00,0.00,0.00,53.77,437.99
33684785,0.00,121.27,18.73,0.00,0.00,0.00,29.10,140.00
33684789,1070.12,861.28,183.01,25.83,25.83,0.00,146.37,1070.12
33684793,0.00,169.72,42.09,0.00,0.00,0.00,29.99,211.81
33684797,992.32,799.36,168.98,23.98,23.98,0.00,136.81,992.32
33684805,535.44,462.58,72.86,0.00,0.00,0.00,123.54,535.44
33684809,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33684817,363.59,314.12,49.47,0.00,0.00,0.00,80.45,363.59
33684821,140.17,128.31,11.86,0.00,0.00,0.00,25.66,140.17
33684825,476.56,380.44,96.12,0.00,0.00,0.00,70.07,476.56
33684829,0.00,391.91,129.99,0.00,23.51,0.00,68.29,521.90
33684833,647.40,539.32,108.08,0.00,0.00,0.00,80.00,647.40
33684837,1863.05,1537.15,325.90,0.00,0.00,0.00,274.24,1863.05
33684841,0.00,521.72,126.77,0.00,0.00,0.00,90.36,648.49
33684845,674.67,535.69,138.98,0.00,0.00,0.00,92.86,674.67
33684849,0.00,415.31,106.79,0.00,0.00,0.00,72.27,522.10
33684857,0.00,562.10,88.54,0.00,0.00,0.00,150.41,650.64
33684861,0.00,90.62,8.38,0.00,0.00,0.00,19.70,99.00
33684865,0.00,675.68,177.35,0.00,0.00,0.00,116.53,853.03
33684869,1596.28,1269.40,326.88,0.00,0.00,0.00,95.20,1596.28
33684873,0.00,458.98,72.29,0.00,0.00,0.00,122.57,531.27
33684877,984.40,756.62,205.08,22.70,22.70,0.00,130.35,984.40
33684885,523.75,452.49,71.26,0.00,0.00,0.00,122.17,523.75
33684889,654.97,539.51,115.46,0.00,0.00,0.00,80.92,654.97
33684897,153.94,132.99,20.95,0.00,0.00,0.00,34.55,153.94
33684901,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33684905,126.24,115.55,10.69,0.00,6.31,0.00,28.90,126.24
33684909,197.56,180.84,16.72,0.00,9.88,0.00,0.00,197.56
33684913,1448.20,1146.23,301.97,0.00,0.00,0.00,212.13,1448.20
33684917,0.00,244.44,22.62,0.00,0.00,0.00,48.89,267.06
33684921,0.00,773.69,120.72,0.00,0.00,0.00,192.55,894.41
33684925,0.00,118.00,11.68,0.00,0.00,0.00,17.70,129.68
33684929,0.00,1543.42,221.63,0.00,0.00,0.00,161.13,1765.05
33684933,0.00,467.97,46.33,0.00,0.00,0.00,70.19,514.30
33684937,0.00,515.34,81.16,0.00,0.00,0.00,139.14,596.50
33684941,80.84,74.00,6.84,0.00,0.00,0.00,16.65,80.84
33684945,434.02,376.09,57.93,0.00,0.00,0.00,94.98,434.02
33684953,0.00,143.80,13.30,0.00,0.00,0.00,28.76,157.10
33684957,0.00,765.00,75.73,0.00,0.00,0.00,114.75,840.73
33684965,543.56,469.60,73.96,0.00,0.00,0.00,125.44,543.56
33684969,86.39,79.08,7.31,0.00,0.00,0.00,17.08,86.39
33684973,0.00,129.66,19.18,0.00,0.00,0.00,33.47,148.84
33684977,1529.01,1219.65,309.36,0.00,0.00,0.00,225.33,1529.01
33684981,0.00,87.65,8.11,0.00,0.00,0.00,19.72,95.76
33684985,0.00,74.78,14.02,0.00,0.00,0.00,14.96,88.80
33684989,0.00,143.88,13.31,0.00,0.00,0.00,28.78,157.19
33684993,0.00,935.40,0.00,0.00,18.72,0.00,128.12,1161.34
33684997,415.62,291.83,123.79,0.00,0.00,0.00,58.37,415.62
33685005,0.00,802.26,205.74,0.00,0.00,0.00,69.89,1008.00
33685009,1242.59,963.18,260.15,19.26,19.26,0.00,116.98,1242.59
33685017,0.00,4249.20,1081.44,0.00,0.00,0.00,61.90,5330.64
33685025,0.00,708.26,108.98,0.00,0.00,0.00,106.24,817.24
33685029,106.70,97.67,9.03,0.00,0.00,0.00,19.53,106.70
33685033,0.00,990.00,155.92,0.00,0.00,0.00,66.83,1145.92
33685037,754.13,608.02,146.11,0.00,0.00,0.00,72.87,754.13
33685045,651.26,562.64,88.62,0.00,0.00,0.00,150.62,651.26
33685053,103.99,95.19,8.80,0.00,0.00,0.00,20.66,103.99
33685057,0.00,1059.56,0.00,0.00,81.52,0.00,106.02,1382.28
33685061,1000.43,803.06,197.37,0.00,0.00,0.00,142.09,1000.43
33685065,1865.97,1533.89,332.08,0.00,0.00,0.00,266.12,1865.97
33685069,1142.25,1008.65,133.60,0.00,0.00,0.00,116.22,1142.25
33685073,1832.70,1620.47,212.23,0.00,0.00,0.00,177.40,1832.70
33685077,1953.82,1606.91,346.91,0.00,0.00,0.00,279.13,1953.82
33685085,0.00,134.02,12.40,0.00,0.00,0.00,26.80,146.42
33685089,0.00,0.00,523.80,0.00,0.00,0.00,20.27,10211.76
33685093,0.00,0.00,440.46,0.00,0.00,0.00,294.82,8484.28
33685097,503.27,401.09,102.18,0.00,0.00,0.00,73.23,503.27
33685101,0.00,319.00,29.49,0.00,0.00,0.00,63.80,348.49
33685105,170.34,134.36,35.98,0.00,0.00,0.00,10.08,170.34
33685109,747.39,572.24,175.15,0.00,0.00,0.00,57.06,747.39
33685113,2162.05,2011.00,151.05,0.00,0.00,0.00,296.18,2162.05
33685117,0.00,349.14,115.94,0.00,0.00,0.00,37.39,465.08
33685121,0.00,843.06,266.10,0.00,0.00,0.00,80.16,1109.16
33685125,1869.54,1348.48,521.06,0.00,0.00,0.00,199.73,1869.54
33685129,108.09,75.00,33.09,0.00,0.00,0.00,15.00,108.09
33685133,1353.64,939.30,414.34,0.00,0.00,0.00,187.86,1353.64
33685137,655.96,567.38,88.58,0.00,0.00,0.00,109.76,655.96
33685141,136.19,129.58,6.61,0.00,0.00,0.00,19.98,136.19
33685145,152.01,104.03,47.98,0.00,0.00,0.00,20.81,152.01
33685149,525.93,359.92,166.01,0.00,0.00,0.00,71.98,525.93
33685153,157.24,107.60,49.64,0.00,0.00,0.00,21.52,157.24
33685157,0.00,357.20,56.26,0.00,0.00,0.00,69.05,413.46
33685161,0.00,752.80,118.74,0.00,0.00,0.00,147.14,871.54
33685165,163.70,112.03,51.67,0.00,0.00,0.00,22.41,163.70
33685169,0.00,75.00,6.94,0.00,0.00,0.00,15.00,81.94
33685173,0.00,2311.92,1096.34,0.00,0.00,0.00,242.78,3408.26
33685177,0.00,75.00,34.43,0.00,0.00,0.00,15.00,109.43
33685181,362.97,237.55,125.42,0.00,0.00,0.00,58.71,362.97
33685185,256.71,226.06,30.65,0.00,0.00,0.00,55.68,256.71
33685189,480.39,415.01,65.38,0.00,0.00,0.00,80.23,480.39
33685193,401.34,367.36,33.98,0.00,0.00,0.00,73.48,401.34
33685197,843.86,729.80,114.06,0.00,0.00,0.00,142.52,843.86
33685201,233.86,206.59,27.27,0.00,0.00,0.00,50.10,233.86
33685205,1543.91,1333.83,210.08,0.00,0.00,0.00,360.13,1543.91
33685209,150.00,137.30,12.70,0.00,0.00,0.00,0.00,150.00
33685213,626.60,541.32,85.28,0.00,0.00,0.00,146.16,626.60
33685217,3227.08,2385.33,841.75,0.00,0.00,0.00,314.20,3227.08
33685221,1213.83,822.47,391.36,0.00,0.00,0.00,178.87,1213.83
33685225,178.14,140.22,37.92,0.00,0.00,0.00,10.51,178.14
33685229,0.00,7588.80,3778.56,0.00,0.00,0.00,321.34,11367.36
33685233,0.00,257.00,86.89,0.00,0.00,0.00,28.65,343.89
33685237,0.00,2866.44,1497.88,0.00,0.00,0.00,257.29,4364.32
33685241,0.00,175.00,50.43,0.00,0.00,0.00,13.13,225.43
33685245,463.47,354.11,109.36,0.00,0.00,0.00,35.93,463.47
33685249,174.64,138.00,36.64,0.00,0.00,0.00,10.35,174.64
33685253,2559.00,1763.80,795.20,0.00,0.00,0.00,283.40,2559.00
33685257,1526.03,1033.20,492.83,0.00,0.00,0.00,170.81,1526.03
33685261,0.00,338.58,80.42,0.00,0.00,0.00,25.39,419.00
33685265,1771.69,1397.44,374.25,0.00,0.00,0.00,104.82,1771.69
33685269,9388.11,8931.84,456.27,0.00,0.00,0.00,1046.51,9388.11
33685273,0.00,182.40,52.56,0.00,0.00,0.00,13.68,234.96
33685277,2122.12,1641.92,480.20,0.00,0.00,0.00,149.30,2122.12
33685281,113.88,89.99,23.89,0.00,0.00,0.00,6.75,113.88
33685285,2773.86,1950.16,823.70,0.00,0.00,0.00,346.93,2773.86
33685289,3887.16,2719.12,1168.04,0.00,0.00,0.00,501.90,3887.16
33685293,0.00,6052.48,2616.08,0.00,0.00,0.00,217.41,8668.56
33685297,8315.71,5935.76,2379.95,0.00,0.00,0.00,788.64,8315.71
33685301,228.93,180.90,48.03,0.00,0.00,0.00,13.57,228.93
33685305,3146.93,2059.52,1087.41,0.00,0.00,0.00,502.69,3146.93
33685309,350.42,276.90,73.52,0.00,0.00,0.00,20.77,350.42
33685313,462.71,351.02,111.69,0.00,0.00,0.00,40.95,462.71
33685317,0.00,265.88,90.36,0.00,0.00,0.00,29.99,356.24
33685321,0.00,126.15,36.35,0.00,0.00,0.00,9.46,162.50
33685325,680.58,537.79,142.79,0.00,0.00,0.00,40.33,680.58
33685329,393.90,310.70,83.20,0.00,0.00,0.00,23.30,393.90
33685333,0.00,123.35,35.56,0.00,0.00,0.00,9.25,158.91
33685337,816.55,711.30,105.25,0.00,0.00,0.00,185.90,816.55
33685341,954.38,825.71,128.67,0.00,0.00,0.00,221.23,954.38
33685345,987.01,853.88,133.13,0.00,0.00,0.00,228.88,987.01
33685349,0.00,0.00,0.00,0.00,0.00,0.00,249.50,0.00
33685353,244.43,217.03,27.40,0.00,0.00,0.00,52.46,244.43
33685357,175.91,153.23,22.68,0.00,0.00,0.00,39.59,175.91
33685361,847.96,805.46,9.48,0.00,33.02,20.00,0.00,867.96
33685365,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00
33685369,0.00,0.00,183.83,31.33,0.00,0.00,219.34,0.00
33685373,400.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00
33685377,0.00,3344.34,861.82,0.00,0.00,0.00,307.61,4206.16
33685381,786.06,630.52,155.54,0.00,0.00,0.00,108.24,786.06
33685385,988.13,774.27,198.38,15.48,15.48,0.00,132.67,988.13
33685389,0.00,1455.40,461.66,0.00,0.00,0.00,70.03,1917.06
33685393,535.20,422.15,113.05,0.00,0.00,0.00,31.66,535.20
33685397,1690.05,1336.95,353.10,0.00,0.00,0.00,100.27,1690.05
33685401,0.00,6693.76,2384.96,0.00,0.00,0.00,199.55,9078.72
33685405,0.00,14089.60,4768.08,0.00,0.00,0.00,393.62,18857.68
33685409,0.00,228.89,84.32,0.00,0.00,0.00,30.59,313.21
33685413,0.00,302.23,103.57,0.00,0.00,0.00,34.73,405.80
33685417,368.65,291.31,77.34,0.00,0.00,0.00,21.85,368.65
33685421,0.00,9085.12,3073.72,0.00,0.00,0.00,250.57,12158.84
33685425,7758.34,5959.28,1799.06,0.00,0.00,0.00,578.26,7758.34
33685429,0.00,1573.82,525.37,0.00,0.00,0.00,172.73,2099.19
33685433,373.85,297.30,76.55,0.00,0.00,0.00,22.29,373.85
33685437,0.00,516.21,172.53,0.00,0.00,0.00,56.12,688.74
33685441,0.00,305.19,87.96,0.00,0.00,0.00,22.89,393.15
33685445,0.00,339.96,119.70,0.00,0.00,0.00,41.39,459.66
33685449,0.00,699.42,199.77,0.00,0.00,0.00,52.45,899.19
33685453,0.00,4976.96,2406.76,0.00,0.00,0.00,263.68,7383.72
33685457,1271.47,851.08,420.39,0.00,0.00,0.00,191.84,1271.47
33685461,0.00,345.71,99.64,0.00,0.00,0.00,25.93,445.35
33685465,1942.41,1544.66,397.75,0.00,0.00,0.00,115.85,1942.41
33685469,0.00,480.28,138.42,0.00,0.00,0.00,36.02,618.70
33685477,191.11,165.11,26.00,0.00,0.00,0.00,37.46,191.11
33685481,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685485,746.21,603.12,143.09,0.00,0.00,0.00,87.46,746.21
33685489,1943.30,1718.47,224.83,0.00,0.00,0.00,187.20,1943.30
33685493,802.69,636.92,165.77,0.00,0.00,0.00,113.57,802.69
33685501,1012.07,654.39,357.68,0.00,0.00,0.00,171.42,1012.07
33685505,1195.47,784.11,411.36,0.00,0.00,0.00,192.88,1195.47
33685509,0.00,3105.76,1366.80,0.00,0.00,0.00,141.73,4472.56
33685517,546.77,450.44,96.33,0.00,0.00,0.00,64.72,546.77
33685525,161.23,139.30,21.93,0.00,0.00,0.00,36.25,161.23
33685529,1109.48,716.16,393.32,0.00,0.00,0.00,187.78,1109.48
33685533,266.75,231.59,35.16,0.00,0.00,0.00,59.29,266.75
33685541,0.00,810.42,74.97,0.00,0.00,0.00,162.08,885.39
33685545,401.84,275.00,126.84,0.00,0.00,0.00,55.00,401.84
33685549,1313.40,898.85,414.55,0.00,0.00,0.00,179.77,1313.40
33685553,1180.44,1024.10,156.34,0.00,0.00,0.00,232.04,1180.44
33685561,1068.84,845.55,223.29,0.00,0.00,0.00,145.44,1068.84
33685569,203.16,175.53,27.63,0.00,0.00,0.00,46.12,203.16
33685573,86.39,79.08,7.31,0.00,0.00,0.00,17.08,86.39
33685577,458.88,365.65,93.23,0.00,0.00,0.00,63.86,458.88
33685581,772.03,550.94,221.09,0.00,0.00,0.00,90.29,772.03
33685589,516.71,411.07,105.64,0.00,0.00,0.00,71.55,516.71
33685593,380.92,304.30,76.62,0.00,0.00,0.00,53.43,380.92
33685601,470.76,430.92,39.84,0.00,0.00,0.00,86.18,470.76
33685605,1402.08,1211.31,190.77,0.00,0.00,0.00,282.64,1402.08
33685609,1058.61,838.54,220.07,0.00,0.00,0.00,157.42,1058.61
33685613,1411.56,1116.88,294.68,0.00,0.00,0.00,144.40,1411.56
33685617,1816.08,1492.84,323.24,0.00,0.00,0.00,175.25,1816.08
33685621,2183.15,1741.87,441.28,0.00,0.00,0.00,224.20,2183.15
33685625,285.91,261.70,24.21,0.00,0.00,0.00,52.34,285.91
33685629,1061.38,840.75,220.63,0.00,0.00,0.00,157.92,1061.38
33685633,285.91,261.70,24.21,0.00,0.00,0.00,52.34,285.91
33685637,688.01,547.45,140.56,0.00,0.00,0.00,99.09,688.01
33685641,513.38,409.20,104.18,0.00,0.00,0.00,74.75,513.38
33685645,1260.80,997.10,263.70,0.00,0.00,0.00,174.55,1260.80
33685649,552.23,439.98,112.25,0.00,0.00,0.00,80.19,552.23
33685657,662.47,572.32,90.15,0.00,0.00,0.00,153.17,662.47
33685665,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685669,0.00,2568.20,521.88,0.00,0.00,0.00,93.99,3090.08
33685673,668.25,555.57,112.68,0.00,0.00,0.00,81.86,668.25
33685677,416.39,321.86,88.10,6.43,6.43,0.00,54.72,416.39
33685681,0.00,0.00,0.00,0.00,0.00,0.00,427.50,0.00
33685685,740.46,559.65,147.23,33.58,33.58,0.00,67.85,740.46
33685689,214.50,171.90,42.60,0.00,0.00,0.00,30.38,214.50
33685693,6311.41,5606.64,704.77,0.00,0.00,0.00,927.18,6311.41
33685697,0.00,395.83,0.00,0.00,0.00,0.00,109.64,458.17
33685709,1608.40,1554.16,54.24,0.00,0.00,0.00,116.56,0.00
33685717,314.50,271.71,42.79,0.00,0.00,0.00,72.20,314.50
33685721,134.31,122.94,11.37,0.00,0.00,0.00,24.59,134.31
33685725,171.67,166.25,5.42,0.00,0.00,0.00,12.47,0.00
33685729,0.00,818.02,216.10,0.00,0.00,0.00,140.14,1034.12
33685733,191.11,165.10,26.01,0.00,0.00,0.00,49.53,191.11
33685741,141.75,129.75,12.00,0.00,0.00,0.00,25.95,141.75
33685745,146.00,126.72,16.28,3.00,0.00,0.00,30.41,146.00
33685749,1242.55,1073.48,169.07,0.00,0.00,0.00,214.69,1242.55
33685753,423.31,338.18,85.13,0.00,0.00,0.00,62.53,423.31
33685761,405.74,350.54,55.20,0.00,0.00,0.00,93.30,405.74
33685765,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685773,0.00,1543.44,243.00,0.00,0.00,0.00,33.37,1786.44
33685777,0.00,948.96,87.72,0.00,0.00,0.00,17.08,1036.68
33685781,0.00,17125.56,4570.92,0.00,0.00,0.00,244.31,21696.48
33685785,18109.58,17204.96,904.62,0.00,0.00,0.00,2007.68,18109.58
33685793,605.74,494.61,111.13,0.00,0.00,0.00,85.99,605.74
33685797,102.00,93.36,8.64,0.00,0.00,0.00,20.28,102.00
33685801,182.44,157.62,24.82,0.00,0.00,0.00,41.20,182.44
33685805,0.00,810.41,74.96,0.00,0.00,0.00,162.08,885.37
33685809,0.00,577.47,53.41,0.00,0.00,0.00,144.37,630.88
33685813,86.08,74.36,11.72,0.00,0.00,0.00,18.72,86.08
33685817,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685821,0.00,1086.84,0.00,0.00,36.20,0.00,197.19,1408.64
33685825,225.87,185.19,40.68,0.00,0.00,0.00,31.68,225.87
33685829,2889.13,2295.24,593.89,0.00,0.00,0.00,426.77,2889.13
33685833,446.76,355.19,91.57,0.00,0.00,0.00,0.00,446.76
33685841,128.00,117.17,10.83,0.00,0.00,0.00,25.60,128.00
33685845,652.62,526.42,126.20,0.00,0.00,0.00,0.00,652.62
33685849,683.33,553.12,130.21,0.00,0.00,0.00,99.43,683.33
33685857,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685865,441.21,381.18,60.03,0.00,0.00,0.00,101.58,441.21
33685869,511.24,406.92,104.32,0.00,0.00,0.00,70.90,511.24
33685873,0.00,78.00,12.29,0.00,0.00,0.00,21.06,90.29
33685877,0.00,457.92,15.98,0.00,0.00,0.00,34.34,0.00
33685881,2737.88,1873.72,864.16,0.00,0.00,0.00,374.74,2737.88
33685885,680.86,541.08,139.78,0.00,0.00,0.00,97.28,680.86
33685889,0.00,667.94,143.60,0.00,0.00,0.00,105.89,811.54
33685893,0.00,644.71,101.55,0.00,0.00,0.00,169.45,746.26
33685897,592.03,511.46,80.57,0.00,0.00,0.00,136.97,592.03
33685901,0.00,385.20,97.88,0.00,0.00,0.00,54.41,483.08
33685905,0.00,0.00,0.00,0.00,0.00,0.00,451.00,0.00
33685909,660.83,530.68,130.15,0.00,0.00,0.00,95.51,660.83
33685925,681.65,541.44,140.21,0.00,0.00,0.00,97.08,681.65
33685929,633.06,493.31,129.89,9.86,9.86,0.00,84.93,633.06
33685937,877.34,705.78,171.56,0.00,0.00,0.00,121.76,877.34
33685941,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685945,152.62,131.85,20.77,0.00,0.00,0.00,34.25,152.62
33685949,611.47,487.33,124.14,0.00,0.00,0.00,88.98,611.47
33685957,300.10,259.27,40.83,0.00,0.00,0.00,68.66,300.10
33685961,122.99,112.58,10.41,0.00,0.00,0.00,24.62,122.99
33685965,170.04,138.10,31.94,0.00,0.00,0.00,27.73,170.04
33685973,449.97,388.74,61.23,0.00,0.00,0.00,103.60,449.97
33685981,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33685989,1508.52,1028.96,479.56,0.00,0.00,0.00,164.61,1508.52
33685993,954.92,669.49,285.43,0.00,0.00,0.00,127.17,954.92
33685997,608.65,463.91,144.74,0.00,0.00,0.00,48.03,608.65
33686005,515.56,411.41,104.15,0.00,0.00,0.00,75.61,515.56
33686009,650.34,526.53,123.81,0.00,0.00,0.00,94.55,650.34
33686013,1098.55,880.70,217.85,0.00,0.00,0.00,178.62,1098.55
33686021,0.00,1003.48,145.96,0.00,0.00,0.00,50.17,1149.44
33686025,0.00,2121.60,74.04,0.00,0.00,0.00,39.78,0.00
33686029,659.60,569.84,89.76,0.00,0.00,0.00,110.15,659.60
33686033,0.00,3907.68,961.00,0.00,0.00,0.00,179.36,4868.68
33686037,0.00,962.24,151.56,0.00,0.00,0.00,48.11,1113.80
33686041,0.00,1003.00,138.48,0.00,0.00,0.00,50.15,1141.48
33686045,1544.42,1413.67,130.75,0.00,0.00,0.00,282.74,1544.42
33686049,1097.06,909.11,187.95,0.00,0.00,0.00,94.98,1097.06
33686053,626.62,516.13,110.49,0.00,0.00,0.00,74.02,626.62
33686057,0.00,1395.60,0.00,0.00,82.28,0.00,273.04,1860.12
33686065,1544.42,1413.67,130.75,0.00,0.00,0.00,282.74,1544.42
33686069,1093.80,903.73,190.07,0.00,0.00,0.00,94.55,1093.80
33686073,757.77,630.08,127.69,0.00,0.00,0.00,92.18,757.77
33686077,0.00,107.00,9.90,0.00,0.00,0.00,18.73,116.90
33686089,86.39,79.08,7.31,0.00,0.00,0.00,17.08,86.39
33686093,625.15,540.09,85.06,0.00,0.00,0.00,114.41,625.15
33686101,577.20,498.66,78.54,0.00,0.00,0.00,133.30,577.20
33686105,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33686109,515.88,472.20,43.68,0.00,0.00,0.00,94.44,515.88
33686113,101.52,87.72,13.80,0.00,0.00,0.00,11.83,101.52
33686117,1168.07,966.92,201.15,0.00,0.00,0.00,99.28,1168.07
33686121,871.95,700.43,171.52,0.00,0.00,0.00,128.88,871.95
33686125,693.43,575.36,118.07,0.00,0.00,0.00,83.85,693.43
33686133,0.00,830.06,0.00,0.00,0.00,0.00,88.61,1039.24
33686137,1054.14,731.48,322.66,0.00,0.00,0.00,146.30,1054.14
33686141,605.95,491.62,114.33,0.00,0.00,0.00,88.61,605.95
33686145,822.05,652.84,169.21,0.00,0.00,0.00,88.01,822.05
33686153,481.40,415.89,65.51,0.00,0.00,0.00,110.94,481.40
33686157,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33686161,7678.68,5536.88,2141.80,0.00,0.00,0.00,853.65,7678.68
33686165,112.66,97.33,15.33,0.00,0.00,0.00,13.14,112.66
33686169,560.56,451.27,109.29,0.00,0.00,0.00,81.75,560.56
33686173,742.31,590.04,152.27,0.00,0.00,0.00,109.58,742.31
33686177,498.41,397.26,101.15,0.00,0.00,0.00,72.57,498.41
33686185,620.67,536.22,84.45,0.00,0.00,0.00,143.43,620.67
33686189,106.00,97.02,8.98,0.00,0.00,0.00,21.05,106.00
33686193,0.00,78.09,0.00,0.00,0.00,0.00,21.10,90.40
33686197,0.00,92.24,0.00,0.00,0.00,0.00,20.26,100.77
33686201,495.24,377.47,117.77,0.00,0.00,0.00,39.52,495.24
33686205,647.87,511.02,136.85,0.00,0.00,0.00,38.33,647.87
33686209,0.00,330.64,83.09,0.00,0.00,0.00,61.25,413.73
33686213,97.06,84.96,12.10,0.00,0.00,0.00,21.24,97.06
33686217,556.26,442.94,113.32,0.00,0.00,0.00,80.49,556.26
33686225,2129.57,1695.50,434.07,0.00,0.00,0.00,317.28,2129.57
33686229,810.97,653.11,157.86,0.00,0.00,0.00,91.24,810.97
33686233,6129.10,5295.09,834.01,0.00,0.00,0.00,1429.67,6129.10
33686237,2193.08,1594.21,598.87,0.00,0.00,0.00,252.94,2193.08
33686241,1445.09,1158.76,286.33,0.00,0.00,0.00,157.43,1445.09
33686245,1307.66,1075.57,232.09,0.00,0.00,0.00,181.57,1307.66
33686249,768.65,610.15,158.50,0.00,0.00,0.00,109.02,768.65
33686253,681.26,561.08,120.18,0.00,0.00,0.00,83.95,681.26
33686257,1273.97,1047.89,226.08,0.00,0.00,0.00,176.32,1273.97
33686261,2427.21,1918.93,508.28,0.00,0.00,0.00,359.52,2427.21
33686265,2210.47,1748.37,462.10,0.00,0.00,0.00,327.87,2210.47
33686269,1303.65,1072.23,231.42,0.00,0.00,0.00,180.26,1303.65
33686277,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33686281,150.45,129.97,20.48,0.00,0.00,0.00,33.74,150.45
33686285,1129.82,978.63,151.19,0.00,0.00,0.00,241.94,1129.82
33686289,443.89,354.37,89.52,0.00,0.00,0.00,65.28,443.89
33686293,192.37,152.18,40.19,0.00,0.00,0.00,11.41,192.37
33686297,495.83,395.24,100.59,0.00,0.00,0.00,72.23,495.83
33686301,502.65,400.60,102.05,0.00,0.00,0.00,73.14,502.65
33686305,2073.51,1607.72,369.32,96.47,96.47,0.00,274.79,2073.51
33686309,1536.01,1163.92,372.09,0.00,0.00,0.00,127.58,1536.01
33686313,480.05,382.82,97.23,0.00,0.00,0.00,70.12,480.05
33686317,894.83,694.27,200.56,0.00,0.00,0.00,66.90,894.83
33686321,648.53,515.55,132.98,0.00,0.00,0.00,92.86,648.53
33686325,2674.28,2202.33,471.95,0.00,0.00,0.00,377.10,2674.28
33686329,529.21,431.24,97.97,0.00,0.00,0.00,78.35,529.21
33686337,1189.21,951.70,237.51,0.00,0.00,0.00,175.58,1189.21
33686345,0.00,512.37,80.69,0.00,0.00,0.00,136.98,593.06
33686349,0.00,79.08,7.31,0.00,0.00,0.00,17.08,86.39
33686357,1336.77,1101.82,234.95,0.00,0.00,0.00,183.45,1336.77
33686361,1210.37,998.22,212.15,0.00,0.00,0.00,167.90,1210.37
33686365,685.40,544.54,140.86,0.00,0.00,0.00,97.76,685.40
33686369,1491.16,1232.31,258.85,0.00,0.00,0.00,207.91,1491.16
33686373,0.00,482.67,76.02,0.00,0.00,0.00,128.97,558.69
33686385,1538.28,1328.97,209.31,0.00,0.00,0.00,341.81,1538.28
33686389,258.55,236.65,21.90,0.00,0.00,0.00,47.33,258.55
33686393,640.63,621.97,18.66,0.00,0.00,0.00,46.65,0.00
33686397,206.25,178.18,28.07,0.00,0.00,0.00,48.11,206.25
33686405,407.94,352.42,55.52,0.00,0.00,0.00,93.79,407.94
33686409,86.39,79.08,7.31,0.00,0.00,0.00,17.08,86.39
33686413,2766.23,2198.91,567.32,0.00,0.00,0.00,345.46,2766.23
33686421,572.48,471.85,100.63,0.00,0.00,0.00,71.51,572.48
33686425,2370.97,1874.66,496.31,0.00,0.00,0.00,347.94,2370.97
33686429,1145.89,941.61,204.28,0.00,0.00,0.00,135.32,1145.89
33686437,441.21,381.18,60.03,0.00,0.00,0.00,101.58,441.21
33686441,99.99,91.53,8.46,0.00,0.00,0.00,19.88,99.99
33686449,150.45,129.97,20.48,0.00,0.00,0.00,33.74,150.45
