contract_id,splitsingscode_premie,totale_premie,netto_premie,lasten,kosten,splitsingskosten,commissie,totaal_te_betalen,afkoopwaarde_einde_vorigjaar,huidige_stand
36463136,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36463145,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36465959,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36466046,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36477494,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36477602,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36477980,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36482577,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36484740,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36484743,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36484749,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36484755,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36485018,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36485274,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36486441,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36493314,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36493853,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36493859,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36493950,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36494331,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36494381,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36496358,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36496785,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36498693,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36498717,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36498788,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36498797,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36499526,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36499532,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36499538,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36499544,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36499581,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36504282,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36504771,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36504836,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36506228,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36506240,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36506643,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36507168,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36507171,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36507177,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36507180,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36509421,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36510275,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36510281,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36511922,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36512019,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36512367,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36512403,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36512745,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36514248,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36515565,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36516308,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36516311,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36518853,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36520602,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36522783,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36525003,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36525386,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36525389,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36525392,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36525809,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36526428,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36527355,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36529196,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36530030,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36531993,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36544962,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36658814,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36659035,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36666166,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36690593,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36690982,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36692369,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36693644,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36694937,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36694940,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36697016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36699092,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36703708,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36703717,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36703720,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36703726,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36703783,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36704458,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36704755,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36705586,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36710455,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36710662,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36713386,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36713969,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36713978,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36715058,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36716504,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36718486,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36719888,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36721111,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36721684,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36722029,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36722711,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36722746,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36723488,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36725831,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36727999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36728379,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36732299,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36733135,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36735448,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36737551,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36737557,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36737563,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36737566,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36737572,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36738788,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36739331,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36739670,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36739963,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36741815,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36741970,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36741973,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36741976,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36741979,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36742391,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36743267,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36743845,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36746000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36746315,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36746378,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36746543,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36746552,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36746624,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36747871,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36749896,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36749905,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36750991,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36751307,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36752905,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36753413,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36755201,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36756501,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36756833,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36758941,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36787532,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36793445,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36793495,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36794140,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36796927,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36796930,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36805246,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36813704,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36815951,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36819530,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36819533,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36819541,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36822274,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36823411,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36826735,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36832174,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36832297,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36837242,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36840896,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36842879,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36842882,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36842936,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36844027,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36845320,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36846823,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36847622,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36847678,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36847681,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36850529,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36852757,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36855325,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36855349,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36855991,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36856556,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36858853,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36858872,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36859592,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36860161,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36860164,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36860615,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36862232,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36863050,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36864281,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36865592,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36866752,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36866755,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36866764,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36866767,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36870946,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36871117,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36871225,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36872192,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36872215,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36872264,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36872267,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36872270,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36873235,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36877622,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36877655,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36879247,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36879734,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36881353,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36882080,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36883639,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36884459,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36885704,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36886855,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36887422,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36888667,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36890917,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36892015,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36892798,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36893761,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36893770,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36893773,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36897202,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36897229,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36897685,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36899107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36900695,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36901324,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36901892,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36901966,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36902458,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36903122,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36903301,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36903304,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36903307,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36903310,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36904552,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36906239,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36906251,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36909556,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36909559,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36909635,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36910577,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36911989,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36912664,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36912881,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36913736,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36917020,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36917023,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36920314,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36920374,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36923158,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36923690,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36923890,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36923935,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36924977,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36930311,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36931378,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36931987,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36931988,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36932783,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36932786,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36933274,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36933289,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36933298,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36933307,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36935258,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36935335,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36935338,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36938146,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36938155,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36938986,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36942170,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36942838,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36943259,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36944588,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36947053,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36948176,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36949987,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36950483,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36950797,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36953258,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36953411,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36956902,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36958153,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36958255,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36958789,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36959213,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36959537,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36960242,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36960245,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36966289,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36967749,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36968013,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36969271,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36969277,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36969407,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36969983,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36970075,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36970597,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36971237,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36971561,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36972115,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36973759,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36973789,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36975515,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36975587,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36976499,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36978149,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36981059,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36981781,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36982965,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36983652,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36984889,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36986793,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36987181,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36988003,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36988687,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36989433,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36989435,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36989583,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36999263,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37002447,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37002825,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37002828,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37002831,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37002877,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37003227,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37007340,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37008361,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37008699,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37008720,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37010391,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37010823,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37011700,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37011762,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
