guid_fid,blockretours_id,GUID,aantal,communicatietekst
17356000,51304589,A74EF001035B1A3E837A0004AC1B2918,1,
17356004,51304605,D02FF001035E1A3E837A0004AC1B2918,1,
17363621,51319288,0000000000QZmQ101012020021624,1,
17365676,51327160,PSII-189145226-04,4,
17367276,51333709,41e703de-4e5a-4881-8639-c951cc702765,7,
17397701,51373308,8715626b-fc41-4b92-98ba-239cd5bafb35,8,
17467261,51404865,9c785096-a2e6-41c2-a022-23cc652aab3b,1,
17467641,51406025,516fd7fe-e7e7-4fef-92d6-9ab5ba0aaac1,1,
17472485,51415281,016e0426-2e6e-40ec-a0fb-f9b1ea61f204,1,
17473093,51416980,0647151e-6187-48f3-b98a-7a9be9d1e0f2,1,
17481760,51429021,97B080017DFC1A3E837A0004AC1B2918,1,
17513101,51512196,PSII-189661652-01,2,
17513121,51512245,PSII-189855666-01,2,
17540716,51576144,317924b5-bd67-4f69-996e-e35e90d53a82,9,
17542037,51586108,PSII-190767106-04,4,
17542332,51587036,f77210a4-1b3e-4feb-a57a-2426edf5e1cd,1,
17545209,51609236,75341a0a-afba-4814-a976-f14dda392ed1,7,
17698209,51711373,A167100105291A3F837A0004AC1B2918,1,
17718641,51745048,a7728819-5f0f-46b9-966a-822df93c15b7,1,
17718645,51745064,b72e75ac-a329-44ff-a504-2d01fc8d7251,1,
17718656,51745077,a9d6bacc-8bea-4bd9-b31b-b950f40b37b0,1,
17721648,51751248,PSII-191060594-04,6,
17722737,51754080,F5837001184A1A3F837A0004AC1B2918,1,
17749877,51781513,895f490f-ec3b-4da8-a0c9-dc61424fde32,1,
17804188,51825801,72db1381-0b68-41e3-800e-860adb6d4d8a,7,
17804264,51825953,PSII-191145111-01,8,
17807837,51839621,2295d7c5-9dd0-413c-8cc4-bd3c04550834,7,
17812877,51847440,d458cc61c6504f78962f142c00d8be8c,1,
17833504,51860045,11bc4006-f9c3-48b2-b32d-c809d1d546ca,1,
17834040,51861417,2fce267a-54a7-4a2e-86da-56e004053299,1,
17834044,51861425,98c9d454-36a7-4d11-8197-37a25d7c40d0,1,
17835789,51865464,b4c38405-5e71-4531-9e34-2b279b9c4bfe,1,
17862676,51898481,00000000004eHS117012020050351,4,
17946385,51913053,PSII-191314333-01,2,
17946393,51913076,PSII-191314524-01,5,
17946485,51913209,PSII-191314819-01,2,
17958109,51934785,67382b60-f415-48c2-81a1-b3ad7db80ea0,5,
17975128,51951489,7f05a10a-5509-4160-a66c-5d7d6c8cba89,2,
17975496,51951777,2be14bfb-6283-4adc-82e9-a9d7a93c3ebb,2,
17992768,51985052,e011ae93-dc6f-4279-afa3-845546738e5b,7,
18045832,52042040,PSII-191492831-1,1,"Heeft onze verzekerde een alcoholtest laten doen? Gelieve dit ons ookte laten weten a.u.b. .We hebben Vonck gelast als expert."
18045844,52041988,PSII-191492709-2,2,"Onderwerp: Geschil van ASIYE GOKTEKIN 2Op datum van 21/12/2019 op het contract 010623375065Uw referentie  ASIYE GOKTEKIN 2 BVBA     -Onze referentie: 0619A3396701In bijlage bezorgen wij u document betreffende het schadegeval."
18059456,52053345,a815241d-3621-49b2-b2c2-7ba06e986af9,1,
18059460,52053353,2781b271-189c-41d5-8303-7e7350c12fc3,1,
18064993,52064100,764d5120-5d91-402a-b027-3dc07aa5b852,1,
18071052,52076492,ebd63fb1-8b42-4b7d-9b52-0ecbd9369f5b,2,
18075137,52084048,5c1c1297-ff4b-441d-81e4-3ce3a3c735f5,7,
18081573,52086388,daea5a45092049f0b6085d5e22ad22ad,4,
18106884,52111465,e48a0af1-2c13-4c2c-8098-5cc7a9326c76,1,
18173510,52126947,8fbf2a89-84da-4b3c-b5d7-20703f193f0c,2,
18173727,52127096,ce755932-9651-47dd-ae4c-b37d4cfd9db6,2,
18184613,52149773,d4a33aec-0aac-43db-bc5a-37d253804f6e,7,
18200549,52156524,PSII-191736062-01,1,"We zenden u in bijlage één of meer documenten betreffende het contract"
18211122,52173593,b1125968-c8d6-4ab0-b134-a5e4739ed483,7,
18247206,52211933,9515deb5-a44f-4ea4-8b0d-fd9b3fbc165d,2,
18262728,52225097,5e1ff083-f11e-4295-8b62-7dd7d2484484,1,
18263394,52226976,7c331af7-1b6b-4250-a7eb-ff005950947d,1,
18266367,52232273,PSII-191961489-1,1,"Onderwerp: Geschil van GOKTEKIN HACIOp datum van 27/04/2019 op het contract 010617863309Uw referentie  010617863309              -Onze referentie: 0G19C0113902In bijlage bezorgen wij u document betreffende het schadegeval."
18267276,52234352,c8ccefe7-58a8-46e8-bdd2-76c7006f4eb3,1,
18275541,52243614,bfbe1b3f-fd7a-4cf2-9266-c8bbb7882fa2,2,
18275544,52243623,f0e6594f-17ec-444c-8e65-99abdc443769,2,
18275547,52243632,b59aae0a-f900-47aa-8ad3-8b866a7a524e,2,
18275550,52243641,93cbf990-d89f-40ce-8b6f-34de377b2534,2,
18275559,52243650,7a4f9da5-e3a8-40ca-ba76-480aa12b1dfe,2,
18275574,52243605,2ace9b5a-1e3f-4704-b001-ca2d5c641096,2,
18278307,52244312,7a04c2f6-7d1d-460d-9c9a-70d121b35b57,2,
18283689,52245566,dfa37065-b408-45b7-8156-4c16a17737f7,2,
18283698,52245557,f4d691ee-ac45-414e-bdae-dcdffc20175b,2,
18283700,52245593,21d9a1e7-d2de-4852-898a-23c984793d8e,2,
18283706,52245575,25c5cf40-086a-47f5-ad20-c62773f45b74,2,
18283709,52245584,21b3c24d-3922-4aa5-a6df-da2d55d9bcb2,2,
18283710,52245602,842411b6-c199-4d30-b231-39ae8dbc0b37,2,
18292335,52259763,a8fefae5-90d5-4cf7-a2a3-3d018d49b165,2,
18292338,52259772,26674c6c-1640-48a1-ab86-84e6ec2fe8f6,2,
18292344,52259781,90c58ff9-8afe-4522-a325-8610edf1525e,2,
18292347,52259790,766e9cd2-39af-4948-869b-95278fbf5da8,2,
18292350,52259799,c900b55f-35d7-478a-9d1d-fd4d2491ec65,2,
18292359,52259808,4a141f6a-227f-40b6-b045-c1eb358a6018,2,
18292362,52259817,22ac4691-568b-4923-b245-7dd5f3bc870b,2,
18292365,52259826,a29cb792-93b8-4cd6-83fb-cb953d3efe0d,2,
18292374,52259834,bca68c21-8f89-42fa-b6f5-228cfbc03c7a,2,
18292377,52259843,3920e8d5-c52e-41d8-8329-6c582c88840e,2,
18292383,52259858,5153041b-34bb-4ca0-b384-6d0339baf94e,2,
18292385,52259909,9b113986-ae49-4951-9462-b8426da6278e,2,
18292391,52259876,1f114034-8e22-4d05-a054-c9eecb3d8022,2,
18292400,52259894,8c85e978-5664-41d7-92d9-8131fb41bfab,2,
18292412,52259927,510de9ba-15fb-4a1e-9ad5-beb39845b007,2,
18292415,52259936,c7a4487f-db26-4b88-a499-4b717c53eff6,2,
18292418,52259945,335c5666-e9d8-497a-8202-698b4e2043eb,2,
18292419,52259999,561a82d0-3b53-47a0-ba7f-df205801f1c4,2,
18292422,52259918,357d19cf-bfd4-4f3a-90f0-08cb941a9f5d,2,
18292425,52259954,b1e89585-3436-4a4c-88e9-2e5ec819c21b,2,
18292428,52259963,d6599ec3-0bef-4718-ad5e-462e625fa32a,2,
18292431,52259972,5ec210a8-7f3e-4086-a970-c54ca94f40b6,2,
18292434,52259981,b56fab4f-e3a9-415a-89e0-320ecdab0446,2,
18292442,52259990,5372145a-835a-4b01-8f29-73b51bbb03ae,2,
18292478,52260084,b5066c33-e6a3-4b10-85d4-929eb6475d05,2,
18292484,52260066,aa153f02-94b6-400b-b636-843d07d31506,2,
18292487,52260075,c48a57a5-7d3e-4304-9be6-09d2bb51a89a,2,
18292488,52260110,4e3d85cc-bfff-4256-a2af-ae9436f4a28f,2,
18292494,52260092,00cb2d44-9276-46f8-bd53-a55c56903c4b,2,
18292497,52260101,f9b729ec-d855-4af6-8e0b-505ccb65d395,2,
18292499,52260141,262e3b94-98c4-44f2-9411-dbc622b76d89,2,
18292505,52260117,bed61c6c-5167-44ec-88e0-8e37d3e38ff6,2,
18292508,52260126,1f349d9e-39f3-4329-935d-978c5c73f6a3,2,
18292520,52260150,9c5aa3ff-9b0f-43f2-9a94-e98a0084f94d,2,
18292523,52260159,12f03862-f30c-4418-bdd6-c70b8b23c167,2,
18292526,52260168,07a06ff0-add4-4f2f-81a0-9eec0db57980,2,
18292527,52260195,d1985295-f5fc-4ca4-9f5f-ea9366c5b5b8,2,
18292536,52260177,5456b04e-6b74-48c9-9112-ee931fac7e70,2,
18292539,52260186,254a3b23-1a03-4a51-88ee-fef487fc7769,2,
18292542,52260227,3c585545-1197-443d-b509-fea2b6e775bb,2,
18292548,52260203,16286b34-4c07-4f0c-988c-17ebb2775f00,2,
18292551,52260215,12663ee0-d697-4dc2-b2b0-5cd3c3f53244,2,
18292556,52260269,31eaca7a-89c6-4cbc-98ea-632a448ebadd,2,
18292565,52260234,411deaae-1a45-4cbd-8300-5a6dc0e49cb2,2,
18292568,52260243,315a61a0-558c-4f0f-b1d9-a309785c8eb1,2,
18292571,52260252,61fa67ad-e043-4c82-93a4-c4950e5f0017,2,
18292574,52260260,302dc773-7132-4980-b86a-74678d9e8894,2,
18292934,52260834,26b36f57-9a4d-483f-8a30-7f2c7b9c8f3e,2,
18293016,52260950,a3237f51-ef7b-47ca-94a5-2d6c0d0737ef,2,
18294273,52263405,64af4305-82b9-4053-b4b7-174689c9caf6,1,
18297854,52271033,549faa27-610d-4295-b2f9-d931c66f0574,8,
18394098,52316604,4e525057-578a-4fa2-90fd-6cd165811bf2,1,
18394102,52316638,989da27e-487c-48b4-a9fa-69ef50029b68,1,
18394114,52316568,8e272d57-db12-46d3-b796-f5cbd11a942c,1,
18394118,52316532,04233741-f41f-4f09-9fa5-af0bb9144eb6,1,
18394134,52316428,0000000000cyET131012020062802,1,
18394138,52316464,0000000000cyET101022020045122,1,
18394146,52316500,7466bc93-eff0-4793-9da6-4c09f13ab56b,1,
18394190,52316678,aace6506-1533-4808-b15a-713fd8444372,1,
18394194,52316714,cc0e9ade-f81d-4821-89b8-199e127970ef,1,
18395488,52322634,85bda840-e639-409c-b720-6e1b5e292f3e,7,
18395572,52323258,033290ca-9cb1-4e74-925b-c10d145ce02e,6,
18395668,52323284,743108bd-6fd1-49d7-b460-bbf4eb37f7b6,6,
18395672,52323304,PSII-192112191-04,4,
18410246,52335276,4f88c861-bd5d-4115-8df7-b19fd4dbb3b8,1,
18423482,52365680,1bbf1ae9-b271-4020-a443-662f7e06d932,1,
18431986,52377008,a9dda8f710094c0b8c12f321ab23a95d,3,
18446328,52391100,fef009ae-0d23-4037-9ae1-9377e76d4a77,1,
18446890,52392620,8f456b65-ca07-4b38-8691-0d0593885110,1,
18447750,52395600,00b4e008-c7da-4b39-b989-57e46ceaf451,1,
18448906,52400898,d186f1f0-0c53-41a5-bd48-846dd5143d23,2,
18449000,52401354,1859e902-edca-4f1e-bf20-efbb18331410,2,
18449480,52403816,3087d814-53de-4d42-999b-e293147faf17,2,
18449494,52403840,015699f5-2e14-40cd-99a6-765a2d2ecdba,2,
18450752,52409608,d4593978-2637-446d-b6bb-6b91b5913d12,1,
18451680,52413282,PSII-192264664-04,4,
18452578,52417400,d3af0bf4-7279-46ee-b399-336b15255043,7,
18467566,52444916,975d0151-c8fb-44eb-a773-416f2c766dde,2,
18476974,52463710,PSII-192345132-01,8,
18489428,52470982,PSII-192366632-01,2,
18489482,52470970,PSII-192366517-01,2,
18497014,52498236,8dc5e98b-3f84-40c5-a36d-f8d40407b684,7,
18497306,52499660,PSII-193421402-01,2,
18570578,52527166,0FB6900133251A41837A0004AC1B2918,1,
18582398,52648632,40690db6-bb90-43b2-83df-c2f204f47b14,1,
18582410,52648644,fd96fe51-8e1b-44af-85ac-156d2a6b256d,1,
18582420,52648672,aa496126-72a4-4795-8887-cd187affb740,1,
18582440,52648652,283d6638-be46-4983-a5e7-80af415911b3,1,
18582444,52648660,5897ffe7-7da7-4eb1-bac6-8e7d1ff08bb6,1,
18584528,52656238,PSII-193632498-04,4,
18586168,52662306,c2007656-0814-468f-9eb1-107306ded9f7,1,
18591720,52691439,0460e0f9-4549-4c97-a21c-2e97880b5314,2,
18591723,52691447,49d9de36-4c76-48fb-a31d-46f2506cbc9f,2,
18591740,52691475,8e23c796-bc5c-4ee6-bc77-9fee4c48c1ee,2,
18623018,52732100,da216a40-b5a7-4541-aaa3-b13fa232cada,1,
18623027,52732082,4218cc72-3728-43de-aee2-ccc1982221bb,1,
18623030,52732058,82b86f14-d52f-434b-bd2f-6e1b9618fdf8,1,
18623039,52732118,e149f69b-22bb-45d5-b7a8-0fb2c96b5053,1,
18629822,52778303,931cf2d0-8891-4c91-a4f0-e425d1c3c927,1,
18631077,52784360,PSII-193834900-04,4,
18636933,52799640,0000000000OjrU114022020032440,1,
18637793,52800953,PSII-193857260-2,2,"Onderwerp: Geschil van ASIYE GOKTEKIN 2Op datum van 13/12/2019 op het contract 010623375065Uw referentie  ASIYE GOKTEKIN 2 BVBA     -Onze referentie: 0619A3396701In bijlage bezorgen wij u document betreffende het schadegeval."
18639116,52802499,PSII-193876013-04,4,
18662907,52807932,cea444c4-e8b1-4a6a-aa25-1656bef398d3,5,
18663884,52812804,PSII-193895400-04,4,
18665183,52818039,b1afce92-4d9f-4f32-94f4-f1f927ec3759,1,
18671397,52837668,0000000000e71V117022020045339,1,
18675003,52849442,PSII-193991722-04,4,
18676146,52855589,5ba775e9-9868-485b-917a-6e52241e4a93,1,
18676247,52856175,PSII-194000152-04,1,
18677936,52864059,6cb2adee-3430-407f-8957-59ff5a06a052,1,
18695594,52911456,952e8b25-f0aa-4578-999b-16465a7f7cba,2,
18696185,52914194,41107ee3-4605-4199-917d-de1d5dd0d6b2,8,
18698118,52924302,e5288276-025f-4b74-a10b-a685dd91fc5c,1,
18698121,52924308,f2defe56-eecb-4449-9d95-ce05a5bfda91,1,
18698124,52924314,313d9f4b-22f9-4bbe-9e0f-799c17d1df76,1,
18701675,52929380,F495E001067B1A42837A0004AC1B2918,1,
18705618,52939464,183f96c6-8a61-4e0f-b0b8-1ad2c586553d,1,
18706931,52943756,9e5ca7ab-d19a-4274-b131-a4b232e35806,1,
18726488,52981544,PSII-194287074-01,2,
18745724,53063525,PSII-194409194-1,2,"Onderwerp: Geschil van ASIYE GOKTEKIN 2Op datum van 24/06/2019 op het contract 010623139592Uw referentie  TT/TT/19.116              -Onze referentie: 0G19A0204402In bijlage bezorgen wij u document betreffende het schadegeval."
18745941,53065052,84c3f365-a0d1-4b17-b7b6-74fe984fb553,7,
18746183,53066126,112cece2-a206-492a-bb67-181cd1059b3c,1,
18779262,53093801,PSII-194483471-1,1,"We verwijzen naar het expertiseverslag waarvan kopie in bijlage.De kosten voor de stalling tot 17.02.2020 werden afgetrokken van het bedrag van de betaling van het wrak.Bijgevolg kunnen wij niet tussenkomen in de kosten voor de stallingsfacturen die u aan ons bezorgd heeft."
18780290,53097396,c0f13440-0510-4104-8729-0cbe7099d3ec,7,
18781544,53105180,1bedef33-c3f4-4c84-83a0-5d67ee965ab0,1,
18783321,53117745,582e1b53-301d-4639-8284-7ab4f84a2de6,2,
18790238,53147024,00000000004z4X127022020040236,5,
18791648,53150996,465bb955-2dad-449e-aba3-d6658d1b3961,1,
18792062,53152379,a8ea7f9e-38d6-4124-9421-4f26c46262c4,1,
18794813,53166575,PSII-194766915-04,4,
18809900,53200922,606c4cb3-fa6e-425d-a185-d67fcbe767c7,7,
18815534,53219003,PSII-195662721-04,6,
18815754,53220078,PSII-195663883-04,4,
18823517,53243796,89a3b835-3383-42ca-8cdf-032be07f0efa,1,
18826406,53256615,2f777500-70f8-434a-bbd3-edacd9da242a,7,
18826598,53257323,PSII-195728362-01,2,
18828443,53265386,1130ef8f-56cb-4288-9798-b4ef5010c8d9,8,
18832278,53273817,C221C0010C741A43837A0004AC1B2918,1,
18833447,53284607,ceb67265-91f3-4e67-9590-7e089fc5efd2,1,
18833459,53284652,d287c52e-e2e5-43c0-a5a9-06a65abb348a,1,
18833538,53284886,504611fc-98be-415a-b64e-c529ef2515dc,1,
18835322,53293830,PSII-195796770-04,4,
18850268,53341134,PSII-197051363-3,2,"Onderwerp: Geschil van ASIYE GOKTEKIN 2Op datum van 13/12/2019 op het contract 010623375065Uw referentie  ASIYE GOKTEKIN 2 BVBA     -Onze referentie: 0619A3396701In bijlage bezorgen wij u document betreffende het schadegeval."
18857829,53422799,3047b70e-941c-4287-b1ad-688adde97f77,1,
18858230,53424629,3d992f86-da1b-474a-9106-03247ff247bb,1,
18858233,53424602,5478f13d-473c-4d22-bd48-69e655964ec8,1,
18858282,53424611,796caf85-76c9-411d-a417-c41253e750e3,1,
18858285,53424638,67557bba-f881-47f4-b9ca-4e7956adb1eb,1,
18858288,53424617,4eb27739-c143-4dc1-a4f4-66b2c60a90c9,1,
18858360,53424593,83e3e356-2846-4a3a-8f12-678641f3cee4,1,
18858560,53439483,18118d0f-bc09-4fe7-80a3-30b3c261dd03,7,
18863867,53457528,5920f946-3020-4289-8d71-f8fd8545baa9,1,
18866676,53461646,PSII-197244659-2,2,"Onderwerp: Geschil van AYAZOp datum van 22/11/2019 op het contract 010623126652Uw referentie  010623126652              -Onze referentie: 0619E1348101In bijlage bezorgen wij u document betreffende het schadegeval."
18875603,53475156,ce1db718b2f948b1bd8bc487e6251118,1,
18875753,53476653,PSII-197283430-2,4,"Onderwerp: Geschil van ASIYE GOKTEKIN 2Op datum van 24/12/2019 op het contract 010623463733Uw referentie  1XEZ922                   -Onze referentie: 0619E1469201In bijlage bezorgen wij u document betreffende het schadegeval."
18875907,53477262,de00ab52-f3a7-4301-b525-0db3f83496d7,7,
18876420,53479938,5e809996-b9c4-4596-80df-6bb9a1d9cb0c,1,
18876785,53481869,61534cd4-1636-4529-934c-e55840823a52,1,
18877038,53482977,b70450ed-7389-44b3-8bcb-9bf9365f09cc,1,
18877041,53482983,c2509632-ce4c-424e-a9fd-46998ccc90bf,1,
18877044,53482989,d607ef94-0e0c-455d-a56b-685a4740906e,1,
18877836,53487203,40E6E00198B91A43837A0004AC1B2918,1,
18879758,53488724,7faadaf4eaad426bb4a6f6fac4c43790,4,
18880220,53490027,0000000000wqDY111032020040420,1,
18880766,53491809,1400d56e-2a14-4d0f-ba38-2311561af6e7,1,
18883244,53503523,PSII-197351431-01,5,
18884135,53507933,cd6270c0-be04-4761-8ae2-e5d4dcb78ca0,1,
18884544,53510331,3fdac441-8179-4ad5-ae57-8f392a8cbe8b,1,
18884547,53510337,8ba12c73-a6f0-4569-be27-468f3e683880,1,
18884550,53510343,37c40610-5d85-4f2d-be70-d07be97cc3c2,1,
18885461,53515656,60E70001A8641A43837A0004AC1B2918,3,
18890046,53534180,9fa90032-88e0-43cf-b018-4d2ba2dda2e8,1,
18890049,53534192,1708736a-f37d-4cc0-a735-effd31eafcfa,1,
18890070,53534546,a16c2613-9b80-4de1-97a6-e999d54b9166,1,
18890912,53539173,0000000000K5fY113032020144150,1,
18891996,53545197,bde331bd-f63e-470a-b8da-d87620b70165,5,
18892674,53546322,0d1276f3-1491-42d0-991c-c0a084a2d279,1,
18906567,53562441,PSII-197491308-2,2,"Onderwerp: Geschil van STARWERK23Op datum van 13/03/2020 op het contract 010623331836Uw referentie  STARWERK23 BVBA           -Onze referentie: 0620E0334301In bijlage bezorgen wij u document betreffende het schadegeval."
18914607,53589878,PSII-197574665-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.03.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914616,53589914,PSII-197574667-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 21.10.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914639,53589948,PSII-197574669-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 14.03.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914648,53589984,PSII-197574693-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914657,53590014,PSII-197574660-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914666,53590040,PSII-197574710-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914675,53590070,PSII-197574700-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914705,53590100,PSII-197574670-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 28.02.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914711,53590127,PSII-197574695-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914717,53590145,PSII-197574714-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914723,53590161,PSII-197574668-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914729,53590179,PSII-197574709-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914738,53590206,PSII-197574677-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914759,53590224,PSII-197574666-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 18.07.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914762,53590242,PSII-197574694-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914768,53590260,PSII-197574696-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914774,53590278,PSII-197574699-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 27.09.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914780,53590296,PSII-197574698-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 02.05.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18914786,53590313,PSII-197574708-1,2,"Om de definitieve premieafrekening van het contract te kunnen opmakenvoor de periode van 01.01.19 tot 31.12.19 hebben wij bijgewerkteinformatie over de activiteit van uw klant nodig. Wij hebben hiervooreen brief naar uw klant verstuurd.  Hierbij kopie producent van hetdocument"
18915858,53593302,0000000000QhmY116032020052154,1,
18917198,53597619,1194fb32-97b8-41a4-8815-02983631aa77,1,
18917751,53599695,851c1534-877d-46b6-bd65-b21bfffbba55,1,
18924291,53621105,00000000006EtY117032020054456,1,
18924539,53621610,0000000000qXsY117032020054606,1,
18924776,53622191,87a7d4b5-f941-4ccf-b589-88d53c67ace3,1,
18924779,53622197,f5072995-baac-4880-951c-cee63f2b7b08,1,
18924782,53622201,7fe79b50-e888-4fdd-a0d2-ed92d9f4a0be,1,
18926556,53628317,9e243dab-d25c-4604-bbe8-5e29f69aa9fe,1,
18927845,53631512,PSII-197654212-2,2,"Onderwerp: Geschil van AYAZOp datum van 17/03/2020 op het contract 010623126652Uw referentie  01 06 23126652            -Onze referentie: 0620A0585201In bijlage bezorgen wij u document betreffende het schadegeval."
18928481,53634096,bb21c965-4bcf-4685-89b8-9f64a347be6c,1,
18929139,53636390,c52dc6f6-b013-4dee-be4d-b304e7b530e8,7,
18929424,53637746,363f521a-bdc7-4981-ad89-fb95fdf7625c,7,
18929961,53639900,b298e3b0-1d57-4b55-81fa-cb33544d7700,7,
18929997,53640215,6e1049ca-7a16-4983-9a44-7f5fca61cc8a,1,
18937347,53662493,PSII-197734885-04,4,
18937412,53662794,PSII-197735563-04,1,
18938406,53666504,6bed6f06-8181-45fd-aff5-6490fdbd60b9,1,
18938409,53666510,61e1a757-9c9a-4dc3-aacd-8b93e68ed4e3,1,
18941982,53674224,3addff7a-985b-4f54-b937-2af7c6d25bfe,1,
18948234,53693987,PSII-197798976-3,2,"Onderwerp: Geschil van ASIYE GOKTEKIN 2Op datum van 24/12/2019 op het contract 010623463733Uw referentie  1XEZ922                   -Onze referentie: 0619E1469201In bijlage bezorgen wij u document betreffende het schadegeval."
18960842,53697627,1132f885-c505-45af-98a9-917ac73bfe61,3,
18966198,53715383,8C3AF00189731A44837A0004AC1B2918,1,
18967802,53727554,000000000082GZ123032020041238,4,
18968727,53732457,21233f5e-43cb-4bba-b9bd-2f80892ca147,6,
18968997,53733654,eab7ae9b-8c59-41bc-9139-4238576bf1ac,6,
18972957,53751156,1EEA60019ABD1A44837A0004AC1B2918,1,
18977676,53760845,db983d16-b2d0-4c1f-8009-b42e8494474d,1,
18977679,53760851,b322b6fb-c049-4c5d-8836-2286f91885e4,1,
18990822,53789586,2ff37d85-25a5-4302-8d86-17a1e1180644,2,
18991478,53789934,PSII-198036254-1,1,"Onderwerp: Geschil van AYAZOp datum van 22/11/2019 op het contract 010623126652Uw referentie  010623126652              -Onze referentie: 0619E1348101In bijlage bezorgen wij u document betreffende het schadegeval."
18993260,53794218,cac717af-9056-4497-90ce-a7e48680a921,3,
18995679,53802350,PSII-198057482-04,3,
18997323,53807945,6b6a25f7-6da8-4154-a312-4e64d472641c,1,
18997458,53807979,c3802638-8319-4761-9162-9140176b4ea0,1,
19007829,53823033,9f931d15-d860-4b4d-ad3d-28263906d48c,1,
