bet_id,soort_vergoeding,waarde,max_periode
138401091,,0,0
138424521,,0,0
138427324,,0,0
138543766,,0,0
138596110,,0,0
138598086,,0,0
138659503,,0,0
138659706,,0,0
138659712,,0,0
138660438,,0,0
138660744,,0,0
138666408,,0,0
138675828,,0,0
138675829,,0,0
138676011,,0,0
138677079,,0,0
138677113,,0,0
138677395,,0,0
138677482,,0,0
138688443,,0,0
138688605,,0,0
138688789,,0,0
138691639,,0,0
138693073,,0,0
138693076,,0,0
138693079,,0,0
138694242,,0,0
138695538,,0,0
138696702,,0,0
138698385,,0,0
138709835,,0,0
138711314,,0,0
138711912,,0,0
138712050,,0,0
138713385,,0,0
138713442,,0,0
138714432,,0,0
138714702,,0,0
138719790,,0,0
138720101,,0,0
138721044,,0,0
138721713,,0,0
138721899,,0,0
138721944,,0,0
138722055,,0,0
138722807,,0,0
138722894,,0,0
138723117,,0,0
138724260,,0,0
138725249,,0,0
138727050,,0,0
138727881,,0,0
138728840,,0,0
138728904,,0,0
138733443,,0,0
138754368,,0,0
138754782,,0,0
138757292,,0,0
138758058,,0,0
138759447,,0,0
138759534,,0,0
138760068,,0,0
138760716,,0,0
138762969,,0,0
138763077,,0,0
138763104,,0,0
138764151,,0,0
138764153,,0,0
138764175,,0,0
138765291,,0,0
138765462,,0,0
138765501,,0,0
138766589,,0,0
138767052,,0,0
138768308,,0,0
138770516,,0,0
138773405,,0,0
138774861,,0,0
138774914,,0,0
138775839,,0,0
138775907,,0,0
138776175,,0,0
138776226,,0,0
138778137,,0,0
138780702,,0,0
138781532,,0,0
138785441,,0,0
138785562,,0,0
138786098,,0,0
138786101,,0,0
138808688,,0,0
138809237,,0,0
138809505,,0,0
138811229,,0,0
138811238,,0,0
138931794,,0,0
138932427,,0,0
138932429,,0,0
138933499,,0,0
138933502,,0,0
138935298,,0,0
138936744,,0,0
138945619,,0,0
138946299,,0,0
138947296,,0,0
138959734,,0,0
138961228,,0,0
138968635,,0,0
138968742,,0,0
138968793,,0,0
138969498,,0,0
138970371,,0,0
138974023,,0,0
138974032,,0,0
138975430,,0,0
138975788,,0,0
138977082,,0,0
138978978,,0,0
138981040,,0,0
138981699,,0,0
138982659,,0,0
138982873,,0,0
138986563,,0,0
138991627,,0,0
138992608,,0,0
138992691,,0,0
138995286,,0,0
138997404,,0,0
138999036,,0,0
138999220,,0,0
139000887,,0,0
139001946,,0,0
139002018,,0,0
139003458,,0,0
139017757,,0,0
139018422,,0,0
139019028,,0,0
139019796,,0,0
139019817,,0,0
139020516,,0,0
139021515,,0,0
139021521,,0,0
139021642,,0,0
139021684,,0,0
139021705,,0,0
139022427,,0,0
139023192,,0,0
139023936,,0,0
139026579,,0,0
139027543,,0,0
139027830,,0,0
139029229,,0,0
139030470,,0,0
139030861,,0,0
139030963,,0,0
139062540,,0,0
139063372,,0,0
139063381,,0,0
139111714,,0,0
139112998,,0,0
139115189,,0,0
139116347,,0,0
139116359,,0,0
139116776,,0,0
