ft_id,fn_id,bet_id,contract_id,schade_id,nummer,datumtijd,plaintext,dropdown
10192078,10427,139337221,,,-5078,,,
10192160,10427,139147870,,,,,,
10193722,10427,139340216,,,1622,,,
10194817,10427,126050948,,,,,,
10194872,10427,139342091,,,,,,
10194916,10427,139342138,,,,,,
10195049,10427,138981819,,,,,,
10195739,10427,139342898,,,57197,,,
10195777,10427,139342924,,,20311,,,
10196596,10427,139343279,,,,,,
10196674,10427,139343842,,,,,,
10197329,10427,139344506,,,,,,
10197629,10427,139344785,,,,,,
10198688,10427,139346123,,,,,,
10199399,10427,139345040,,,20863,,,
10199414,10427,139345042,,,,,,
10201589,10427,139325068,,,,,,
10201943,10427,139349662,,,,,,
10201979,10427,139349717,,,,,,
10203227,10427,126117901,,,,,,
10203728,10427,139349957,,,,,,
10203743,10427,139349954,,,37277,,,
10203875,10427,139346813,,,-1230,,,
10204214,10427,139351598,,,,,,
10204265,10427,139351643,,,,,,
10204586,10427,139350524,,,,,,
10204661,10427,139352261,,,,,,
10204694,10427,139352354,,,366,,,
10204711,10427,139352356,,,,,,
10205009,10427,139345067,,,27447,,,
10205024,10427,139352555,,,,,,
10205084,10427,139352651,,,,,,
10205099,10427,139352654,,,20570,,,
10205146,10427,139352710,,,,,,
10205524,10427,139354390,,,30719,,,
10205549,10427,139354460,,,10484,,,
10205563,10427,139354454,,,,,,
10205591,10427,139354469,,,,,,
10205606,10427,139354478,,,,,,
10205920,10427,139352033,,,,,,
10207241,10427,139341286,,,187399,,,
10208029,10427,137171731,,,,,,
10208419,10427,139376809,,,,,,
10209551,10427,138729921,,,,,,
10210088,10427,126577979,,,,,,
10210220,10427,139376812,,,,,,
10213535,10427,139380094,,,,,,
10213679,10427,138709835,,,,,,
10214014,10427,139380580,,,,,,
10214029,10427,139380577,,,,,,
10214050,10427,139380589,,,,,,
10214375,10427,139330430,,,,,,
10214954,10427,139381595,,,,,,
10216229,10427,138599436,,,,,,
10217243,10427,139383458,,,,,,
10217831,10427,139384328,,,,,,
10217866,10427,139384375,,,,,,
10217881,10427,139384378,,,,,,
10218244,10427,139384834,,,-1925,,,
10218446,10427,139385120,,,,,,
10219031,10427,139381097,,,,,,
10219217,10427,139386050,,,,,,
10219543,10427,139386250,,,,,,
10219624,10427,139386322,,,,,,
10219967,10427,139281001,,,,,,
10220144,10427,139387088,,,,,,
10220159,10427,139387091,,,,,,
10221241,10427,133859883,,,,,,
10221278,10427,139388189,,,,,,
10221293,10427,139388198,,,,,,
10226474,10427,139335452,,,,,,
10227278,10427,139389988,,,,,,
10227379,10427,139270204,,,,,,
10228844,10427,139391744,,,,,,
10229696,10427,139392605,,,,,,
10229723,10427,139392614,,,,,,
10229777,10427,139390741,,,,,,
10230077,10427,139345952,,,,,,
10231408,10427,139393639,,,65588,,,
10232189,10427,139381010,,,,,,
10232321,10427,139394425,,,,,,
10233437,10427,132719651,,,,,,
10233577,10427,139394545,,,55852,,,
10233746,10427,139393063,,,,,,
10234451,10427,139396301,,,,,,
10236617,10427,126221983,,,,,,
10236632,10427,131601231,,,,,,
10236896,10427,139398395,,,,,,
10237052,10427,139398518,,,,,,
10237067,10427,139398521,,,,,,
10237387,10427,139398931,,,,,,
10238251,10427,139399022,,,,,,
10238566,10427,139400254,,,,,,
10238684,10427,139400363,,,,,,
10239467,10427,136780745,,,,,,
10241641,10427,139402094,,,,,,
10242385,10427,139402780,,,,,,
10242583,10427,139402885,,,,,,
10243726,10427,139403683,,,,,,
10243754,10427,139403695,,,,,,
10243934,10427,139403891,,,,,,
10244269,10427,126004497,,,,,,
10244651,10427,139399019,,,2107,,,
10244933,10427,139404737,,,,,,
10245899,10427,139405433,,,,,,
10246444,10427,139405931,,,,,,
10247927,10427,139381121,,,-142978,,,
10248446,10427,135077231,,,,,,
10248559,10427,139407370,,,,,,
10250285,10427,139412546,,,,,,
10250318,10427,139412567,,,,,,
10251338,10427,139414339,,,,,,
10251398,10427,139414409,,,,,,
10253026,10427,129314580,,,,,,
10253218,10427,139415980,,,,,,
10253374,10427,139416178,,,,,,
10253482,10427,128875392,,,,,,
10253882,10427,129723080,,,,,,
10253899,10427,139416784,,,,,,
10254500,10427,139417421,,,,,,
10254601,10427,139417618,,,,,,
10255748,10427,139453688,,,,,,
10255804,10427,139453732,,,33712,,,
10257878,10427,139454672,,,,,,
10258013,10427,139454759,,,,,,
10258778,10427,126055473,,,,,,
10258793,10427,139455785,,,,,,
10258831,10427,139455626,,,,,,
10259921,10427,139456616,,,,,,
10260626,10427,126709869,,,,,,
10262096,10427,139417054,,,,,,
10262750,10427,139459226,,,,,,
10263651,10427,139461001,,,5848,,,
10265222,10427,136514675,,,,,,
10265803,10427,129405290,,,,,,
10266815,10427,139464128,,,,,,
10268309,10427,139465382,,,,,,
10269191,10427,139463990,,,,,,
10269599,10427,139466762,,,,,,
10270988,10427,139349696,,,-26453,,,
10272233,10427,126018024,,,,,,
10274150,10427,139472912,,,,,,
10274543,10427,139473575,,,,,,
10274633,10427,139473647,,,,,,
10274680,10427,139473715,,,,,,
10275791,10427,136559441,,,,,,
10275899,10427,139475129,,,,,,
10276781,10427,139476809,,,,,,
10276835,10427,139476887,,,15577,,,
10276850,10427,139476893,,,,,,
10277699,10427,139477820,,,,,,
10278689,10427,139478966,,,,,,
10279319,10427,139479830,,,,,,
10279334,10427,139479827,,,184749,,,
10279750,10427,139478741,,,50782,,,
10279945,10427,139480855,,,,,,
10279960,10427,139480852,,,,,,
10280720,10427,139482047,,,,,,
10281274,10427,139482955,,,,,,
10281485,10427,139306474,,,5795,,,
10281995,10427,139483619,,,287,,,
10282085,10427,126049501,,,,,,
10282640,10427,139289287,,,7988,,,
10282792,10427,139483268,,,,,,
10282853,10427,126055715,,,,,,
10283272,10427,139484986,,,53420,,,
10283516,10427,138811229,,,-3946,,,
10283531,10427,139485305,,,,,,
10283930,10427,139485563,,,,,,
10284467,10427,139310843,,,-13475,,,
10284595,10427,139486123,,,35935,,,
10284724,10427,139486201,,,,,,
10284784,10427,139019028,,,,,,
10285255,10427,139486792,,,,,,
10285429,10427,139486864,,,,,,
10285490,10427,139486922,,,,,,
10285940,10427,139487402,,,,,,
10285954,10427,139487411,,,-13714,,,
10286035,10427,139487518,,,,,,
10286096,10427,139487723,,,,,,
10286527,10427,139487987,,,,,,
10286645,10427,139310168,,,32461,,,
10286726,10427,139488365,,,,,,
10286909,10427,139468745,,,,,,
10287010,10427,139468739,,,,,,
10287098,10427,139488764,,,,,,
10287179,10427,139488934,,,,,,
10287199,10427,139488985,,,,,,
10287262,10427,139488997,,,,,,
10287299,10427,139489109,,,,,,
10287614,10427,139489427,,,,,,
10290338,10427,139490707,,,,,,
10290359,10427,139491131,,,,,,
10290452,10427,139491170,,,,,,
10291690,10427,139354487,,,,,,
10292185,10427,139492855,,,,,,
10292203,10427,139492861,,,,,,
10292218,10427,139492858,,,14177,,,
10292299,10427,139492978,,,,,,
10292468,10427,139493198,,,,,,
10292492,10427,126095219,,,,,,
10292507,10427,126004541,,,,,,
10292522,10427,128788827,,,,,,
10292878,10427,139493188,,,5223,,,
10292957,10427,139493345,,,,,,
10293094,10427,139493617,,,106490,,,
10293107,10427,139493621,,,-1414,,,
10293122,10427,139493624,,,,,,
10293136,10427,139493638,,,,,,
10293151,10427,139493635,,,15194,,,
10293176,10427,139493675,,,,,,
10293398,10427,139493800,,,,,,
10293503,10427,139493885,,,420,,,
10293518,10427,139493918,,,,,,
10293770,10427,139493797,,,80449,,,
10293887,10427,139494191,,,,,,
10293902,10427,139494194,,,,,,
10294714,10427,139494859,,,,,,
10295033,10427,139494865,,,,,,
10295186,10427,139495322,,,,,,
10296380,10427,139496102,,,,,,
10296506,10427,130185495,,,,,,
10296686,10427,129393234,,,,,,
10296905,10427,139496654,,,,,,
10297079,10427,139497452,,,,,,
10297094,10427,139497455,,,48127,,,
10297288,10427,139493176,,,,,,
10297732,10427,139498169,,,,,,
10298140,10427,139498327,,,,,,
10298207,10427,139498973,,,,,,
10298222,10427,139498982,,,,,,
10298756,10427,139499612,,,,,,
10299125,10427,139499912,,,,,,
10299152,10427,139489112,,,,,,
10299185,10427,139499888,,,6045,,,
10299200,10427,139499999,,,48803,,,
10299395,10427,139500272,,,,,,
10299412,10427,139500298,,,,,,
10299437,10427,139500304,,,,,,
10299452,10427,139499920,,,89800,,,
10299685,10427,139500706,,,,,,
10299975,10427,139501093,,,,,,
10300139,10427,139499320,,,,,,
10300504,10427,139502023,,,,,,
10300523,10427,139502081,,,,,,
10300541,10427,139502090,,,,,,
10301194,10427,139388050,,,,,,
10301222,10427,139144817,,,32077,,,
10301252,10427,139256683,,,278812,,,
10301282,10427,139312616,,,,,,
10301300,10427,139317833,,,-1157,,,
10301315,10427,139329737,,,3221847,,,
10301330,10427,139346746,,,,,,
10301345,10427,139377238,,,,,,
10301360,10427,139378591,,,,,,
10301375,10427,139383728,,,,,,
10301393,10427,139392979,,,339868,,,
10301408,10427,139406401,,,,,,
10301423,10427,139462274,,,1940186,,,
10301450,10427,139495562,,,229580,,,
10301504,10427,139338241,,,,,,
10301555,10427,139502951,,,,,,
10301816,10427,139503215,,,,,,
10302722,10427,139504505,,,,,,
10303540,10427,139505585,,,,,,
10303561,10427,139500374,,,,,,
10303648,10427,139505623,,,,,,
10304254,10427,139506277,,,,,,
10304877,10427,139507233,,,,,,
10304955,10427,139507254,,,,,,
10305198,10427,139507842,,,,,,
10305447,10427,139508202,,,,,,
10306247,10427,139508855,,,,,,
10307217,10427,139509669,,,9457,,,
10308719,10427,139509812,,,,,,
10308861,10427,139510766,,,,,,
10309320,10427,139511205,,,,,,
10309335,10427,139511208,,,,,,
10309467,10427,139511595,,,,,,
10309548,10427,139510836,,,,,,
10309632,10427,139511781,,,4934,,,
10310478,10427,139512474,,,,,,
10310673,10427,139116359,,,6781,,,
10311012,10427,139291168,,,-24694,,,
10311069,10427,139491250,,,9472,,,
10311141,10427,139492885,,,-56235,,,
10311162,10427,139476188,,,4057,,,
10311179,10427,139458569,,,,,,
10311194,10427,139307489,,,-3250,,,
10311270,10427,139485770,,,108984,,,
10311345,10427,138975788,,,1500,,,
10311408,10427,139514103,,,,,,
10311963,10427,139514784,,,,,,
10313945,10427,139027830,,,-59037,,,
10313960,10427,139342940,,,16862,,,
10313978,10427,139278470,,,69756,,,
10314104,10427,139502714,,,1334,,,
10314162,10427,139396292,,,11504,,,
10314188,10427,138722894,,,861,,,
10314281,10427,139483444,,,1546,,,
10314303,10427,139400245,,,,,,
10314351,10427,139264690,,,,,,
10314402,10427,139517034,,,,,,
10314525,10427,139517208,,,,,,
10315004,10427,139483199,,,27,,,
10315044,10427,139388131,,,11138,,,
10315070,10427,139284025,,,21832,,,
10315169,10427,139287602,,,61267,,,
10315184,10427,139291145,,,-1079,,,
10315197,10427,139319543,,,,,,
10315278,10427,138981699,,,-7120,,,
10315325,10427,139474847,,,8295,,,
10315385,10427,136886218,,,,,,
10316048,10427,139518726,,,83486,,,
10316339,10427,137975602,,,3012,,,
10316373,10427,139519062,,,,,,
10316913,10427,138711314,,,-27133,,,
10316928,10427,137013479,,,23463,,,
10316943,10427,137971833,,,-27513,,,
10316958,10427,137971840,,,-6315,,,
10316973,10427,137971836,,,22958,,,
10316987,10427,137971824,,,,,,
10317002,10427,137971827,,,4306,,,
10317135,10427,139063381,,,18355,,,
10317237,10427,139489456,,,12616,,,
10317254,10427,137983159,,,430379,,,
10317690,10427,139520511,,,,,,
10317705,10427,139520514,,,,,,
10317831,10427,139483175,,,,,,
10317855,10427,139520703,,,,,,
10318203,10427,139521183,,,,,,
10318455,10427,139521438,,,,,,
10318590,10427,139518107,,,,,,
10318730,10427,139345949,,,-41564,,,
10318758,10427,139521864,,,,,,
10319633,10427,139522320,,,3032,,,
10320069,10427,139522539,,,,,,
10320284,10427,139522709,,,,,,
10321350,10427,139523550,,,,,,
10321370,10427,139523633,,,,,,
10321716,10427,139524057,,,,,,
10322226,10427,139524648,,,,,,
10322402,10427,139524806,,,,,,
10324373,10427,138946371,,,,,,
10324650,10427,139527702,,,,,,
10324665,10427,139527705,,,,,,
10324806,10427,139527876,,,,,,
10324845,10427,139527903,,,,,,
10324863,10427,139527906,,,,,,
10325283,10427,139527900,,,18565,,,
10325439,10427,139528641,,,,,,
10325756,10427,139528883,,,,,,
10325976,10427,139529133,,,,,,
10326867,10427,139528877,,,,,,
10327179,10427,139530705,,,,,,
10327487,10427,139523490,,,,,,
10327545,10427,139531125,,,,,,
10328718,10427,139532550,,,,,,
10329150,10427,139519926,,,,,,
10329470,10427,137031077,,,,,,
10330731,10427,139535720,,,,,,
10330989,10427,139536093,,,,,,
10331117,10427,139536152,,,,,,
10331145,10427,139536159,,,,,,
10331526,10427,135074398,,,,,,
10332585,10427,139516539,,,,,,
10332876,10427,139538004,,,,,,
10333358,10427,139385177,,,,,,
10333373,10427,139386056,,,,,,
10333388,10427,139386059,,,,,,
10333407,10427,139415965,,,,,,
10333425,10427,139455406,,,,,,
10333440,10427,139459342,,,,,,
10333455,10427,139477583,,,,,,
10333470,10427,139483747,,,,,,
10333610,10427,139539269,,,,,,
10334040,10427,139539612,,,,,,
10334744,10427,129021606,,,,,,
10336737,10427,139542714,,,,,,
10336761,10427,139542717,,,1661,,,
10337720,10427,139543364,,,,,,
10337757,10427,139543379,,,,,,
10337786,10427,139543415,,,,,,
10338014,10427,139543554,,,,,,
10338237,10427,139543722,,,,,,
10338843,10427,139500380,,,,,,
10339035,10427,139515906,,,,,,
10339077,10427,139519587,,,,,,
10339104,10427,139523661,,,,,,
10339125,10427,139524531,,,,,,
10339395,10427,139526790,,,,,,
10339878,10427,139542833,,,,,,
10340070,10427,139544745,,,,,,
10340118,10427,139463222,,,,,,
10340223,10427,128874939,,,,,,
10340255,10427,139520303,,,3950,,,
10341597,10427,139546148,,,,,,
10342173,10427,139546893,,,82333,,,
10343283,10427,139547244,,,,,,
10344407,10427,139547945,,,25183,,,
10344423,10427,139547964,,,,,,
10344483,10427,137971812,,,,,,
10344498,10427,139548045,,,,,,
10344512,10427,126005269,,,,,,
10344527,10427,126005281,,,,,,
10344542,10427,139548068,,,,,,
10344557,10427,126005409,,,,,,
10344572,10427,126047574,,,,,,
10344593,10427,137847431,,,,,,
10344612,10427,126091933,,,,,,
10344627,10427,126107674,,,,,,
10344690,10427,126173308,,,,,,
10344705,10427,126195737,,,,,,
10344786,10427,139548201,,,,,,
10344903,10427,126317833,,,,,,
10344918,10427,126317836,,,,,,
10344935,10427,126317842,,,,,,
10344950,10427,126710228,,,,,,
10344965,10427,126710231,,,,,,
10344980,10427,126712886,,,,,,
10344995,10427,126713933,,,,,,
10345028,10427,126920763,,,,,,
10345043,10427,127055121,,,,,,
10345058,10427,128785253,,,,,,
10345073,10427,128827338,,,,,,
10345088,10427,129397943,,,,,,
10345124,10427,129841793,,,,,,
10345139,10427,131749242,,,,,,
10345155,10427,133002818,,,,,,
10345170,10427,133098170,,,,,,
10345185,10427,133127693,,,,,,
10345224,10427,134323084,,,,,,
10345260,10427,134574584,,,,,,
10345275,10427,134984555,,,,,,
10345308,10427,136422412,,,,,,
10345326,10427,136806736,,,,,,
10345980,10427,139547976,,,,,,
10346298,10427,137198386,,,,,,
10346313,10427,137932441,,,,,,
10346343,10427,137940461,,,,,,
10346385,10427,137977332,,,,,,
10346400,10427,137997076,,,,,,
10346415,10427,138002383,,,,,,
10346430,10427,138067663,,,,,,
10346463,10427,138319883,,,,,,
10346478,10427,138339285,,,,,,
10346508,10427,138427344,,,,,,
10346523,10427,138674752,,,,,,
10346538,10427,138695823,,,,,,
10346553,10427,138696717,,,,,,
10346568,10427,138697054,,,,,,
10346583,10427,138697963,,,,,,
10346598,10427,138714309,,,,,,
10346625,10427,138725076,,,,,,
10346640,10427,138730160,,,,,,
10346679,10427,138812184,,,,,,
10346709,10427,138964551,,,,,,
10346724,10427,138981514,,,,,,
10346739,10427,138995484,,,,,,
10346754,10427,138998640,,,,,,
10346835,10427,139549626,,,,,,
10346856,10427,139549683,,,,,,
10346871,10427,139549686,,,,,,
10346886,10427,139549698,,,,,,
10346976,10427,139029448,,,,,,
10346991,10427,139029451,,,,,,
10347006,10427,139030005,,,,,,
10347021,10427,139031190,,,,,,
10347036,10427,139031193,,,,,,
10347051,10427,139051926,,,,,,
10347066,10427,139051929,,,,,,
10347081,10427,139062843,,,,,,
10347096,10427,139063776,,,,,,
10347113,10427,139105593,,,,,,
10347128,10427,139108869,,,,,,
10347158,10427,139113307,,,,,,
10347173,10427,139114310,,,,,,
10347188,10427,139114874,,,,,,
10347203,10427,139116713,,,,,,
10347218,10427,139118852,,,,,,
10347233,10427,139119155,,,,,,
10347248,10427,139142494,,,,,,
10347263,10427,139142497,,,,,,
10347293,10427,139145585,,,,,,
10347308,10427,139145861,,,,,,
10347323,10427,139146929,,,,,,
10347338,10427,139148321,,,,,,
10347353,10427,139149353,,,,,,
10347374,10427,139150195,,,,,,
10347389,10427,139150406,,,,,,
10347404,10427,139150901,,,,,,
10347419,10427,139152347,,,,,,
10347449,10427,139153600,,,,,,
10347464,10427,139153745,,,,,,
10347485,10427,139158257,,,,,,
10347500,10427,139158293,,,,,,
10347515,10427,139159547,,,,,,
10347530,10427,139159550,,,,,,
10347587,10427,139159553,,,68832,,,
10347602,10427,139159562,,,,,,
10347617,10427,139206065,,,,,,
10347635,10427,139206905,,,,,,
10347650,10427,139209056,,,,,,
10347665,10427,139209140,,,,,,
10347680,10427,139209143,,,,,,
10347695,10427,139209440,,,,,,
10347710,10427,139254623,,,,,,
10347725,10427,139254629,,,,,,
10347740,10427,139254650,,,,,,
10347755,10427,139255426,,,,,,
10347770,10427,139256893,,,,,,
10347785,10427,139257044,,,,,,
10347800,10427,139260830,,,,,,
10347815,10427,139266575,,,,,,
10347891,10427,139267298,,,,,,
10347906,10427,139267301,,,,,,
10347921,10427,139268381,,,,,,
10347936,10427,139268384,,,,,,
10347951,10427,139268524,,,,,,
10347966,10427,139269767,,,,,,
10347981,10427,139277387,,,,,,
10347996,10427,139277483,,,,,,
10348011,10427,139280659,,,,,,
10348026,10427,139282463,,,,,,
10348041,10427,139287338,,,,,,
10348056,10427,139288319,,,,,,
10348071,10427,139289320,,,,,,
10348086,10427,139291484,,,,,,
10348101,10427,139293500,,,,,,
10348116,10427,139293542,,,,,,
10348131,10427,139294357,,,,,,
10348146,10427,139294417,,,,,,
10348161,10427,139296146,,,,,,
10348176,10427,139298300,,,,,,
10348191,10427,139300268,,,,,,
10348206,10427,139300421,,,,,,
10348221,10427,139301060,,,,,,
10348236,10427,139301218,,,,,,
10348251,10427,139301240,,,,,,
10348266,10427,139302713,,,,,,
10348281,10427,139303486,,,,,,
10348296,10427,139303943,,,,,,
10348311,10427,139303946,,,,,,
10348326,10427,139317827,,,,,,
10348341,10427,139317830,,,,,,
10348356,10427,139317877,,,,,,
10348371,10427,139318805,,,,,,
10348386,10427,139319111,,,,,,
10348401,10427,139319723,,,,,,
10348416,10427,139319726,,,,,,
10348431,10427,139323491,,,,,,
10348446,10427,139323494,,,,,,
10348461,10427,139325168,,,,,,
10348476,10427,139303949,,,,,,
10348491,10427,139307279,,,,,,
10348506,10427,139307614,,,,,,
10348521,10427,139310339,,,,,,
10348536,10427,139311884,,,,,,
10348551,10427,139311893,,,,,,
10348566,10427,139311961,,,,,,
10348581,10427,139311964,,,,,,
10348596,10427,139312613,,,,,,
10348611,10427,139313666,,,,,,
10348626,10427,139327313,,,,,,
10348641,10427,139327316,,,,,,
10348656,10427,139327922,,,,,,
10348671,10427,139328153,,,,,,
10348686,10427,134559718,,,,,,
10348701,10427,139516485,,,,,,
10348758,10427,137244386,,,,,,
10348851,10427,133000802,,,,,,
10348866,10427,133162023,,,,,,
10348881,10427,138597327,,,,,,
10348902,10427,133544547,,,,,,
10348929,10427,133999401,,,,,,
10348950,10427,137155061,,,,,,
10348965,10427,134315662,,,,,,
10348980,10427,134315665,,,,,,
10349006,10427,139345681,,,,,,
10349021,10427,137244416,,,,,,
10349036,10427,132600446,,,,,,
10349055,10427,139550058,,,,,,
10349069,10427,132874910,,,,,,
10349084,10427,132995400,,,,,,
10349114,10427,132842363,,,,,,
10349129,10427,132847197,,,,,,
10349142,10427,132891524,,,,,,
10349157,10427,133161902,,,,,,
10349174,10427,131757719,,,,,,
10349189,10427,133512878,,,,,,
10349204,10427,131848448,,,,,,
10349219,10427,132399648,,,,,,
10349234,10427,132399729,,,,,,
10349279,10427,132400931,,,,,,
10349294,10427,132400934,,,,,,
10349309,10427,136866658,,,,,,
10349324,10427,132023688,,,,,,
10349339,10427,132082866,,,,,,
10349354,10427,132363290,,,,,,
10349394,10427,130050221,,,,,,
10349418,10427,130259354,,,,,,
10349433,10427,130380084,,,,,,
10349448,10427,130710873,,,,,,
10349463,10427,131415626,,,,,,
10349538,10427,139550220,,,,,,
10349702,10427,130050197,,,,,,
10349717,10427,130050194,,,,,,
10349741,10427,129391853,,,,,,
10349756,10427,129353141,,,,,,
10349771,10427,129256019,,,,,,
10349786,10427,129214587,,,,,,
10349801,10427,129214584,,,,,,
10349816,10427,129214239,,,,,,
10349831,10427,129022824,,,,,,
10349882,10427,127106085,,,,,,
10349897,10427,137014688,,,,,,
10349912,10427,128774766,,,,,,
10349945,10427,128809188,,,,,,
10349966,10427,128875395,,,,,,
10349981,10427,128821553,,,,,,
10349996,10427,128826218,,,,,,
10350011,10427,128826230,,,,,,
10350026,10427,133545920,,,,,,
10350041,10427,128873324,,,,,,
10350057,10427,128986395,,,,,,
10350072,10427,137171770,,,,,,
10350087,10427,137171773,,,,,,
10350102,10427,126704967,,,,,,
10350117,10427,126705762,,,,,,
10350132,10427,126713289,,,,,,
10350147,10427,126717510,,,,,,
10350162,10427,126717675,,,,,,
10350177,10427,126717678,,,,,,
10350192,10427,126717684,,,,,,
10350207,10427,137245034,,,,,,
10350222,10427,137245031,,,,,,
10350237,10427,127043712,,,,,,
10350252,10427,127044486,,,,,,
10350267,10427,127057413,,,,,,
10350282,10427,127057416,,,,,,
10350366,10427,129238196,,,,,,
10350396,10427,136781432,,,,,,
10350414,10427,126304712,,,,,,
10350462,10427,126330022,,,,,,
10350477,10427,126405406,,,,,,
10350492,10427,126408211,,,,,,
10350519,10427,126614947,,,,,,
10350534,10427,126705342,,,,,,
10350665,10427,139550837,,,,,,
10350720,10427,139516685,,,,,,
10350735,10427,126130163,,,,,,
10350750,10427,126131686,,,,,,
10350765,10427,126131683,,,,,,
10350780,10427,126131680,,,,,,
10350795,10427,126131632,,,,,,
10350810,10427,126131627,,,,,,
10350825,10427,126131587,,,,,,
10350840,10427,126131011,,,,,,
10350855,10427,126196606,,,,,,
10350870,10427,126196603,,,,,,
10350885,10427,126196420,,,,,,
10350900,10427,126194569,,,,,,
10350915,10427,126176305,,,,,,
10351380,10427,139546896,,,,,,
10351394,10427,137275870,,,,,,
10351409,10427,126128437,,,,,,
10351424,10427,126129506,,,,,,
10351439,10427,138693079,,,,,,
10351454,10427,126129688,,,,,,
10351469,10427,126117922,,,,,,
10351484,10427,126122078,,,,,,
10351499,10427,137014145,,,,,,
10351514,10427,126128392,,,,,,
10351529,10427,126128419,,,,,,
10351544,10427,126128440,,,,,,
10351557,10427,126117985,,,,,,
10351572,10427,126194605,,,,,,
10351587,10427,126118054,,,,,,
10351602,10427,126118147,,,,,,
10351617,10427,126118747,,,,,,
10351632,10427,126119585,,,,,,
10351647,10427,126121381,,,,,,
10351667,10427,126113979,,,,,,
10351682,10427,126111125,,,,,,
10351697,10427,126112621,,,,,,
10351712,10427,126112655,,,,,,
10351727,10427,126112673,,,,,,
10351742,10427,126107197,,,,,,
10351755,10427,126107347,,,,,,
10351770,10427,126107381,,,,,,
10351785,10427,126107570,,,,,,
10351800,10427,126107574,,,,,,
10351815,10427,126110926,,,,,,
10351830,10427,126110985,,,,,,
10351845,10427,126111083,,,,,,
10351871,10427,126096213,,,,,,
10351886,10427,126092987,,,,,,
10351901,10427,126094613,,,,,,
10351916,10427,126183947,,,,,,
10351931,10427,126094946,,,,,,
10351946,10427,126094981,,,,,,
10351961,10427,126096215,,,,,,
10351976,10427,126107099,,,,,,
10351991,10427,126097450,,,,,,
10352006,10427,126097434,,,,,,
10352021,10427,126092986,,,,,,
10352036,10427,126091938,,,,,,
10352051,10427,126091934,,,,,,
10352064,10427,126091831,,,,,,
10352079,10427,126091655,,,,,,
10352094,10427,126090849,,,,,,
10352109,10427,126090847,,,,,,
10352124,10427,126090463,,,,,,
10352145,10427,126088474,,,,,,
10352160,10427,126088937,,,,,,
10352178,10427,126089446,,,,,,
10352193,10427,126071546,,,,,,
10352208,10427,126071566,,,,,,
10352223,10427,126072493,,,,,,
10352238,10427,126088370,,,,,,
10352253,10427,126054562,,,,,,
10352268,10427,126054853,,,,,,
10352283,10427,126054962,,,,,,
10352298,10427,126054966,,,,,,
10352313,10427,126055046,,,,,,
10352328,10427,126055151,,,,,,
10352352,10427,126065370,,,,,,
10352403,10427,137245819,,,,,,
10352418,10427,137245822,,,,,,
10352433,10427,126052681,,,,,,
10352448,10427,126052731,,,,,,
10352463,10427,126052735,,,,,,
10352478,10427,126044929,,,,,,
10352493,10427,126016324,,,,,,
10352508,10427,126016328,,,,,,
10352526,10427,127070156,,,,,,
10352541,10427,139483780,,,,,,
10352556,10427,139516634,,,,,,
10352571,10427,137151233,,,,,,
10352630,10427,126004641,,,,,,
10352646,10427,126006182,,,,,,
10352661,10427,132353040,,,,,,
10352676,10427,126119510,,,,,,
10352691,10427,136273048,,,,,,
10352706,10427,126128449,,,,,,
10352777,10427,126119920,,,,,,
10352792,10427,126119923,,,,,,
10352807,10427,126132458,,,,,,
10352822,10427,126060315,,,,,,
10352853,10427,126005473,,,,,,
10352868,10427,139540083,,,23301,,,
10352883,10427,126129923,,,,,,
10352898,10427,126133825,,,,,,
10352913,10427,126120508,,,,,,
10352928,10427,126132320,,,,,,
10352943,10427,137012905,,,,,,
10352961,10427,126129580,,,,,,
10352976,10427,126118357,,,,,,
10352991,10427,137031745,,,,,,
10353006,10427,126129911,,,,,,
10353021,10427,137244781,,,,,,
10353036,10427,137244784,,,,,,
10353051,10427,126119917,,,,,,
10353066,10427,126129941,,,,,,
10353081,10427,126132619,,,,,,
10353096,10427,126120443,,,,,,
10353111,10427,126118337,,,,,,
10353126,10427,136904006,,,,,,
10353162,10427,126118288,,,,,,
10353177,10427,126131162,,,,,,
10353192,10427,126131467,,,,,,
10353207,10427,126119902,,,,,,
10353222,10427,126119905,,,,,,
10353237,10427,126424828,,,,,,
10353252,10427,126133831,,,,,,
10353267,10427,137245994,,,,,,
10353282,10427,126128152,,,,,,
10353297,10427,126004837,,,,,,
10353312,10427,126131557,,,,,,
10353327,10427,126131566,,,,,,
10353342,10427,126131569,,,,,,
10353357,10427,126131575,,,,,,
10353372,10427,126119863,,,,,,
10353387,10427,126130114,,,,,,
10353402,10427,126131110,,,,,,
10353575,10427,139522339,,,,,,
10353590,10427,126004909,,,,,,
10353603,10427,139511426,,,,,,
10353618,10427,139515543,,,,,,
10353633,10427,139503134,,,,,,
10353648,10427,139503283,,,,,,
10353663,10427,139504516,,,,,,
10353678,10427,139509063,,,,,,
10353693,10427,139551486,,,-12785,,,
10353729,10427,139499692,,,,,,
10353744,10427,139489810,,,125720534,,,
10353759,10427,139493179,,,,,,
10353798,10427,139513851,,,,,,
10353813,10427,139516473,,,,,,
10353828,10427,139475443,,,,,,
10353843,10427,139476191,,,,,,
10353858,10427,139476812,,,,,,
10353873,10427,139477811,,,,,,
10353930,10427,139453753,,,,,,
10353945,10427,139394548,,,,,,
10353960,10427,139400260,,,,,,
10353978,10427,139384187,,,,,,
10353993,10427,139385077,,,,,,
