ft_id,fn_id,bet_id,contract_id,schade_id,nummer,datumtijd,plaintext,dropdown
9702616,10424,126047595,,,2019,,,
9702628,10424,126005865,,,2024,,,
9702646,10424,126195734,,,2020,,,
9702658,10424,137014427,,,2023,,,
9702670,10424,126005581,,,2017,,,
9702682,10424,137737726,,,,,,
9702703,10424,132842417,,,2022,,,
9702718,10424,137016946,,,2024,,,
9702745,10424,137014546,,,2023,,,
9702760,10424,126005789,,,2024,,,
9702784,10424,137014678,,,2024,,,
9702808,10424,128680560,,,,,,
9702820,10424,137014691,,,,,,
9702907,10424,137014706,,,2022,,,
9702964,10424,130050173,,,2024,,,
9702994,10424,126128266,,,2024,,,
9703006,10424,137014759,,,2024,,,
9703027,10424,126128224,,,2023,,,
9703045,10424,137017064,,,2024,,,
9703055,10424,129385377,,,2017,,,
9703067,10424,126004697,,,2024,,,
9703091,10424,126004833,,,2023,,,
9703103,10424,137014954,,,2024,,,
9703115,10424,127048284,,,2019,,,
9703127,10424,137738186,,,,,,
9703147,10424,137015266,,,2024,,,
9703183,10424,137015344,,,2023,,,
9703201,10424,137015362,,,2023,,,
9703241,10424,134900006,,,2024,,,
9703253,10424,126004613,,,2018,,,
9703289,10424,126005509,,,2024,,,
9703300,10424,132359423,,,,,,
9703312,10424,137016469,,,2023,,,
9703327,10424,126421039,,,,,,
9703348,10424,137015701,,,2024,,,
9703372,10424,126128389,,,2023,,,
9703384,10424,126128428,,,2024,,,
9703796,10424,137370329,,,,,,
9704354,10424,137772674,,,,,,
9704458,10424,137773480,,,,,,
9706546,10424,136671944,,,,,,
9706849,10424,133643964,,,2024,,,
9706867,10424,137015510,,,2024,,,
9706879,10424,137015443,,,2022,,,
9706891,10424,126194833,,,2024,,,
9706903,10424,126128416,,,2023,,,
9706918,10424,128903940,,,2025,,,
9706930,10424,137015422,,,2024,,,
9706951,10424,126047550,,,2024,,,
9706975,10424,125926506,,,2024,,,
9707014,10424,134042028,,,2022,,,
9707029,10424,126090466,,,,,,
9707041,10424,126049318,,,,,,
9707068,10424,133734044,,,2024,,,
9707086,10424,126131035,,,2024,,,
