schadecontract_id,schade_id,contract_id,risico_id,blockretours_id,contract_bijvoegsel_id
13601312,113742014,38867441,,,
13601423,113742125,36949987,,66797943,
13601545,113742265,39357523,,,
13601684,113742401,33685485,,,
13602377,113743238,39241715,,,
13603738,113744929,39315008,,74371051,
13603934,113745191,35998974,,,
13603942,113745199,39168965,,,
13604341,113745616,38562967,,71921509,
13604638,113745904,39266315,,,
13605443,113746844,39223627,,,
13605938,113747447,36909635,,70378561,
13606330,113747809,38248199,,,
13606373,113747855,38248199,,,
13606967,113747900,38248199,,73531740,
13606423,113747905,38561169,,,
13607171,113748665,38303784,,,
13608380,113749982,33685113,,,
13608502,113750122,39308543,,74174032,
13608929,113750522,38572435,,,
13646667,113750522,35929233,,74395737,
13608955,113750551,39106622,,,
13609492,113751115,38204410,,,
13610107,113751766,36872788,,,
13610723,113752529,33901792,,,
13610900,113752730,39239078,,,
13611050,113752889,38285544,,,
13612109,113754152,36871225,,,
13612324,113754397,39393386,,,
13612487,113754566,38569294,,,
13612820,113754941,38586327,,,
13613993,113756240,39111188,,,
13614133,113756401,38175277,,,
13614143,113756408,37409811,,,
13614277,113756536,39294937,,,
13614532,113756824,38562967,,,
13615082,113757410,33724828,,,
13615351,113757697,39223627,,74085367,
13616209,113758603,38316248,,,
13616285,113758664,39106622,,,
13616363,113758736,36150538,,,
13616623,113758999,37056295,,72952317,
13616648,113759027,33686481,,,
13617028,113759443,39370550,,,
13617211,113759638,33901792,,,
13618019,113760500,38257406,,,
13618421,113760947,39243842,,,
13618439,113760974,36909635,,,
13618694,113761244,36194609,,,
13618726,113761273,33686437,,,
13618738,113761288,36884857,,,
13619663,113762285,39266315,,,
13619990,113762636,36897229,,,
13620274,113762905,38164200,,,
13620815,113763473,37186092,,71640518,
13621021,113763670,34595517,,,
13621187,113763842,39416446,,,
13621534,113764186,35480538,,,
13622113,113764807,37186209,,,
13622567,113765306,35480538,,,
13623958,113766961,33770554,,71381974,
13624268,113767250,33686489,,,
13624418,113767421,38300189,,,
13625690,113768816,38669418,,71884930,
13625978,113769125,36177699,,,
13626001,113769154,33686497,,,
13626656,113769917,38213332,,,
13627538,113770871,39126041,,,
13627558,113770894,36870946,,,
13627696,113771023,39239078,,,
13628672,113771852,39125864,,,
13628750,113771939,33684889,,,
13628807,113771984,39281590,,,
13629516,113772610,35955195,,,
13629724,113772812,39239078,,,
13631049,113774208,39095387,,,
13631340,113774523,39095387,,,
13631580,113774763,39437450,,,
13632432,113775639,38276115,,,
13632936,113776143,39281771,,,
13634145,113777373,38562967,,,
13634348,113777588,36942838,,,
13634379,113777619,36737566,,,
13634883,113778171,38285544,,,
13634946,113778234,33686481,,,
13635396,113778702,39028381,,,
13635573,113778867,39190153,,,
13635788,113779079,38295735,,,
13635993,113779269,38287116,,,
13636113,113779392,38257406,,,
13636124,113779403,38257406,,,
13637388,113780721,39129455,,,
13637592,113780928,39155008,,,
13638059,113781410,38624392,,74858181,
13638348,113781705,33685113,,,
13638368,113781722,39277181,,,
13638911,113782277,35971743,,,
13640736,113784081,39126041,,73021926,
13640765,113784110,39058795,,,
13640799,113784147,39139526,,,
13641968,113785394,36960242,,,
13642680,113786091,35982320,,,
13643100,113786535,36897685,,,
13643643,113787075,39055003,,,
13644500,113787989,38324151,,,
13644582,113788077,39259592,,,
13645533,113789067,39462777,,,
13646475,113789988,39379817,,,
13647773,113791325,38044401,,,
13647845,113791400,39277181,,,
13647951,113791527,35962146,,,
13647966,113791542,39102215,,,
13648749,113792370,39455852,,,
13649489,113793089,38936042,,,
13649664,113793255,39026914,,,
13649748,113793348,38569428,,,
13650000,113793612,39483519,,,
13650324,113793957,39202973,,,
13650603,113794227,33685909,,,
13650750,113794380,33685905,,,
13650897,113794524,39465402,,,
13651731,113795370,33829841,,,
13652348,113796002,34184237,,,
13652766,113796423,39168965,,,
13652810,113796467,39133640,,,
13653107,113796770,36872192,,,
13653573,113797227,34188163,,,
13653579,113797230,36705586,,,
13653687,113797347,37827294,,69304516,
13653803,113797472,36694937,,,
13653858,113797533,38200501,,,
13653888,113797563,38275934,,,
13653935,113797613,39417278,,,
13654122,113797797,39294937,,,
13654934,113798600,38234973,,,
13655555,113799260,37186092,,,
13656377,113800109,39437450,,,
13656585,113800314,37011762,,,
13656867,113800590,33846187,,,
13657191,113800929,38562967,,,
13657416,113801154,39286618,,,
13657548,113801283,39208732,,,
13657994,113801702,36904552,,,
13658067,113801778,38276145,,,
13659753,113801778,35964198,,59510989,
13669154,113801778,39147968,,75659464,
13658712,113802495,39460218,,,
13659242,113803037,37018336,,67708147,
13660008,113803833,38281401,,,
13660344,113804178,39509685,,,
13660425,113804256,38319203,,,
13660808,113804657,39242386,,,
13660934,113804777,37059081,,,
13661106,113804937,39085487,,,
13661184,113805030,39416459,,,
13661607,113805408,36904552,,,
13662039,113805882,36004869,,,
13662219,113806077,37287987,,,
13662414,113806269,39109318,,,
13662492,113806353,37159473,,,
13662614,113806508,33686285,,,
13662663,113806557,34152341,,,
13662927,113806833,39199654,,,
13663257,113807169,39353623,,,
13663637,113807552,36697016,,,
13664004,113807928,39154717,,,
13664057,113807990,36697016,,,
13664780,113808725,36069608,,,
13664970,113808771,39460218,,75202931,
13664973,113808921,39419791,,,
13665513,113809512,39416465,,,
13665515,113809514,39113530,,,
13666440,113810493,39281590,,,
13666955,113811047,39190739,,,
13667180,113811269,33686161,,52215164,
13667186,113811275,36913736,,75177617,
13667519,113811626,39249335,,,
13667981,113812085,35982320,,,
13668623,113812781,39251233,,,
13668729,113812875,39052061,,75656708,
13669143,113813304,39460218,,,
13669167,113813322,36846823,,,
13671096,113813322,38200501,,69910388,
13669577,113813687,36737551,,,
13669824,113813916,39509685,,,
13670916,113815074,33686497,,,
13671246,113815407,39293326,,,
13671354,113815521,36069608,,,
13671543,113815722,35480531,,,
13671911,113816084,33684965,,,
13672221,113816403,37159473,,,
13672826,113817029,39267269,,,
13673301,113817543,38248199,,,
13673460,113817708,33688356,,,
13673504,113817749,33952636,,,
13673538,113817780,38625699,,75128566,
13673676,113817927,36081903,,,
13673904,113818155,36756501,,,
13674555,113818869,39499385,,,
13674759,113819079,35844804,,,
13675077,113819418,39280249,,,
13676531,113820950,35616954,,,
13823859,113820996,39242386,,74446797,
13677302,113821769,38282673,,70129195,
13677864,113822331,39533046,,,
13678604,113823077,33947576,,,
13678869,113823360,34575681,,,
13679669,113824196,36737557,,,
13679946,113824494,38932448,,,
13680045,113824596,36694937,,,
13680947,113825495,36737551,,,
13681092,113825649,37186746,,,
13681193,113825741,34587450,,55295446,
13681569,113826150,38276115,,,
13681635,113826228,39095387,,,
13682381,113826953,39504048,,,
13683615,113827593,39190739,,,
13682985,113827599,37186746,,71640509,
13684170,113828817,38213658,,,
13759068,113828817,33829841,,75640238,
13684190,113828831,39416452,,,
13684311,113828970,39444524,,,
13684413,113829069,39291256,,74286891,
13684647,113829327,34026145,,,
13685301,113830023,39415649,,74678110,
13799016,113830023,37055109,,71625871,
13685304,113830026,39311938,,,
13685478,113830176,36694937,,,
13685928,113830608,39415592,,,
13686297,113830998,39132296,,,
13686540,113831226,39298292,,74422765,
13687085,113831393,39298292,,,
13687560,113831559,39555977,,,
13687821,113831733,39509685,,,
13688424,113832234,37061164,,,
13688586,113832351,39566513,,,
13688924,113832638,39370550,,,
13688928,113832642,37061164,,,
13689957,113833245,39571868,,,
13723382,113867372,37037019,,,
13724241,113867496,36150538,,72017466,
13724168,113868158,39382427,,,
13724235,113868231,35929233,,74395737,
13724342,113868332,39308522,,,
13724489,113868476,33829841,,,
13740936,113885289,39176299,,,
14192236,113885490,37037019,,,
13741811,113886095,39459420,,,
13742280,113886477,36086735,,,
13759628,113904200,39465402,,,
13759779,113904360,39444524,,,
13760427,113904999,39278210,,,
13778097,113905071,39176299,,73326454,
13777610,113922584,36897229,,,
13777678,113922656,39281411,,,
13794546,113939940,36884857,,,
13795161,113940633,34180558,,62537248,
13795602,113941140,37017400,,70431418,
13795852,113941441,39351616,,,
13795914,113941527,36737557,,,
13796181,113941767,39465402,,75774560,
13796202,113941785,38300189,,,
13796395,113941987,33684833,,73437972,
13797165,113942781,37019718,,,
13797819,113943486,39190739,,,
13797969,113943633,39778374,,,
13798090,113943760,39489222,,,
13798486,113944192,38871557,,,
13798723,113944447,38723196,,74894416,
13798783,113944495,39533046,,,
13799943,113945481,36728379,,,
13800156,113945694,36190592,,,
13800177,113945712,36153749,,,
13800276,113945763,39736671,,,
13800282,113945820,39392549,,,
13800285,113945823,38255240,,69993499,
13800288,113945826,37040553,,68674940,
13800843,113946381,39266315,,,
13800879,113946423,37046569,,,
13801062,113946597,37002831,,75809695,
13802226,113947824,39448570,,,
13802311,113947912,39472323,,,
13802817,113948472,36984889,,,
13802902,113948569,39516633,,,
13809244,113949057,39271793,,,
13803294,113949066,39271805,,,
13803379,113949157,38248167,,,
13804131,113949945,36847622,,,
13805397,113951235,39620564,,,
13805988,113951859,39620334,,,
13806018,113951889,36973759,,,
13806985,113952085,39620564,,76383455,
13806435,113952330,38794866,,,
13806942,113952873,38794866,,,
13807224,113953164,39250526,,,
13807278,113953227,33685749,,,
13807287,113953236,33797760,,,
13807324,113953279,36705586,,,
13807533,113953512,39146255,,73348446,
13807570,113953549,39524565,,,
13808869,113954650,39417350,,,
13809130,113954923,33829841,,,
13809381,113955177,36506484,,,
13809429,113955222,36511922,,69605746,
13809474,113955261,33686497,,,
13809849,113955651,39390646,,,
13809933,113955729,38044395,,,
13810101,113955903,33686169,,,
13811470,113957272,38889365,,,
13812138,113957940,39533535,,,
13812568,113958385,37159473,,,
13812786,113958621,39254525,,,
13812787,113958622,38324151,,75433727,
13812795,113958627,37046569,,74900268,
13813278,113959110,36069417,,,
13813653,113959506,39533535,,,
13813759,113959609,33829844,,,
13814503,113960323,39854659,,,
13817242,113963197,39173782,,,
13818378,113964279,39392549,,,
13818756,113964660,37186746,,,
13818972,113964903,37015449,,,
13819149,113965086,39229181,,,
13819212,113965152,37191811,,,
13819641,113965593,38204410,,75141959,
13819893,113965863,39256237,,73798731,
13819965,113965935,,,,
14216108,113965935,39377696,,77603893,
13821138,113967072,36196745,,,
13821828,113967798,39097852,,,
13821969,113967939,38578836,,71044571,
13822551,113968536,39462777,,,
13822554,113968539,33686517,,73341303,
13822857,113968839,39917451,,77023132,
13823434,113969449,39111188,,,
13824291,113970312,36704755,,,
13824306,113970327,39113530,,,
13824324,113970342,39242386,,74446797,
13824732,113970792,36065360,,,
13824840,113970912,39619059,,,
13825776,113971896,39437450,,,
13826148,113972265,39259585,,,
13826385,113972523,39518477,,,
13826559,113972700,39533046,,,
13826562,113972703,33849002,,74130271,
13826844,113972838,39872367,,,
13827441,113973618,39815558,,76431537,
13828045,113974348,39619059,,,
13828057,113974360,36885710,,,
13828095,113974395,39483519,,,
13828579,113974891,39118187,,72894379,
13830405,113976747,33724828,,,
13830693,113977044,39566513,,,
13831450,113977783,39239078,,,
13831563,113977920,39590745,,,
13831695,113977926,39190739,,,
13831648,113978032,39412700,,,
13832355,113978751,39503640,,76901803,
13832989,113979430,39613314,,,
13833099,113979528,36879734,,65833977,
13833439,113979895,39893070,,,
13833495,113979957,39395969,,76088309,
13833955,113980363,39963883,,,
13834125,113980521,39964290,,,
13834140,113980527,39118187,,,
13834356,113980761,39939969,,,
13834690,113981119,39357802,,,
13834713,113981145,39416449,,74864494,
13834872,113981295,39416453,,74701573,
13834966,113981386,36100373,,,
13834980,113981400,39314504,,74689618,
13835793,113982255,39939969,,77190572,
13836453,113982948,36153749,,,
13836802,113983309,38282673,,,
13836889,113983396,39935391,,,
13837029,113983536,36525003,,,
13837335,113983857,39915903,,76964341,
13837491,113984043,39934261,,,
13838055,113984403,36846823,,,
13838568,113984748,39412700,,74876542,
13838577,113984757,38282673,,,
13838716,113984911,39966817,,,
13839024,113985231,39561024,,,
13839804,113986086,39918651,,,
13839814,113986096,39912744,,,
13839906,113986176,39416452,,,
13839928,113986204,33849002,,74130271,
13840138,113986420,39202973,,,
13840477,113986804,39872739,,,
13840485,113986812,36737572,,,
13841514,113987820,39286618,,,
13841964,113988135,39916680,,,
13842003,113988150,39173782,,73304826,
13842351,113988297,38282673,,70129195,
13842462,113988405,39036740,,,
13842523,113988478,39377753,,,
13843296,113989215,39928002,,,
13843935,113989701,39986967,,,
13844079,113989833,38275934,,,
13844097,113989854,,,76804256,
14169330,113989854,39377696,,77603893,
13844148,113989905,39955407,,,
13844371,113990149,39173782,,73304826,
13845111,113990961,39865146,,,
13845249,113991105,34587852,,,
13846002,113991105,33686517,,73341303,
13845529,113991379,37827285,,,
13845609,113991474,39887644,,,
13845901,113991793,38672566,,,
13845996,113991888,39946038,,77394067,
13955395,114107488,39445714,,,
13955808,114107943,36190592,,,
13956024,114108165,37007340,,,
13956822,114108816,39491726,,,
13956978,114108966,36466046,,,
14070645,114223959,39480527,,,
14070868,114224182,39415649,,74678110,
14070912,114224223,39512658,,,
14147290,114301447,38889365,,,
14162676,114317124,39314504,,74689618,
14162679,114317127,39859906,,,
14163888,114333027,39201242,,,
14164467,114333609,39595424,,,
14164990,114348760,39462777,,,
14165019,114348789,39991068,,,
14165455,114349261,39444524,,,
14165662,114349474,39595424,,,
14165751,114349572,39991068,,,
14165967,114349764,39976770,,,
14241698,114349977,41172500,,,
14166228,114350058,39916680,,,
14166540,114350361,37011768,,76283747,
14167404,114352908,37046569,,,
14167429,114352933,37056295,,,
14167867,114353368,39086687,,74942803,
14167945,114353449,39986610,,,
14168397,114353898,39032540,,,
14168628,114354111,36737557,,,
14168988,114354396,33686173,,,
14168989,114354397,39146255,,,
14171245,114354567,39595424,,77992657,
14169699,114355140,39916680,,,
14169712,114355153,39155008,,,
14169894,114355326,39280249,,,
14170108,114355549,39095387,,,
14170207,114355654,39281590,,,
14170360,114355801,40947189,,,
14170416,114355869,34588157,,73638568,
14170672,114356140,40944439,,,
14170744,114356206,39986610,,,
14171010,114356466,39946038,,77394067,
14172646,114358087,39555990,,,
14172751,114358180,39530439,,,
14173116,114358557,36157973,,,
14173839,114359286,39278210,,,
14174001,114359451,39736638,,,
14255353,114359628,41172500,,,
14174529,114359952,39928002,,,
14174850,114360315,38583501,,,
14175057,114360531,38617836,,,
14175103,114360577,40927432,,,
14175906,114361404,39314504,,,
14176206,114361725,39280249,,,
14295627,114361725,41172500,,,
14176419,114362613,39202973,,,
14176440,114362638,39259585,,,
14176465,114362661,39161063,,,
14176654,114362848,39777467,,,
14176690,114362888,36737572,,,
14176716,114362892,39489222,,,
14176714,114362920,39479106,,,
14176796,114362998,38652258,,77714011,
14177187,114363423,39085399,,,
14177429,114363698,37011768,,76283747,
14177492,114363761,39456897,,,
14177499,114363768,39915420,,,
14177574,114363867,39207238,,,
14177732,114364037,37186746,,,
14177868,114364185,39955407,,,
14179056,114365367,39249335,,,
14179077,114365388,39293326,,,
14179080,114365391,36737566,,71639456,
14179290,114365616,33685749,,,
14179397,114365732,39455852,,,
14179827,114366186,35979177,,74873691,
14180018,114366398,33685485,,70275433,
14180021,114366401,40951386,,,
14180250,114366630,39883839,,77593094,
14180717,114367097,39193705,,,
14181569,114367979,39465402,,,
14181822,114368247,39033773,,,
14181852,114368280,39910491,,,
14182095,114368514,37015449,,77194804,
14182185,114368598,38282036,,,
14183265,114369696,36506484,,,
14183397,114369840,38606827,,,
14183480,114369923,35929233,,,
14183795,114370244,39736638,,,
14183916,114370350,39416456,,74701512,
14184102,114370581,38936042,,,
14184180,114370665,39936999,,,
14184464,114370967,39493352,,,
14184506,114371012,36462368,,,
14184513,114371019,39048587,,76341227,
14184867,114371394,36074426,,,
14185276,114371824,40815432,,,
14185389,114371937,37047282,,,
14185391,114371939,39365747,,,
14185409,114371953,33707499,,71374472,
14185554,114372126,39916680,,,
14185716,114372303,35658234,,,
14185757,114372347,39518477,,,
14185832,114372425,37019718,,,
14186300,114372875,38889365,,,
14186327,114372899,39266189,,76922168,
14186961,114373500,35480531,,,
14187138,114373696,39049429,,,
14187228,114373781,36004869,,76717372,
14187494,114374063,38555322,,,
14187617,114374224,39253715,,,
14188097,114374705,39085484,,,
14188670,114375239,39695961,,,
14188769,114375335,39886279,,,
14189570,114376178,41001499,,,
14189842,114376456,39462777,,78472460,
14190064,114376675,39588962,,,
14190652,114377284,39905250,,,
14190958,114377602,40987908,,,
14191090,114377758,40987908,,,
14191250,114377918,39462777,,,
14192033,114378737,40550247,,,
14192233,114378958,39976770,,,
14192320,114379054,39886279,,76803740,
14192431,114379165,39444524,,,
14192539,114379264,39086687,,74942803,
14192611,114379336,39253715,,,
14192743,114379474,39175825,,,
14192872,114379624,39916680,,,
14192953,114379708,41002717,,,
14193361,114380125,39588744,,,
14193937,114380716,36694937,,,
14194126,114380908,39936999,,77178629,
14194703,114381512,39445714,,,
14195305,114382144,40951386,,,
14196017,114382898,39941085,,,
14196452,114383339,33797760,,,
14196484,114383371,38228520,,,
14196728,114383615,38740245,,,
14197915,114384853,39775082,,,
14198059,114385003,41010055,,,
14198363,114385337,39314504,,,
14198366,114385340,41026208,,,
14198528,114385490,40951386,,,
14198596,114385588,33686049,,72625645,
14198896,114385930,39555990,,78040148,
14199176,114386204,39541923,,,
14199452,114386495,38814437,,,
14199791,114386849,36194609,,,
14200097,114387158,39250526,,,
14200133,114387203,39033466,,,
14200180,114387256,39862209,,,
14200255,114387346,39207238,,,
14200414,114387529,39937309,,,
14200948,114388039,39737936,,,
14201098,114388210,39620334,,,
14201266,114388366,39912780,,,
14201282,114388385,39229181,,75944239,
14201677,114388780,39620334,,76466746,
14202106,114389257,39886324,,,
14202217,114389380,39239078,,75002903,
14202679,114389881,39566513,,,
14202850,114390052,41002717,,,
14203267,114390472,39737936,,,
14203384,114390613,39883839,,,
14203447,114390682,36872788,,,
14203909,114391135,39590745,,,
14204828,114392015,38569294,,,
14204832,114392019,41011294,,,
14204927,114392132,38164200,,,
14205074,114392264,40994331,,,
14205797,114392996,41016031,,78767156,
14205993,114393192,39512337,,,
14206290,114393378,39460218,,,
14206376,114393479,39132296,,,
14206649,114393764,41050910,,,
14206752,114393870,39904978,,76950883,
14206905,114394026,40947402,,,
14207174,114394202,39254525,,,
14207297,114394322,38228520,,,
14207334,114394359,39085399,,72608703,
14207895,114394767,41054064,,,
14208027,114394914,40979489,,,
14208173,114395030,36006726,,,
14209127,114395981,38578836,,,
14209763,114396314,39462777,,,
14209920,114396468,39501453,,,
14210591,114398687,39914821,,,
14210606,114398702,39555990,,78040148,
14210765,114398876,38346966,,,
14210966,114399071,39619059,,,
14211269,114399383,39932254,,,
14224072,114399600,39865146,,77073577,
14211881,114400019,39779469,,,
14212004,114400133,39965380,,,
14212025,114400154,39965380,,,
14212076,114400202,39619059,,,
14212613,114400805,39280249,,,
14230007,114400805,41172500,,,
14212622,114400814,39271193,,73880838,
14212964,114401102,36956902,,,
14212988,114401123,38616459,,,
14213369,114401342,41011279,,78844820,
14213884,114401800,39548406,,,
14213990,114401906,38315754,,70389400,
14214045,114401969,39864726,,,
14214149,114402073,41031952,,,
14214301,114402237,39033466,,,
14214459,114402393,40240284,,,
14214513,114402447,38578836,,,
14215145,114403139,39779706,,,
14215149,114403145,35979177,,,
14215395,114403397,39864726,,,
14215450,114403458,35807513,,,
14215868,114403976,40989731,,,
14215871,114403979,33686005,,,
14215929,114404043,39518477,,,
14216129,114404255,33688356,,,
14216151,114404273,39591860,,,
14216314,114404438,39149042,,,
14216390,114404508,40070547,,,
14216392,114404512,39564443,,,
14217365,114405415,40550247,,,
14217639,114405637,39444524,,,
14217731,114405797,39354290,,,
14217843,114405911,35979177,,,
14217847,114405913,35979177,,,
14218430,114406350,39280249,,,
14230311,114406350,41172500,,,
14218540,114406454,33685637,,,
14218884,114406798,40956177,,78065611,
14218929,114406837,40816683,,,
14218944,114406854,41030261,,,
14219084,114406996,39816334,,,
14219118,114407034,39229642,,73617907,
14219519,114407361,39281590,,,
14219661,114407471,39154714,,,
14219672,114407482,39154717,,,
14219696,114407506,41028250,,,
14219698,114407508,40966684,,,
14219772,114407546,35971743,,,
14220153,114407887,38814317,,,
14220341,114408069,41016610,,,
14220534,114408268,39998916,,,
14220553,114408289,39561024,,75813062,
14220995,114408753,39242386,,,
14221005,114408761,36496785,,70460260,
14221125,114408883,40942848,,,
14221227,114409001,39250064,,,
14221397,114409171,39132881,,,
14221454,114409228,39111188,,,
14221506,114409290,39870640,,,
14221577,114409357,39737936,,,
14221600,114409384,39026963,,,
14221653,114409431,39524565,,,
14222361,114410145,40976700,,,
14222406,114410192,41024138,,78749208,
14224115,114410271,39916680,,79409978,
14222720,114410484,39573660,,,
14222871,114410629,35979177,,74873691,
14223094,114410850,39591860,,,
14223127,114410881,41139721,,,
14223129,114410885,39555990,,,
14223667,114411437,39036740,,,
14223877,114411659,40989804,,,
14223946,114411728,39164047,,,
14223973,114411759,39295201,,,
14223981,114411769,41054064,,,
14224040,114411820,39224320,,,
14224358,114412148,39251233,,,
14225301,114413037,41028250,,,
14225519,114413247,36128000,,,
14225583,114413315,39202973,,,
14225586,114413320,39076682,,,
14226347,114414069,39355439,,,
14226349,114414073,34909113,,,
14226397,114414127,40947402,,,
14226399,114414129,40947402,,,
14228695,114414222,35480531,,,
14226675,114414395,35844789,,,
14226691,114414413,39361441,,,
14226872,114414608,37015434,,,
14227005,114414755,33686489,,,
14227201,114414967,39466392,,,
14227243,114415013,41011276,,,
14227364,114415140,39142043,,,
14227407,114415183,39942046,,,
14227461,114415231,39259585,,73824081,
14227839,114415611,40996139,,,
14227890,114415668,39942465,,,
14228113,114415879,38577592,,,
14228240,114416026,36008210,,,
14228247,114416033,41028250,,,
14228297,114416087,41174125,,,
14228323,114416121,39737936,,,
14228325,114416123,39591860,,,
14228403,114416205,33684721,,,
14228529,114416329,39892918,,,
14228605,114416421,39965931,,,
14228775,114416597,40850619,,,
14228791,114416613,40989731,,,
14228991,114416811,38281800,,78549143,
14228993,114416813,39942046,,77205749,
14229555,114417403,41057523,,,
14229608,114417450,39854605,,,
14229762,114417612,36710455,,,
14229778,114417632,39737541,,,
14229834,114417684,33686145,,,
14230309,114418181,36832297,,72175056,
14230353,114418225,39737936,,,
14230472,114418346,39854605,,,
14230750,114418616,41057523,,79256064,
14230780,114418636,41031104,,79035567,
14231063,114418929,39976770,,,
14231067,114418933,35658234,,,
14231321,114419209,40943314,,,
14231588,114419448,41018077,,,
14231621,114419481,39872739,,,
14231910,114419796,39444524,,,
14231925,114419807,41029996,,,
14231959,114419837,41018089,,,
14232031,114419913,39867243,,,
14232043,114419927,33686173,,,
14232770,114424524,41073780,,,
14232872,114424601,39600036,,,
14233085,114424857,39919209,,,
14233253,114425031,39485345,,,
14233819,114425621,34560840,,,
14233865,114425669,40962331,,,
14234016,114425822,39356651,,,
14234085,114425887,39074533,,,
14234436,114426066,39173782,,,
14234765,114426315,39994062,,,
14234995,114426561,41073161,,,
14235180,114426738,38303784,,,
14235383,114426949,39976770,,,
14235408,114426978,39914722,,,
14235423,114426991,36144735,,,
14235681,114427247,39154072,,,
14235734,114427312,40992620,,,
14235792,114427372,39620334,,,
14235847,114427431,41045517,,79407584,
14235868,114427454,39949989,,,
14236004,114427586,39914722,,,
14236030,114427602,40991363,,,
14236067,114427645,39869059,,,
14236092,114427668,40959417,,,
14236104,114427678,39444524,,,
14236108,114427682,39444524,,,
14236738,114428298,40815957,,,
14236906,114428472,40959417,,,
14236908,114428474,33797760,,,
14237035,114428597,40989731,,,
14237495,114428845,38653312,,,
14237561,114428911,39986967,,,
14240610,114429358,40550247,,,
14238059,114429401,41171777,,,
14238078,114429422,40951368,,,
14238569,114429937,40966566,,,
14238583,114429955,40951377,,,
14239015,114430379,41142485,,,
14239039,114430399,35844804,,,
14239196,114430516,41227075,,,
14239435,114430697,39267269,,79660930,
14239763,114431017,39229963,,,
14239827,114431085,36146763,,,
14240979,114432205,39493352,,,
14241011,114432241,39919209,,,
14241255,114432287,41184615,,,
14241316,114432296,40951368,,,
14241461,114432341,39976770,,,
14241578,114432454,41011396,,,
14244251,114432454,41190346,,79774534,
14241645,114432513,37159473,,,
14241700,114432568,39419791,,,
14241701,114432569,36710455,,,
14241803,114432691,39167728,,,
14241933,114432821,39913653,,,
14242072,114432964,39618807,,,
14242167,114433067,39097852,,,
14242413,114433319,39927960,,,
14242499,114433399,39085487,,72608712,
14242869,114433759,39865929,,79797974,
14243067,114433979,36088584,,,
14243265,114434195,41190252,,,
14243412,114434342,39865929,,,
14243451,114434371,36146763,,,
14243523,114434447,39947305,,,
14243639,114434555,39533535,,75644819,
14243641,114434557,39700899,,,
14243735,114434645,41190252,,,
14243747,114434657,40942848,,,
14243795,114434707,41021828,,,
14244220,114435150,41103877,,,
14244253,114435183,40942848,,,
14244330,114435272,41174556,,,
14244334,114435276,39994062,,,
14244357,114435305,41104943,,,
14244461,114435413,41014460,,,
14244489,114435447,39295201,,74131279,
14244553,114435521,39146255,,,
14244705,114435685,39280249,,,
14244718,114435685,41170030,,,
14244729,114435705,39052043,,78631460,
14244736,114435716,41256505,,,
14245078,114436012,39533535,,75644819,
14245189,114436209,41139723,,,
14245284,114436328,41255580,,,
14245304,114436350,39967428,,,
14245387,114436451,41232581,,,
14245509,114436595,41071902,,,
14245653,114436771,39207238,,,
14245746,114436860,40816098,,,
14246070,114437204,41256079,,,
14246277,114437423,41139723,,79253440,
14246677,114437835,35477951,,74894374,
14246955,114438089,41255580,,,
14247007,114438135,33686473,,,
14247583,114438725,39271783,,79715798,
14247842,114439004,40951368,,,
14248081,114439027,36194609,,,
14247979,114439147,41016955,,,
14248067,114439235,41104137,,,
14248087,114439251,38329899,,,
14248387,114439567,41170030,,,
14248397,114439577,39700899,,,
14248753,114439907,39932002,,,
14248757,114439911,41011276,,,
14248979,114440111,36989583,,68551489,
14249022,114440162,37409811,,,
14249089,114440233,41226711,,,
14249216,114440362,40550247,,,
14249377,114440521,41047713,,,
14249425,114440567,40070547,,,
14249741,114440875,39190153,,,
14249794,114440934,40943278,,,
14249931,114441063,39619824,,,
14250002,114441146,38247284,,,
14250040,114441186,39353852,,79460942,
14250389,114441549,39615975,,,
14250419,114441575,36194609,,,
14250509,114441665,41242620,,,
14250524,114441680,40943278,,,
14250722,114441872,39140054,,,
14251675,114442879,41168363,,,
14252211,114443403,41180196,,,
14252409,114443583,36710455,,,
14252428,114443600,39737936,,,
14252475,114443651,41190761,,,
14252531,114443707,40947402,,,
14252613,114443793,41103245,,,
14252658,114443838,38616459,,,
14253139,114444295,38617836,,,
14253141,114444297,41033539,,,
14253193,114444349,39444524,,,
14253273,114444447,41259271,,,
14253321,114444495,41188241,,79810180,
14253615,114444785,41256501,,,
14255167,114445103,39154072,,,
14255749,114445106,41104943,,,
14253971,114445141,39863829,,,
14253973,114445143,39250526,,79657478,
14254120,114445290,41265657,,,
14254389,114445563,40962438,,78102436,
14254445,114445619,38672566,,,
14254468,114445640,33685629,,,
14254471,114445643,39202973,,79721474,
14254669,114445829,41259271,,80006586,
14254723,114445879,39886279,,79473510,
14254782,114445940,41284150,,,
14255733,114445940,39564443,,,
14254841,114446011,39967428,,,
14254890,114446074,39737936,,,
14255016,114446212,41059112,,,
14255063,114446261,38228520,,,
14255179,114446385,41052548,,,
14255533,114446721,41244721,,,
14255569,114446759,40983134,,,
14256020,114447208,38624598,,,
14256050,114447238,39207238,,79657422,
14256154,114447340,34666631,,,
14256796,114447986,37015434,,,
14261184,114448040,39530439,,,
14257468,114448656,41272745,,,
14257577,114448773,39353852,,,
14257862,114449056,40981047,,,
14257919,114449115,39512324,,,
14258002,114449200,41289352,,,
14258137,114449351,41016955,,78610749,
14258139,114449353,39489222,,,
14258277,114449441,39124912,,,
14258970,114450030,41009720,,,
