contract_id,leningstype,ontleend_bedrag,terugbetalingstype,duur_overeenkomst,formule,intrestvoet,intrestvoet_periodiciteit,mensualiteit,doel,type_akte,herzieningstype,datum_herziening,initiele_duur_vastheid,overbruggingskrediet,lopende_opname,geleende_quotiteit,referte_index,referte_index_periodiciteit,referte_index_type,periode_vooropname,periode_vooropname_periodiciteit,cap_plus,cap_min,waarborgen
36037424,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36041207,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36041210,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36078233,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36080031,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36080769,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36080772,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36123060,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36151226,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36153864,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36167583,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36167615,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36178562,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36181430,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36183066,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36193082,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36460335,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36479141,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36504255,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36518709,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36531552,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36531669,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36532655,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36693742,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36703963,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36712762,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36729499,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36729647,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36732875,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36733228,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36733558,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36742763,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36742811,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36749302,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36749305,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36757707,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36787771,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36792002,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36837703,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36846785,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36848137,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36853033,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36857410,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36860641,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36864412,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36868087,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36875297,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36876457,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36886975,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36887351,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36889090,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36892586,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36895081,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36895877,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36895996,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36898261,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36903344,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36914329,0,0.00,2,36,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36925174,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36925403,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36927989,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36935339,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36947392,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36947482,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36955507,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36975503,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36977315,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36980401,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36989891,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
36998255,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37000785,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37004853,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37005807,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37005808,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37007479,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37017933,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37022953,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37023321,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37023661,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37027938,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37028412,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37029807,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37031175,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37032622,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37038870,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37039248,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37043580,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37049230,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37055695,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37058758,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37190172,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37190983,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37291167,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37312769,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37314414,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37404993,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37405596,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37495477,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
37822174,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38010546,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38010549,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38177554,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38202466,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38204251,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38208292,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38225873,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38240600,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38245616,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38249844,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38253675,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38255639,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38258880,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38277411,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38279940,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38293020,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38294199,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38306628,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38311211,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38318921,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38318936,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38327724,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38330040,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38333322,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38348511,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38516937,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38522923,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38532789,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38563017,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38563953,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38563956,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38570413,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38580748,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38582812,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38583397,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38586450,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38604498,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38614401,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38627658,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38630478,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38651254,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38652996,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38657232,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38658300,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38660418,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38661772,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38669784,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38672835,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38673765,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38790009,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38793222,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38808110,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38810327,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38811686,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38864557,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38866037,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38876216,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38880421,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38932391,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38939689,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
38940140,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39029113,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39036044,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39036050,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39042998,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39047011,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39055901,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39074369,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39075743,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39078284,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39079418,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39079421,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39085625,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39091079,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39092011,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39094280,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39097435,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39103946,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39105691,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39113896,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39118147,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
39120587,0,0.00,0,0,,0.00,0,0.00,0,0,0,"0000-00-00 00:00:00",0,,0,0.00,0.0000,0,0,0,0,0.00,0.00,
