rel_id,bet1,bet2,bet_type_id1,bet_type_id2,relatie_type,aangemaakt,verwijderd,noodtoegang
7971093,125957862,126005125,,,3,0000-00-00,,0
7971097,126005125,126005125,,,6,0000-00-00,,0
7971105,126004909,126004913,,,6,0000-00-00,,0
7971109,126004909,126004917,,,3,0000-00-00,,0
7971113,126004913,126004909,,,6,2017-07-10,0000-00-00,0
7971117,126004917,126004909,,,3,0000-00-00,,0
7971892,126008884,126005009,,,6,2023-12-30,0000-00-00,0
7971896,126004589,126004981,,,6,2024-03-19,0000-00-00,0
7971898,126005801,126004689,,,6,2014-07-01,0000-00-00,0
7974192,126004945,126004429,,,16,2015-09-16,,0
7974196,126004945,126004453,,,3,2020-01-16,,0
7974200,126004429,126004453,,,6,2018-06-01,2023-02-23,0
7977743,126005405,126044929,,,3,2020-01-27,,0
7977746,126005405,126044938,,,1,2020-01-27,,0
7977749,126005405,126005413,,,16,2003-09-26,0000-00-00,0
7978594,125967484,126005185,,,1,2020-01-29,,0
7978597,125967484,126042839,,,1,2020-01-29,,0
7978600,125967484,126047550,,,16,0000-00-00,0000-00-00,0
7978603,126005185,126047550,,,6,2016-11-08,0000-00-00,0
7978606,126005185,126042839,,,2,2020-01-29,,0
7978663,126004981,126004961,,,6,2024-03-19,0000-00-00,0
7979351,126050951,126050948,,,6,2019-03-08,,0
7979675,126004721,126004725,,,6,2019-11-14,2022-03-01,0
7979795,126052651,126052719,,,3,0000-00-00,,0
7979799,126052681,126052731,,,1,0000-00-00,,0
7979803,126052681,126052735,,,1,0000-00-00,,0
7979807,126052735,126052731,,,3,2020-02-03,,0
7980001,126004497,126004501,,,1,2020-02-03,,0
7980021,126051139,126051142,,,6,2010-02-26,,0
7980127,126054269,126004757,,,3,2020-02-04,,0
7980273,126054847,126054853,,,6,2020-01-01,0000-00-00,0
7980322,126004933,126055046,,,3,2020-02-04,,0
7980467,126017715,126055715,,,3,0000-00-00,,0
7980527,126005233,126060315,,,3,0000-00-00,,0
7980578,126071546,126065370,,,3,2020-02-04,,0
7980602,125967484,126047553,,,31,2020-02-04,,0
7980695,126072093,126072095,,,3,2018-04-20,2028-04-20,0
7980699,126072103,126072093,,,3,2020-02-05,,0
7980851,126072493,126004777,,,3,2020-02-05,,0
7980871,126050805,126005421,,,6,2017-11-15,2025-02-26,0
7980902,126080358,126080329,,,3,2020-02-05,,0
7980922,126080382,126080374,,,3,2020-02-05,,0
7980950,126063841,126005317,,,3,2020-02-05,,0
7980965,126088195,126004521,,,3,2020-02-05,,0
7980974,126004901,126088362,,,3,2016-11-24,2026-11-24,0
7980978,126088370,126004901,,,3,2020-02-05,,0
7980989,126088445,126088437,,,3,2020-02-05,,0
7981018,126088474,126088470,,,3,2020-02-05,,0
7981158,126089018,126088937,,,3,2020-02-06,,0
7981323,126089815,126004729,,,3,2020-02-06,,0
7981351,126047650,126004553,,,1,2020-02-06,,0
7981391,126090327,126004857,,,3,2020-02-06,,0
7981459,126090463,126005377,,,3,2020-02-06,,0
7981501,125957500,125957512,,,3,2020-02-06,,0
7981503,126090849,126090847,,,3,2020-02-06,,0
7981510,126090866,126090858,,,3,2020-02-06,,0
7981607,126044929,126005405,,,3,2020-02-07,,0
7981609,126044929,126044938,,,1,2020-02-07,,0
7981665,126091655,126005433,,,3,2020-02-07,,0
7981742,126091938,126091934,,,3,2020-02-07,,0
7981750,126091938,126004701,,,1,2020-02-07,,0
7981754,126004701,126091934,,,1,2020-02-07,,0
7981882,126092254,126092250,,,3,2020-02-07,,0
7982087,126092986,126092987,,,3,0000-00-00,,0
7982189,126094577,126094569,,,3,2020-02-10,,0
7982195,126094613,126094603,,,3,2020-02-10,,0
7982295,126095519,126095511,,,3,2020-02-10,,0
7982326,126095966,126095935,,,3,2020-02-10,,0
7982347,126096215,126096213,,,3,2020-02-10,,0
7982354,126097450,126004477,,,3,2020-02-10,,0
7982367,126097450,126097434,,,1,2020-02-10,,0
7982379,126004477,126097434,,,1,2020-02-10,,0
7982433,126107099,126016199,,,3,2020-02-10,,0
7982454,126107113,126107115,,,3,2020-02-10,,0
7982481,126107219,126107215,,,69,2020-02-10,0000-00-00,0
7982490,126107262,126004893,,,69,2020-02-10,0000-00-00,0
7982525,126107381,126107373,,,3,2020-02-10,,0
7982575,126107473,126107471,,,3,2020-02-10,,0
7982610,126107574,126107570,,,3,2020-02-10,,0
7982634,126107610,126107606,,,3,2020-02-10,,0
7982793,126110487,126004841,,,1,2020-02-11,,0
7982826,126110574,126110542,,,3,2020-02-11,,0
7982902,126110926,126005237,,,3,2020-02-11,,0
7982913,126111001,126110985,,,3,2020-02-11,,0
7982937,126111083,126111125,,,3,2020-02-11,,0
7982962,126111398,126111397,,,3,2020-02-11,,0
7982995,126111939,126111919,,,3,2020-02-11,,0
7983007,126004965,126004925,,,3,2020-02-11,,0
7983105,126112659,126112655,,,3,2020-02-11,,0
7983149,126113979,126113975,,,3,2020-02-11,,0
7983189,126116687,126116677,,,3,2020-02-11,,0
7983455,126117857,126117854,,,3,2020-02-12,,0
7983458,126117854,126004433,,,1,2020-02-12,,0
7983461,126117857,126004433,,,1,2020-02-12,,0
7983484,126117928,126117922,,,3,2020-02-12,,0
7983503,126054958,126054962,,,3,2020-02-12,,0
7983517,126118063,126118054,,,3,2020-02-12,,0
7983545,126118112,126004829,,,3,2020-02-12,,0
7983553,126118132,126004549,,,3,2020-02-12,,0
7983571,126118147,126118144,,,3,2020-02-12,,0
7983598,126005813,126118288,,,6,2024-06-27,0000-00-00,0
7983617,126005697,126118337,,,6,2015-12-16,,0
7983628,126025290,125992923,,,6,2008-11-06,2022-10-01,0
7983713,126005853,126005853,,,6,2015-05-01,,0
7983778,126004561,126047580,,,6,2020-10-29,0000-00-00,0
7983799,126118630,126005473,,,6,2018-03-14,,0
7983802,126005261,126005257,,,6,2010-04-20,,0
7983808,126005261,126118648,,,6,2010-04-20,,0
7983827,126047559,126005373,,,6,2019-01-09,,0
7983832,126118744,126118747,,,6,2013-04-26,0000-00-00,0
7983835,126118753,126118750,,,6,2011-04-01,0000-00-00,0
7983931,126119305,126119311,,,6,2019-04-30,2024-05-24,0
7983992,126004593,126004601,,,9,2014-07-15,2024-05-21,0
7983995,126004593,126004597,,,6,2023-12-29,2026-02-16,0
7984022,126119578,126119585,,,6,2018-03-05,,0
7984028,126119609,126004437,,,9,2015-01-01,0000-00-00,0
7984033,126119609,126004545,,,6,2024-08-29,0000-00-00,0
7984060,126004437,126004545,,,2,0000-00-00,0000-00-00,0
7984099,126005849,126119902,,,6,2018-01-01,,0
7984102,126005849,126119905,,,6,2016-04-06,,0
7984108,126005889,126119917,,,9,2019-03-01,0000-00-00,0
7984114,126005341,126119923,,,6,2017-06-12,,0
7984118,126004669,126004853,,,6,2018-06-25,,0
7984154,126120059,126120062,,,9,2016-04-22,0000-00-00,0
7984177,126054474,126055655,,,6,2015-05-21,2024-06-30,0
7984196,126120281,126055655,,,6,2025-02-27,0000-00-00,0
7984234,126005649,126120340,,,6,2019-05-14,,0
7984244,126005593,126120437,,,9,2018-03-02,0000-00-00,0
7984247,126005685,126120440,,,6,2015-02-25,2022-03-01,0
7984250,126005685,126120443,,,6,2015-02-25,2022-03-01,0
7984264,126120481,126120476,,,6,2017-12-11,,0
7984276,126005545,126120508,,,6,2017-01-18,0000-00-00,0
7984370,126005909,126019252,,,6,2019-11-22,,0
7984372,126121048,126121054,,,3,0000-00-00,,0
7984420,126054853,126121276,,,3,2020-02-14,,0
7984465,126121378,126121381,,,6,2015-04-14,,0
7984468,126121384,125923544,,,6,2023-12-07,0000-00-00,0
7984495,126004877,126004881,,,6,2018-10-01,,0
7984513,125926502,126005433,,,6,2023-12-05,0000-00-00,0
7984606,126122002,126122005,,,6,2019-05-14,2024-05-24,0
7984609,126122002,126122008,,,6,2017-01-01,2025-01-01,0
7984613,126122063,126122078,,,9,2017-11-08,0000-00-00,0
7984792,126005865,126128152,,,1,2012-12-31,,0
7984804,126004697,126004749,,,6,2016-03-14,,0
7984807,126128224,126128227,,,6,2019-11-13,,0
7984810,126128224,126128230,,,6,2019-11-13,,0
7984813,126128266,126054542,,,6,2023-10-04,0000-00-00,0
7984825,126005637,126005637,,,6,2019-01-08,,0
7984828,126005905,126005901,,,6,2023-11-28,0000-00-00,0
7984831,125926506,126005433,,,6,2023-12-08,0000-00-00,0
7984840,126128389,126128392,,,6,2017-05-11,,0
7984843,126128416,126128419,,,6,2020-01-01,0000-00-00,0
7984846,126128428,126128437,,,6,2014-04-11,,0
7984849,126128428,126128440,,,6,2014-04-11,,0
7984883,126129503,126129506,,,6,2019-11-01,,0
7984912,126005013,126054269,,,6,2018-10-01,,0
7984918,126005781,126129574,,,6,2016-10-10,,0
7984921,126005509,126129580,,,6,2008-06-02,2024-04-06,0
7984948,126129619,126129625,,,6,2023-11-28,0000-00-00,0
7984951,126090279,126129643,,,6,2018-06-06,2020-08-04,0
7984964,126004653,126004653,,,6,2019-04-01,,0
7984966,126129676,126005433,,,9,2015-12-31,0000-00-00,0
7985008,126004993,126129772,,,6,2023-12-13,2025-05-12,0
7985024,126019248,126016324,,,9,2019-07-19,0000-00-00,0
7985027,126016324,126016328,,,1,2020-02-17,0000-00-00,0
7985048,126005533,126129911,,,6,2003-04-01,,0
7985054,126005645,126094981,,,6,2018-04-03,,0
7985060,126004537,126129986,,,6,2023-12-15,0000-00-00,0
7985063,126004537,126129989,,,6,2023-12-15,0000-00-00,0
7985107,126005461,126130240,,,6,2023-12-26,0000-00-00,0
7985110,126005461,126130243,,,6,2023-12-26,0000-00-00,0
7985129,126004609,126130346,,,9,2019-04-01,0000-00-00,0
7985239,126131035,126131041,,,6,2015-10-26,2024-11-25,0
7985254,126005809,126131110,,,6,2023-12-05,0000-00-00,0
7985261,126005833,126131162,,,16,2010-10-21,0000-00-00,0
7985264,126005833,126131165,,,6,2023-12-22,0000-00-00,0
7985308,126005597,126131269,,,6,2015-02-02,,0
7985347,126004677,126004677,,,6,2019-09-06,,0
7985362,126005805,126131440,,,6,2017-06-06,,0
7985368,126005805,126131443,,,6,2017-06-06,,0
7985371,126005837,126131467,,,6,2019-09-04,,0
7985386,126005773,126131557,,,6,2023-11-28,0000-00-00,0
7985395,126005777,126131575,,,6,2019-03-04,,0
7985398,126131584,126131587,,,6,2017-01-01,,0
7985411,126131602,126131627,,,6,2004-12-28,,0
7985413,126131627,126131632,,,3,0000-00-00,0000-00-00,0
7985416,126131683,126131680,,,3,0000-00-00,,0
7985419,126131686,126131683,,,2,0000-00-00,,0
7985423,126004657,126004573,,,6,2015-12-31,,0
7985467,126004637,126107473,,,6,2017-06-08,,0
7985486,126004801,126131686,,,6,2018-05-01,,0
7985489,126004801,126131683,,,6,2018-05-01,,0
7985497,126005569,126132037,,,6,2019-12-31,,0
7985512,126005009,126004769,,,3,0000-00-00,,0
7985576,126005549,126132308,,,6,2010-03-11,,0
7985591,126005561,126132320,,,9,2014-08-15,0000-00-00,0
7985615,126004621,126004437,,,6,2018-01-29,2021-04-01,0
7985618,126005501,126022502,,,6,2023-12-05,0000-00-00,0
7985639,126004785,126132542,,,6,2020-01-01,0000-00-00,0
7985642,126004785,126132545,,,6,2020-01-01,0000-00-00,0
7985644,126025579,126132556,,,6,2019-08-08,,0
7985656,126132574,126132580,,,9,2018-03-27,0000-00-00,0
7985659,126132574,126132583,,,6,2023-12-22,0000-00-00,0
7985662,126004905,126004933,,,6,2009-10-08,,0
7985665,126005661,126132619,,,6,2018-12-18,,0
7985674,126005469,126132646,,,6,2017-03-01,,0
7985771,126005497,126133532,,,6,2018-02-09,,0
7985780,126005497,126133568,,,20,2019-10-31,,0
7985797,125924143,125924143,,,6,2018-02-02,,0
7985806,126004441,126005821,,,6,2019-02-15,,0
7985845,126005541,126133825,,,6,2018-05-04,,0
7985848,126005861,126133831,,,9,2018-04-23,0000-00-00,0
7985851,140710399,126006419,,,6,2024-06-27,0000-00-00,0
7985887,126004865,126016199,,,6,2010-11-19,,0
7986146,126047580,126005577,,,6,2020-02-19,,0
7986149,126047580,126005709,,,6,2019-04-11,0000-00-00,0
7996447,140591826,126004925,,,6,2017-03-30,2022-09-01,0
7996858,126047595,126173308,,,6,2019-06-01,,0
7996942,125991127,126174097,,,3,0000-00-00,,0
7997056,126005385,126005273,,,6,2017-01-06,,0
7997059,126005273,126089446,,,3,0000-00-00,,0
7997257,126027116,126027120,,,6,2019-09-30,,0
7997332,140584160,126004449,,,6,2018-11-12,,0
7997582,126177637,126177628,,,6,0000-00-00,,0
7997585,126177686,126177628,,,6,0000-00-00,,0
7997723,126178304,126107113,,,6,2006-05-31,0000-00-00,0
7997755,126004437,126055151,,,3,0000-00-00,2022-01-01,0
7997779,125935707,125935710,,,3,2020-02-25,,0
7997824,126112611,126112621,,,3,2020-02-25,,0
7997851,126022502,126005225,,,69,2020-02-25,,0
7998146,126095199,126183947,,,3,0000-00-00,,0
7998163,126004949,126107347,,,3,2020-02-26,,0
7998295,126005449,126005453,,,3,0000-00-00,,0
7998349,126193189,126111290,,,8,2015-12-01,2024-05-24,0
7998530,126072583,126072591,,,69,0000-00-00,2020-02-27,0
7998607,126005349,126071566,,,1,2020-02-27,,0
7998649,126194458,126096213,,,6,2015-05-05,,0
7998688,126194557,126194569,,,69,0000-00-00,0000-00-00,0
7998706,126117985,126194605,,,6,0000-00-00,,0
7998757,126194833,126091831,,,9,2014-04-28,0000-00-00,0
7998998,126094761,126094775,,,3,0000-00-00,,0
7999057,126196075,126196078,,,3,0000-00-00,,0
7999073,126196184,126196187,,,3,0000-00-00,,0
7999088,126196211,126117811,,,6,2007-09-01,,0
7999115,126196256,126196262,,,3,0000-00-00,,0
7999135,126196417,126052681,,,6,2020-02-03,,0
7999141,126196417,126196420,,,6,2020-02-03,,0
7999192,126196603,126196606,,,3,0000-00-00,,0
7999582,126198136,126049084,,,6,2019-11-13,,0
8000071,138976767,126203371,,,8,0000-00-00,,0
8000267,126204152,126006005,,,8,0000-00-00,,0
8000275,126204173,126006005,,,8,0000-00-00,,0
8000578,126212932,126212935,,,6,2019-07-08,,0
8001953,126220028,126006182,,,6,2018-01-15,2024-05-28,0
8002096,126219098,126221983,,,6,2021-03-16,0000-00-00,0
8002885,126004553,126134770,,,1,2020-03-12,,0
8002888,126004553,126234811,,,1,2020-03-12,,0
8003998,126261088,126261082,,,3,2020-03-19,,0
8009860,126291640,126291646,,,6,2019-11-29,0000-00-00,0
8011351,126004521,126004661,,,1,2020-04-20,,0
8012605,126310837,126310843,,,3,0000-00-00,,0
8012660,126310988,126310991,,,6,2023-09-21,0000-00-00,0
8013994,126004865,126004869,,,16,2020-05-03,0000-00-00,0
8014000,126004437,126119819,,,1,2020-05-03,,0
8014006,126004541,126095219,,,3,2020-05-03,,0
8014009,126330019,126330022,,,3,0000-00-00,,0
8026171,126212932,126406570,,,16,0000-00-00,0000-00-00,0
8026663,138981699,126132646,,,6,2020-04-03,,0
8026675,126408211,126291640,,,8,2020-05-13,,0
8027893,126005853,126424828,,,3,0000-00-00,,0
8028323,126291646,126435379,,,3,0000-00-00,,0
8028349,126305683,126436471,,,3,0000-00-00,,0
8029204,126560911,126424694,,,9,2020-05-25,2022-05-04,0
8050298,126004945,126021436,,,6,2020-02-01,2024-05-07,0
8050301,126004945,126195734,,,6,2020-02-13,0000-00-00,0
8051577,126132034,125926502,,,60,2020-06-09,,0
8051580,126132034,125926506,,,60,2020-06-09,,0
8051583,126004981,126072093,,,8,2020-06-09,,0
8051763,126704967,126704970,,,3,0000-00-00,,0
8051829,126614947,126705342,,,3,0000-00-00,,0
8053995,126711096,126112673,,,3,2020-06-15,,0
8054612,126701729,126713261,,,6,2023-12-28,0000-00-00,0
8054865,126090466,126714054,,,3,0000-00-00,,0
8055891,126710016,126717504,,,1,0000-00-00,,0
8055894,126717507,126717510,,,6,2023-12-30,0000-00-00,0
8055896,126717518,126717513,,,6,2023-12-19,0000-00-00,0
8055969,126717675,126717678,,,3,0000-00-00,,0
8075337,126797360,126797850,,,6,2021-01-31,0000-00-00,0
8117367,126120437,126223908,,,1,0000-00-00,,0
8117658,127044489,127044486,,,3,2020-07-06,,0
8118735,126047562,127047693,,,6,2008-12-18,,0
8120882,127057421,127057424,,,6,2020-07-01,,0
8121356,126018024,127070156,,,3,0000-00-00,,0
8122415,126047650,126134770,,,2,0000-00-00,,0
8122418,126047650,126234811,,,2,0000-00-00,,0
8122421,126134770,126234811,,,2,0000-00-00,,0
8122548,127107270,127090494,,,3,0000-00-00,,0
8213879,128689247,126004857,,,6,2020-02-28,0000-00-00,0
8217117,126050805,128788827,,,3,2020-08-28,,0
8220102,128809187,128809188,,,6,2012-05-09,0000-00-00,0
8220132,126717722,127106085,,,4,2020-09-01,,0
8220768,126435379,126291646,,,3,2020-09-03,,0
8221370,128826230,128826218,,,3,2020-09-04,,0
8221470,126119609,126004621,,,60,2020-09-04,,0
8221473,126004621,126119609,,,60,2020-09-04,,0
8222691,128783868,128858666,,,6,2024-04-16,0000-00-00,0
8224022,128680560,128873835,,,6,2014-07-02,0000-00-00,0
8224248,128809694,128875392,,,6,2019-02-08,2022-02-25,0
8224251,128809694,128875395,,,6,2019-02-08,2022-02-25,0
8224254,128875392,128875395,,,3,0000-00-00,,0
8226378,128904003,128903940,,,6,2023-12-07,0000-00-00,0
8227443,126120440,128874966,,,6,2020-09-23,2021-09-28,0
8227968,128986395,126119585,,,3,2020-09-23,,0
8228015,126006017,128987222,,,8,0000-00-00,2020-10-01,0
8246808,126484393,129149277,,,8,0000-00-00,,0
8246811,126484393,129150525,,,69,2021-01-01,2030-01-01,0
8264631,129214221,129214233,,,6,2020-09-21,0000-00-00,0
8264634,129214221,129214239,,,8,2020-09-21,,0
8264655,129214584,129214587,,,1,0000-00-00,,0
8265125,126006005,129226811,,,8,0000-00-00,,0
8265306,129228609,128874939,,,6,2024-10-07,0000-00-00,0
8265485,126212932,129238196,,,8,2020-09-01,,0
8266020,128986890,126005189,,,8,0000-00-00,,0
8266023,128987222,126005189,,,8,0000-00-00,,0
8266026,128987279,126005189,,,8,0000-00-00,,0
8266028,128987919,126005189,,,8,0000-00-00,,0
8266031,128988039,126005189,,,8,0000-00-00,,0
8266034,129010199,126005189,,,8,0000-00-00,,0
8266037,129010305,126005189,,,8,0000-00-00,,0
8266040,129010821,126005189,,,8,0000-00-00,,0
8266041,129253166,126005189,,,8,0000-00-00,,0
8266134,129256019,126008884,,,8,0000-00-00,,0
8267187,126028650,129314580,,,6,2018-03-19,0000-00-00,0
8268345,130155750,129323193,,,3,2020-10-08,,0
8269095,129256074,129255915,,,1,0000-00-00,,0
8269167,129385854,126812610,,,6,2020-08-06,0000-00-00,0
8270739,129395337,129395094,,,6,2020-10-12,0000-00-00,0
8270996,126051142,129395094,,,1,0000-00-00,,0
8271056,126004549,129268668,,,1,2020-10-16,,0
8271059,126118132,129268668,,,1,2020-10-16,,0
8272908,129401757,129401754,,,6,2011-03-03,0000-00-00,0
8272911,129401760,129401754,,,6,2011-03-03,0000-00-00,0
8273012,128679387,129402065,,,3,0000-00-00,,0
8273739,126005189,129404277,,,8,0000-00-00,,0
8273748,126005189,129404298,,,8,0000-00-00,0000-00-00,0
8273784,126005189,129404391,,,8,0000-00-00,,0
8273793,126005189,129404415,,,8,0000-00-00,,0
8273796,129404412,129323762,,,6,2023-12-12,0000-00-00,0
8273802,126005189,129404427,,,8,0000-00-00,0000-00-00,0
8273808,126005189,129404460,,,8,0000-00-00,,0
8273814,126005189,129404484,,,8,0000-00-00,,0
8273826,126005189,129404502,,,8,0000-00-00,,0
8273850,126006009,129404574,,,8,0000-00-00,,0
8273883,129404676,129335883,,,6,2003-11-20,,0
8274041,126006009,129405221,,,8,0000-00-00,,0
8274050,126006009,129405233,,,8,0000-00-00,,0
8274059,126006009,129405266,,,8,0000-00-00,,0
8274065,129405278,129400959,,,6,2012-01-05,0000-00-00,0
8274066,126006009,129405285,,,8,0000-00-00,,0
8274068,126005885,129405290,,,8,0000-00-00,,0
8274071,129405311,129405314,,,6,2020-02-13,0000-00-00,0
8274072,126006009,129405315,,,8,0000-00-00,,0
8274077,126198443,126005901,,,8,2020-10-26,,0
8274083,129405344,129405347,,,6,2023-11-30,0000-00-00,0
8274084,126006005,129405348,,,8,0000-00-00,,0
8274095,129405368,126005869,,,6,2015-05-29,0000-00-00,0
8274104,126006005,129405389,,,8,0000-00-00,,0
8274120,126006005,129405468,,,8,0000-00-00,,0
8274125,126006005,129405479,,,8,0000-00-00,,0
8274138,126119341,129405495,,,6,2014-02-24,0000-00-00,0
8274141,126006005,129405498,,,8,0000-00-00,,0
8274144,126006005,129405504,,,8,0000-00-00,,0
8274150,126006005,129405513,,,1,0000-00-00,,0
8274153,126111964,126047580,,,11,2020-10-26,0000-00-00,0
8274168,128865480,129405534,,,6,2023-12-21,0000-00-00,0
8274180,126005373,126118063,,,1,2020-10-26,,0
8274186,126107471,127056113,,,6,2019-11-14,0000-00-00,0
8274441,126049393,126129406,,,6,2019-10-01,2024-05-21,0
8275643,129417578,129417581,,,3,0000-00-00,,0
8280680,129715944,129723254,,,6,2020-08-07,0000-00-00,0
8281251,126706697,129791787,,,6,2017-11-15,,0
8281254,129791787,126092982,,,1,0000-00-00,,0
8281883,129838163,128873835,,,3,2020-11-18,,0
8282157,129845061,129021606,,,2,0000-00-00,,0
8283192,129905442,129905439,,,3,2020-11-20,,0
8283726,126119819,126004545,,,1,0000-00-00,,0
8283996,129980619,129353141,,,6,2020-10-12,0000-00-00,0
8284371,126405460,130006362,,,1,0000-00-00,,0
8285006,130050173,130050194,,,6,2008-09-30,,0
8285009,130050173,130050197,,,6,2008-09-30,,0
8285012,130050173,130050221,,,8,0000-00-00,,0
8285798,130153988,129323193,,,6,2020-10-12,,0
8286344,130185495,126712901,,,69,2020-12-01,0000-00-00,0
8286644,129405290,126049345,,,1,2020-12-02,,0
8286645,126005885,126049345,,,6,2023-12-12,0000-00-00,0
8287187,130259351,130259354,,,1,0000-00-00,,0
8289932,130489067,130488951,,,6,2020-12-07,,0
8290059,128767905,126091933,,,6,2020-08-28,,0
8290497,130533555,130533554,,,6,2023-12-28,0000-00-00,0
8290575,130351541,126091933,,,1,2020-12-16,,0
8290898,130564850,130564748,,,6,2020-11-20,,0
8291280,130593453,126004981,,,8,2020-12-18,,0
8291283,126004981,130593459,,,8,0000-00-00,,0
8291913,130714962,130186098,,,6,2020-12-21,2022-10-06,0
8293632,135002294,130991447,,,3,2020-12-29,,0
8295423,131339184,126005905,,,3,2021-01-05,,0
8298516,129021606,131413725,,,1,0000-00-00,,0
8298519,131413725,129845061,,,1,2021-01-08,,0
8298587,131414960,126005409,,,6,2020-12-23,,0
8298624,131415513,131415498,,,6,2004-04-01,0000-00-00,0
8298777,130053240,131418141,,,1,0000-00-00,,0
8299839,126004585,126006984,,,6,2019-11-08,0000-00-00,0
8300115,126019252,131601231,,,3,0000-00-00,,0
8300334,131415645,131602254,,,3,0000-00-00,,0
8300337,131415645,131415626,,,1,2021-01-14,,0
8300811,131618151,131619156,,,6,2004-01-01,2021-10-28,0
8300879,131620280,126005301,,,6,2018-07-02,2021-08-04,0
8300945,131622287,131622293,,,6,2020-12-15,,0
8300948,131622287,131622335,,,6,2020-12-15,,0
8303456,132024848,132023688,,,36,2021-01-25,,0
8303532,126005913,126004745,,,6,2020-12-11,,0
8304545,131622293,131622335,,,2,0000-00-00,,0
8305127,132224999,132225002,,,6,2020-08-21,,0
8305148,132224999,126713289,,,8,2021-01-29,,0
8305323,126004497,132353040,,,1,0000-00-00,,0
8305329,132353040,126004501,,,2,2021-02-01,0000-00-00,0
8305511,132359423,132359585,,,6,2020-10-20,,0
8305649,132363290,132363296,,,1,0000-00-00,,0
8305869,132399648,132399729,,,1,2021-02-02,,0
8305874,132399729,126212935,,,1,2021-02-02,,0
8305880,126212935,132399648,,,2,2021-02-02,,0
8306378,132444938,126005729,,,2,2021-02-03,,0
8306724,132481779,132481848,,,1,0000-00-00,,0
8315928,132597075,132597078,,,6,2021-01-13,0000-00-00,0
8316002,126004465,126047559,,,8,2021-02-08,,0
8316614,132599147,126424694,,,6,2020-11-30,2025-05-05,0
8317551,132602445,132602448,,,1,0000-00-00,,0
8317554,132602445,132602454,,,6,2020-06-05,0000-00-00,0
8317841,132603317,132603413,,,6,2021-01-27,2025-10-30,0
8317844,132603317,132603416,,,6,0000-00-00,2021-06-01,0
8317911,131523821,132603627,,,3,0000-00-00,,0
8318399,132604892,129240887,,,8,2021-02-15,,0
8318402,132604892,132126953,,,8,2021-02-15,,0
8319947,132648422,130564850,,,8,2021-02-18,,0
8320025,132444258,126120440,,,,2021-02-18,0000-00-00,0
8320055,132444258,132649109,,,8,2021-02-18,,0
8320814,126004773,132719651,,,3,0000-00-00,,0
8320916,126004925,126005609,,,8,2021-02-22,2023-01-01,0
8321232,126092982,132733812,,,3,0000-00-00,0000-00-00,0
8321547,126004833,132750666,,,6,2023-12-20,0000-00-00,0
8321684,131334153,132753434,,,51,2021-02-24,,0
8321780,131523821,126128392,,,1,2021-02-24,,0
8321957,126005405,126405460,,,2,2021-02-25,,0
8321960,126005405,126005409,,,1,2021-02-25,,0
8322092,126047580,126329338,,,1,2021-02-25,,0
8322095,126047580,126005725,,,1,2021-02-25,,0
8322251,132773570,126405460,,,6,2021-01-28,,0
8322891,132839805,132839535,,,6,2020-10-12,0000-00-00,0
8322918,132648422,130564748,,,41,2021-03-01,,0
8323452,132860823,126004749,,,,2021-03-02,2021-06-22,0
8323557,132861822,126004729,,,6,2021-02-12,,0
8323805,132871160,126119347,,,8,2021-03-03,,0
8323808,126119347,132536562,,,8,2021-03-03,,0
8323967,132668636,132874910,,,3,0000-00-00,,0
8324091,130053240,129255915,,,8,2021-03-04,,0
8324952,128779182,128779250,,,1,2021-03-08,,0
8325408,132974720,126004593,,,8,2021-03-09,2022-03-01,0
8325611,126710225,128678727,,,6,2023-12-31,0000-00-00,0
8325614,128678727,126485138,,,6,2019-01-29,2024-11-28,0
8325921,132717668,132995400,,,3,0000-00-00,,0
8326251,132996582,126005905,,,6,2020-01-01,0000-00-00,0
8326995,127072140,132999417,,,69,0000-00-00,0000-00-00,0
8327720,126171961,126006419,,,3,2021-03-16,,0
8327945,133000802,126119347,,,8,2021-03-17,,0
8327951,128696121,126424694,,,6,2020-06-02,2022-03-15,0
8331893,126219098,133098170,,,8,0000-00-00,,0
8331896,126219098,126004745,,,8,2021-03-19,,0
8331929,133098356,126176305,,,6,2020-07-27,,0
8332037,128858493,133098884,,,3,0000-00-00,,0
8332040,128858493,133098884,,,3,2021-03-19,,0
8338541,126047559,133126784,,,8,0000-00-00,,0
8339249,133161167,131620280,,,11,2021-03-23,,0
8339378,132899996,133161902,,,1,0000-00-00,,0
8339385,133162017,133162023,,,6,2020-12-01,2021-08-24,0
8339747,133169799,133162017,,,8,2021-03-24,2022-01-01,0
8347379,133390349,133390352,,,9,2013-04-22,0000-00-00,0
8347736,133407818,130533554,,,2,2021-04-01,,0
8348478,131835725,133509162,,,3,0000-00-00,,0
8348636,131835725,133512878,,,1,0000-00-00,,0
8348958,133526967,133526964,,,69,2023-09-25,0000-00-00,0
8348966,136349627,133526964,,,6,2016-10-01,,0
8349005,133527087,133527089,,,3,0000-00-00,0000-00-00,0
8349764,129405534,133545920,,,3,0000-00-00,,0
8350298,133618079,126008884,,,8,2021-04-12,,0
8350356,126234811,128861108,,,3,2021-04-12,,0
8351061,133643964,126005433,,,6,2021-04-02,0000-00-00,0
8351127,133644765,133644768,,,6,2021-01-28,2022-11-15,0
8351160,126019248,126131965,,,6,2020-03-10,2023-09-01,0
8351661,126112743,126004981,,,8,2021-04-15,,0
8351865,133544145,131618151,,,1,2021-04-15,,0
