risico_id,nummerplaat,merk,merkcode,model,modelcode,typevoertuig,gebruik,chassis,pvg,eupvg,adr,bouwjaar,vermogen,vermogen_eenheid,aandrijving,brandstof,aantal_deuren,cabrio,sportwagen,terreinwagen,coupe,financiering,cataloguswaarde,catalogusmetbtw,biv,teverzekeren,toebehoren,isbestuurder,in_rust,bonus_malus,bonus_malus_aangepast,ingebruikstelling,cilinder,zitplaatsen,stalling,modeljaar,febiacid,tweedehands,facturatiewaarde
22572345,1YHN036,BMW,,520D,,,11,WBAFW11060DU30859,,,,0,120,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,2020-11-24,2011-12-08,0,5,,,,0,
22572516,1YSC658,VOLKSWAGEN,,GOLF,,VP,12,WVWZZZ1KZBW279901,465595,,,2011,77,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,1,2020-11-24,2011-05-05,0,5,,,,0,
22575731,1YMF958,MERCEDES,,VITO,,VP,12,WDF63960313105225,405087,,,2004,110,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,9,2020-11-30,2004-11-25,0,7,,,,0,
22576092,1YSC814,ROVER,,75,,,11,SARRJHLKYYM138910,,,,0,110,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,10,2020-11-26,2000-06-22,0,5,,,,0,
22579269,1ACZ625,VOLKSWAGEN,,TOURAN,,VP,12,WVGZZZ1TZDW033304,,,,2013,103,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2013-07-18,0,4,,,,0,
22581132,1WSW350,FORD,,TRANSIT,,VP,12,WF0XXXTTGXGD15358,,,,2016,96,1,,,0,0,0,0,0,0,20243.80,0.00,0.00,20243.80,0.00,1,0,0,2020-11-30,2016-09-15,0,6,,,,0,
22581591,1FJB974,PEUGEOT,,PARTNER,,,11,VF37BBHW6HJ724902,,,,0,55,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-1,2020-11-30,2018-01-04,0,5,,,,0,
22586529,1RXY009,MERCEDES,,SPRINTER,,CT,64,WDB9066331P383424,,,,2017,105,1,,2,0,0,0,0,0,0,37507.00,0.00,0.00,37507.00,0.00,0,0,-2,2020-12-16,2017-03-22,0,3,,,,0,
22592364,1XTL119,MERCEDES,,SPRINTER,,,64,W1V9076331P220665,,,,0,105,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,47190.00,0.00,0,0,-2,2020-12-16,2020-05-15,0,3,,,,0,
22592589,1YTD158,RENAULT,,MEGANE,,VP,12,VF1JMKD0640112128,404551,,,2008,85,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-2,2020-12-04,2008-06-26,0,5,,,,0,
22593459,1YTE399,FORD,,FIESTA,,VP,12,WF0BXXGAJB1G67667,974521,,,2001,44,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2020-12-04,2001-10-08,0,5,,,,0,
22598985,1YTK390,MERCEDES,,SPRINTER,,CT,31,WDB9066331S476219,U01840,,,2010,95,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,13,2022-11-21,2010-06-14,0,3,,,,0,
22599306,1YSA255,MAN,,VRACHTWAGEN/CAMION,,CV,31,WMAH06ZZ56G183860,,,,2005,257,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,2020-12-08,2005-12-01,0,3,,,,0,
22599906,1YTL603,PEUGEOT,,206,,,11,VF32AKFXP40943386,,,,0,55,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2020-12-08,2000-08-07,0,5,,,,0,
22600446,DIV,OPEL,,ZAFIRA,,,11,W0LPE9ECXC2049382,,,,0,103,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,11,2020-12-08,2012-03-01,0,5,,,,0,
22600458,1RBJ509,MERCEDES,,SPRINTER,,,64,WDB9036221R177539,,,,0,80,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-2,2020-12-16,2000-11-02,0,3,,,,0,
22601822,1YTP214,PEUGEOT,,BOXER,,CT,31,VF3YDCNFC12P51050,,,,2020,103,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,31874.71,0.00,0,0,5,2023-01-06,2020-11-15,0,3,,,,0,
22603811,,MERCEDES,,"E 220",,,11,,,,,0,120,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,46144.56,0.00,0,0,-2,2020-12-10,2016-04-05,0,5,,,,0,
22605794,1YTT778,CITROEN,,BERLINGO,,,64,VR7EFYHWCLJ883947,,,,0,55,1,,2,0,0,0,0,0,0,13046.28,0.00,0.00,13046.28,0.00,0,0,0,2020-12-11,2020-12-10,0,3,,,,0,
22606536,,MERCEDES,,"G 350",,,11,,,,,0,180,1,,2,0,0,0,0,0,0,91960.00,0.00,0.00,91960.00,0.00,0,0,-2,2020-12-11,2021-01-15,0,5,,,,0,
22610415,DIV,MERCEDES,,"EQE 350",,,11,"NIET BEKEND",,,,0,215,1,,4,0,0,0,0,0,0,91960.00,0.00,0.00,95711.00,0.00,0,0,-2,2020-12-15,2022-10-08,0,5,,,,0,
22610418,1NPZ876,MERCEDES,,"E 220",,,11,WDD2120011B325436,,,,0,120,1,,2,0,0,0,0,0,0,38136.00,0.00,0.00,38136.00,0.00,0,0,-2,2020-12-15,2016-04-05,0,5,,,,0,
22610805,1WFL983,VOLKSWAGEN,,CADDY,,CT,64,WV1ZZZ2KZKX054593,,,,2019,75,1,,2,0,0,0,0,0,0,14708.30,0.00,0.00,14708.30,0.00,0,0,7,2020-12-15,2019-05-01,1968,1,,,,0,
22610808,1WPR703,VOLKSWAGEN,,CRAFTER,,CT,64,WV1ZZZSYZK9065064,,,,2019,130,1,,2,0,0,0,0,0,0,55807.00,0.00,0.00,55807.00,0.00,0,0,-2,2020-12-15,2019-08-01,1968,2,,,,0,
22612182,1YUD322,FORD,,C-MAX,,,11,WF0HXXWPBHCR33691,,,,0,120,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2020-12-16,2012-04-02,0,5,,,,0,
22613198,,MITSUBISHI,,GRANDIS,,VP,11,JMBLRNA4W6Z002327,406544,,,2006,121,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-2,2020-12-16,2006-07-13,0,6,,,,0,
22614804,1WVM781,VOLKSWAGEN,,TIGUAN,,VP,12,WVGZZZ5NZGW301396,,,,2016,110,1,,2,0,0,0,0,0,0,41717.40,0.00,0.00,20661.16,0.00,1,0,0,0000-00-00,2016-09-26,0,4,,,,0,
22618494,1YUL576,FORD,,"TRANSIT CUSTOM",,CT,64,WF0ZXXTTGZLS08656,,,,2020,96,1,,2,0,0,0,0,0,0,26790.00,0.00,0.00,26790.00,0.00,0,0,0,0000-00-00,2020-12-18,0,2,,,,0,
22618890,1YUQ268,OPEL,,ASTRA,,VP,12,W0L0TGF08W5242018,984085,,,1998,48,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,1,2022-01-10,1998-07-08,0,5,,,,0,
22625849,1TPT490,OPEL,,ZAFIRA,,AC,12,W0L0AHM757G073239,,,,2007,74,1,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2020-12-24,2007-04-26,0,7,,,,0,
22627311,DIV,AUDI,,A4,,VP,11,WAUZZZ8DZWA163299,,,,1998,66,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0000-00-00,1998-04-21,0,4,,,,0,
22629528,1YVE410,CITROEN,,C4,,VP,11,VF7LCNFUC74531063,,,,2006,80,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2006-08-31,0,4,,,,0,
22634561,1YVP417,VOLKSWAGEN,,GOLF,,VP,12,WVWZZZ1KZBW127781,,,,2010,66,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2010-11-16,0,4,,,,0,
22637297,1YVR776,DACIA,,,,CT,64,UU1F6720X66625587,,,,2021,55,1,,2,0,0,0,0,0,0,10873.74,0.00,0.00,10873.74,0.00,0,0,0,0000-00-00,2021-01-04,0,1,,,,0,
22638188,1VXT766,VOLVO,,S80,,VP,12,YV1AS73CDF1189283,,,,2014,133,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-01-05,2014-11-11,0,5,,,,0,
22654593,1YWE612,MERCEDES,,SPRINTER,,CT,12,WDB9036631R873141,V94598,,,2005,95,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-01-08,2005-10-28,0,3,,,,0,
22656930,1YWH048,FORD,,FIESTA,,,12,WF0JXXGAJJAU78934,,,,0,70,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-01-13,2010-07-05,0,5,,,,0,
22656989,1YWC015,PEUGEOT,,PARTNER,,CT,31,VR3EFYHZRLJ965784,,,,0,96,1,,2,0,0,0,0,0,0,22417.67,0.00,0.00,22417.67,0.00,0,0,-2,2021-01-11,2021-01-07,0,5,,,,0,
22657476,1PJE333,OPEL,,COMBO,,,12,W0L0XCF0653060831,,,,0,66,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-01-11,2005-07-19,0,5,,,,0,
22658463,ZAAA017,DIVERS,,,,,,DIVERSE,,,,0,0,,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,2021-01-12,0000-00-00,0,0,,,,0,
22658468,1PJE333,OPEL,,CORSA,,,12,W0L0XCF0844232564,,,,0,55,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-01-12,2004-03-09,0,5,,,,0,
22661663,1YBC414,FORD,,TRANSIT,,,64,WF0EXXTTREKM31756,,,,0,125,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,36050.00,0.00,0,0,4,2021-01-28,2020-07-06,0,3,,,,0,
22665072,1WML395,FORD,,S-MAX,,,11,WF0SXXGBWS6J17628,,,,0,103,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,11,2021-01-13,2006-07-12,0,5,,,,0,
22665285,1UPZ198,SKODA,,FABIA,,VP,11,TMBAA25J4A3155052,,,,0,44,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2023-11-29,2010-03-02,0,5,,,,0,
22665546,,BMW,,SERIE-3,,VP,12,WBAAL11050AX12172,401305,,,2000,77,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-2,2021-01-13,2000-03-17,0,5,,,,0,
22666517,1YWN975,"LAND ROVER",,"RANGE ROVER SPORT",,VP,12,SALWA2KFXGA650262,,,,2016,190,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,2,2021-01-14,2016-04-13,0,5,,,,0,
22667478,1YWT558,MERCEDES,,"SERIE C",,VP,12,WDD2050131R544658,,,,2019,143,1,,8,0,0,0,0,0,0,0.00,0.00,0.00,35123.14,0.00,1,0,-2,2021-01-14,2019-11-22,0,5,,,,0,
22669577,1CNS795,RENAULT,,TALISMAN,,AC,11,VF1RFD00954628134,,,,2016,96,1,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2016-11-03,0,6,,,,0,
22671770,1XNM387,VOLKSWAGEN,,GOLF,,,12,WVWZZZAUZDP054869,,,,0,77,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,9,2021-01-15,2013-03-18,0,5,,,,0,
22688954,1FJH619,MERCEDES,,"SERIE E",,VP,12,WDB2100071B353978,400897,,,2001,85,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-12-16,2001-08-31,0,5,,,,0,
22691784,1SZV891,FIAT,,DUCATO,,CT,64,ZFA25000002E73730,,,,2017,110,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0000-00-00,2017-08-31,0,2,,,,0,
22692072,1YXT630,CITROEN,,JUMPER,,CT,64,VF7YCBNFC12R68920,,,,2021,103,1,,2,0,0,0,0,0,0,23384.95,0.00,0.00,23384.95,0.00,0,0,0,0000-00-00,2021-01-08,0,2,,,,0,
22692671,1XUN661,MERCEDES,,"SERIE E",,VP,11,WDD2120031A809885,,,,2013,150,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2013-06-25,0,4,,,,0,
22692761,1DHE920,BMW,,SERIE-3,,VP,12,WBABD31010PK88838,404424,,,2005,141,1,,1,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-01-26,2005-12-08,0,5,,,,0,
22696052,1YXZ400,MERCEDES,,"SERIE B",,VP,12,WDD2462081J472213,,,,2018,100,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,18036.16,0.00,1,0,-2,2021-01-27,2018-03-27,0,5,,,,0,
22697294,2AAA884,OPEL,,CORSA,,VP,12,W0L0XCF6814055598,402001,,,2001,43,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,7,2021-01-28,2001-03-22,0,5,,,,0,
22698632,1LTK774,CITROEN,,C3,,VP,12,VF7HBKFVB28017392,,,,2004,54,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2004-01-15,0,3,,,,0,
22699271,2AAB927,PEUGEOT,,BOXER,,CT,31,VF3YCPMFC12044205,U20516,,,2011,130,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-2,2021-01-28,2011-10-12,0,3,,,,0,
22699301,2AAE247,PEUGEOT,,PARTNER,,VP,12,VF37BBHW6GJ791436,411956,,,2016,55,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-2,2021-01-28,2016-09-23,0,3,,,,0,
22703600,2AAL094,CITROEN,,BERLINGO,,VP,12,VF7MFKFXF65439448,401222,,,2000,55,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-02-01,2000-04-17,0,5,,,,0,
22706871,2AAR284,BMW,,SERIE-4,,VP,12,WBA4K91030BB50526,,,,2017,190,1,,2,0,0,1,0,0,0,0.00,0.00,0.00,30578.51,0.00,1,0,-2,2021-02-02,2017-07-31,0,5,,,,0,
22710302,1XSH150,FORD,,"TRANSIT CUSTOM",,CT,31,WF0ZXXTTGZLR12743,,,,2020,96,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-02-03,2020-04-30,0,5,,,,0,
22723760,1WVV878,PEUGEOT,,PARTNER,,CT,31,VF37BBHW6GJ791436,,,,0,55,1,,2,0,0,0,0,0,0,16500.00,0.00,0.00,16500.00,0.00,0,0,8,2021-02-08,2016-09-23,0,2,,,,0,
22724366,2ABD043,CITROEN,,BERLINGO,,VP,12,VF77J9HP0EJ561750,,,,2016,68,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-02-05,2016-07-05,0,5,,,,0,
22725662,1WQF596,BMW,,SERIE-5,,VP,12,WBA5E310X0G040744,,,,2015,110,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,1,2025-02-25,2015-09-21,0,5,,,,0,
22735820,2ABD846,PEUGEOT,,108,,VP,12,VF3PSCFB7LR074536,,,,2021,53,1,,1,0,0,0,0,0,0,12132.23,0.00,0.00,8964.46,0.00,0,0,0,0000-00-00,2021-02-05,0,3,,,,0,
22737999,TUGRA40,"LAND ROVER",,"RR SPORT",,,11,SALWA2BW6MA771754,,,,0,183,1,,2,0,0,0,0,0,0,69421.48,0.00,0.00,69421.48,0.00,0,0,-2,2021-02-09,2021-02-08,0,5,,,,0,
22739007,1UCS661,"ALFA ROMEO",,146,,VP,12,ZAR93000004109356,964189,,,1997,76,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-02-09,1997-05-30,0,5,,,,0,
22744613,AAKBAS,MERCEDES,,"GLS 350",,,12,WDC1668241A958489,,,,0,190,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,67999.00,0.00,1,0,0,2021-02-12,2017-06-28,0,5,,,,0,
22749021,2ACA771,FIAT,,BRAVO,,VP,12,ZFA19800004221803,410668,,,2009,66,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-02-16,2009-12-28,0,5,,,,0,
22759007,1XNM387,"LAND ROVER",,"RR SPORT",,,11,SALWA2KF7EA306708,,,,0,215,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-02-17,2014-01-02,0,5,,,,0,
22760883,,OPEL,,ZAFIRA,,VP,11,W0L0AHM757G107196,,,,2007,74,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0000-00-00,2007-04-13,0,6,,,,0,
22760892,2ACK424,OPEL,,ZAFIRA,,VP,11,W0L0AHM757G107196,,,,2007,74,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0000-00-00,2007-04-13,0,6,,,,0,
22761146,2ACL007,KIA,,RIO,,VP,12,KNEDC221226138802,402362,,,2001,55,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,10,2021-02-18,2001-12-21,0,5,,,,0,
22769654,2ABX640,BMW,,X5,,,11,WBATA610609E68547,,,,0,155,1,,7,0,0,0,0,0,0,83388.44,0.00,0.00,83388.44,0.00,0,0,0,2021-02-22,2021-02-12,0,5,,,,0,
22770534,2ACV314,PEUGEOT,,206,,,11,VF32AKFXP40904195,,,,0,55,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,5,2021-03-30,2000-05-06,0,5,,,,0,
22772633,2ACX751,MERCEDES,,"SERIE C",,VP,11,WDD2050131R544658,,,,2019,143,1,,8,0,0,0,0,0,0,53000.00,0.00,0.00,53000.00,0.00,0,0,-2,2021-02-23,2019-11-22,0,4,,,,0,
22773968,2ACZ955,VOLKSWAGEN,,CADDY,,VP,12,WV2ZZZ2KZDX082460,408417,,,2013,55,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,2021-02-24,2013-01-31,0,5,,,,0,
22773979,2ADA002,VOLKSWAGEN,,POLO,,VP,12,WVWZZZ6NZYY605657,400944,,,2000,44,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,8,2021-02-24,2000-03-22,0,5,,,,0,
22774082,2ADA318,OPEL,,CORSA,,,11,W0L0SDL68E4076500,,,,0,48,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-02-25,2014-02-10,0,5,,,,0,
22774223,1DUX804,SEAT,,ALHAMBRA,,VP,12,VSSZZZ7MZAV504988,,,,2010,85,1,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-02-24,2010-02-11,0,6,,,,0,
22789097,2ADS204,VOLKSWAGEN,,CADDY,,VP,64,WV2ZZZ2KZDX082460,408417,,,2013,55,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,5,2026-03-06,2013-01-31,0,3,,,,0,
22789224,2ADV280,RENAULT,,ESPACE,,VP,12,VF1RFC00155530834,,,,2016,118,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-03-03,2016-04-19,0,7,,,,0,
22789256,2ADV421,RENAULT,,MASTER,,CT,64,VF1VB000465129305,U20594,,,2020,107,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,7,2021-03-03,2020-09-10,0,2,,,,0,
22797267,1YGQ583,BMW,,SERIE-3,,VP,12,WBAVA51040KV29757,904743,,,2007,95,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,11,2022-11-22,2007-09-13,0,5,,,,0,
22798473,2AEJ752,PEUGEOT,,206,,VP,12,VF32AKFXP40943386,400186,,,2000,55,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,2021-03-09,2000-08-07,0,5,,,,0,
22802177,2AEM056,BMW,,SERIE-8,,VP,12,WBAGV41040BP45891,,,,2019,250,1,,1,0,0,1,0,0,0,80504.00,0.00,0.00,80504.00,0.00,0,0,-2,2021-03-11,2019-10-11,0,5,,,,0,
22805343,2AEV428,PEUGEOT,,PARTNER,,,64,VR3EFYHZRMN507462,,,,0,96,1,,2,0,0,0,0,0,0,17421.49,0.00,0.00,17421.49,0.00,0,0,3,2023-09-22,2021-03-11,0,3,,,,0,
22811811,2AFE958,NISSAN,,PIXO,,VP,11,MBHHFD31S00230280,,,,2009,50,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0000-00-00,2009-12-22,0,3,,,,0,
22812611,2AFG358,MERCEDES,,"SERIE A",,VP,12,WDD1690071J350472,407142,,,2006,80,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,11,2021-10-21,2006-08-28,0,5,,,,0,
22812951,2AEZ586,PEUGEOT,,PARTNER,,CT,64,VR3EFYHYCLJ852848,,,,2021,75,1,,2,0,0,0,0,0,0,18810.00,0.00,0.00,14937.69,0.00,0,0,4,2022-12-13,2021-03-13,0,1,,,,0,
22814456,1AEV428,PEUGEOT,,PARTNER,,,64,VR3EFYHZRMN507462,,,,0,96,1,,2,0,0,0,0,0,0,17421.49,0.00,0.00,17421.49,0.00,0,0,0,2021-03-17,2021-03-11,0,3,,,,0,
22815375,SBMD739,SYM,,X'PRO,,L2,11,LXMAEA101LXA59014,,,,2021,0,,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0000-00-00,2021-03-09,49,0,,,,0,
22902195,2AFS739,RENAULT,,CLIO,,VP,12,VF17RB20A57095475,984156,,,2017,66,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-03-19,2017-02-09,0,5,,,,0,
22902398,2AFS191,PEUGEOT,,PARTNER,,CT,64,VF37B9HF0EN545268,U01798,,,2015,66,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,11,2021-10-21,2015-01-27,0,1,,,,0,
22903091,2AFU921,RENAULT,,MASTER,,CT,64,VF1VB000964456367,,,,2020,110,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,7,2021-03-22,2020-05-12,0,4,,,,0,
22903388,1XUN661,VOLKSWAGEN,,PASSAT,,VP,11,WVWZZZ3CZGE142125,,,,2016,140,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,1,2022-04-13,2016-02-17,0,4,,,,0,
22903493,1VUC031,JAGUAR,,XF,,VP,12,SAJAA0534BNS07731,413633,,,2011,155,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-03-22,2011-02-01,0,5,,,,0,
22903700,2AEN314,MERCEDES,,TREKKER/TRACTEUR,,TR,31,WDB9634031L866458,,,,2014,330,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,2021-03-22,2014-06-13,0,3,,,,0,
22947942,,VOLKSWAGEN,,POLO,,VP,12,WVWZZZ6NZYY604950,,,,2000,44,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2000-03-30,0,4,,,,0,
22984455,2AGF053,MAN,,TREKKER/TRACTEUR,,TR,31,WMA06XZZOEPO49337,,,,2013,324,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,2021-03-26,2013-12-19,0,3,,,,0,
22984530,2AGP066,MERCEDES,,"SERIE CLK",,VP,12,WDB2094421T032579,404026,,,2005,120,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-03-26,2005-02-08,0,4,,,,0,
23059751,2AGZ361,RENAULT,,KANGOO,,VP,12,VF1KCTEEF35609899,408049,,,2006,50,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-03-31,2006-07-11,0,5,,,,0,
23059853,1PLH443,DAF,,,,TR,41,XLRTEH4300G113294,,,,2016,340,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,70000.00,0.00,0,0,0,2021-03-31,2016-08-02,0,3,,,,0,
23060012,,AUDI,,A6,,VP,12,WAUZZZ4G4JN134200,,,,2018,240,1,,2,0,0,1,0,0,0,0.00,0.00,0.00,32600.00,0.00,1,0,0,2021-03-31,2018-01-01,0,5,,,,0,
23060567,1YWD728,RENAULT,,TRAFIC,,CT,64,VF1FL000164461127,,,,2020,88,1,,2,0,0,0,0,0,0,18008.00,0.00,0.00,18008.00,0.00,0,0,0,0000-00-00,2020-01-06,0,2,,,,0,
23068322,1YQT731,NISSAN,,NT400,,CT,64,VWASXTF24H7207355,,,,2018,96,1,,,0,0,0,0,0,0,46000.00,0.00,0.00,46000.00,0.00,0,0,0,0000-00-00,2018-08-28,0,2,,,,0,
23068358,2AHD579,RENAULT,,KADJAR,,AC,11,VF1RFE00X54097564,,,,2015,81,1,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0,0000-00-00,2015-12-24,0,6,,,,0,
23069409,1DHE920,OPEL,,ASTRA,,VP,12,W0L0TGF48X6029487,984085,,,1998,48,1,,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-04-06,1998-11-09,0,5,,,,0,
23071355,2AGU662,BMW,,SERIE-1,,VP,12,WBA7N510807F91049,,,,2020,140,1,,2,0,0,1,0,0,0,0.00,0.00,0.00,28512.40,0.00,1,0,-2,2021-04-07,2020-03-19,0,5,,,,0,
23076246,2AHY128,OPEL,,MOVANO,,CT,31,W0VMR8605MB245275,,,,2021,100,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,21789.74,0.00,0,0,-2,2021-04-09,2021-04-09,0,3,,,,0,
23077694,2AHU428,VOLVO,,XC40,,VP,12,YV1XZL4VDM2494407,,,,2021,95,1,,1,0,0,0,0,0,0,29338.84,0.00,0.00,28722.51,0.00,0,0,-2,2021-04-12,2021-04-01,0,4,,,,0,
23083329,2AJJ118,AUDI,,A7,,VP,12,WAUZZZ4G4BN009344,,,,2011,150,1,,2,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-04-14,2011-02-23,0,5,,,,0,
23083695,2AJJ899,BMW,,118D,,,11,WBAUD71000P439913,,,,0,105,1,,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-06-17,2010-08-20,0,5,,,,0,
23085788,2AJN252,SMART,,FORTWO,,VP,12,WME4513801K101401,411602,,,2008,52,1,,1,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,1,2021-04-15,2008-11-04,0,2,,,,0,
23087543,1YAP619,MERCEDES,,"SERIE GLE",,VP,11,WDC1671191A115751,,,,2020,180,1,,2,0,0,0,0,0,0,58628.00,0.00,0.00,58628.00,0.00,0,0,0,0000-00-00,2020-06-22,0,4,,,,0,
23087549,,AUDI,,A7,,VP,12,WAUZZZ4G9DN036476,,,,2012,150,1,,2,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-2,2021-04-16,2012-08-09,0,5,,,,0,
