rh_id,reknr_id,afschriftnr,datum,eind_datum,saldo_begin,saldo_einde,omschrijving
3909,225,215,2018-11-28,2018-11-28,45471.38,18483.21,
3916,225,216,2018-11-29,2018-11-29,18483.21,20023.21,
3921,225,217,2018-11-30,2018-11-30,20023.21,20960.67,
3926,225,218,2018-12-03,2018-12-03,20960.67,24697.03,
3933,225,219,2018-12-04,2018-12-04,24697.03,28947.41,
3940,225,220,2018-12-05,2018-12-05,28947.41,31240.98,
3946,142,32,2018-11-08,2018-12-05,320.14,10.96,
3951,142,33,2018-11-15,2018-12-05,10.96,61.20,
3955,225,221,2018-12-06,2018-12-06,31240.98,29962.21,
3960,225,222,2018-12-07,2018-12-07,29962.21,33956.98,
3965,225,223,2018-12-08,2018-12-08,33956.98,35440.43,
3968,225,224,2018-12-11,2018-12-11,35440.43,41245.92,
3970,2,42,2018-11-26,2018-12-11,8655.44,900.23,
3975,225,225,2018-12-12,2018-12-12,41245.92,41347.80,
3978,225,226,2018-12-13,2018-12-13,41347.80,41298.76,
3985,225,227,2018-12-14,2018-12-14,41298.76,43371.09,
3990,225,228,2018-12-15,2018-12-15,43371.09,46010.35,
3995,225,229,2018-12-18,2018-12-18,46010.35,84183.19,
4000,225,230,2018-12-19,2018-12-19,84183.19,88301.69,
4007,225,231,2018-12-20,2018-12-20,88301.69,90883.32,
4016,229,63,2018-11-17,2018-11-17,1615.99,1458.01,
4020,229,64,2018-11-29,2018-11-29,1458.01,458.01,
4022,229,65,2018-12-07,2018-12-07,458.01,528.01,
4027,229,66,2018-12-10,2018-12-10,528.01,449.02,
4030,229,67,2018-12-11,2018-12-11,449.02,441.05,
4035,229,68,2018-12-19,2018-12-19,441.05,391.05,
4044,229,0,2018-12-20,2018-12-20,391.05,512.77,
4047,225,232,2018-12-21,2018-12-21,90883.32,61529.58,
4049,142,34,2018-12-07,2018-12-31,61.20,354.72,
4054,142,35,2018-12-17,2018-12-31,354.72,26.29,
4057,225,233,2018-12-31,2018-12-31,61529.58,87080.53,
4062,225,234,2018-12-31,2018-12-31,87080.53,93040.39,
4067,225,1,2019-01-03,2019-01-03,93040.39,97644.18,
4069,142,36,2018-12-28,2019-01-04,26.29,101.62,
4071,225,2,2019-01-04,2019-01-04,97644.18,96892.70,
4074,229,1,2019-01-02,2019-01-02,1472.77,2591.88,
4079,229,2,2019-01-03,2019-01-03,2591.88,4806.10,
4081,229,70,2018-12-30,2018-12-30,512.77,1472.77,
4086,225,3,2019-01-07,2019-01-07,96892.70,104425.61,
4092,225,4,2019-01-08,2019-01-08,104425.61,105397.15,
4101,225,5,2019-01-09,2019-01-09,105397.15,108202.62,
4106,2,43,2018-12-11,2019-01-09,900.23,1329.00,
4107,2,1,2019-01-01,2019-01-09,1329.00,6587.39,
4111,225,6,2019-01-10,2019-01-10,108202.62,109047.75,
4119,225,7,2019-01-11,2019-01-11,109047.75,107497.70,
4122,2,2,2019-01-10,2019-01-11,6587.39,60.02,
4129,225,8,2019-01-12,2019-01-12,107497.70,111849.82,
4134,225,9,2019-01-15,2019-01-15,111849.82,113817.63,
4141,225,10,2019-01-16,2019-01-16,113817.63,113077.90,
4146,255,1,2019-01-17,2019-01-17,154807.72,200000.00,
4151,225,11,2019-01-17,2019-01-17,113077.90,67803.42,
4157,225,12,2019-01-18,2019-01-18,67803.42,65893.17,
4164,225,13,2019-01-21,2019-01-21,65893.17,67714.08,
4169,225,14,2019-01-23,2019-01-23,67714.08,69196.11,
4171,225,15,2019-01-24,2019-01-24,69196.11,40987.75,
4174,2,3,2019-01-11,2019-01-24,60.02,435.76,
4178,225,16,2019-01-25,2019-01-25,40987.75,41128.36,
4183,225,17,2019-01-28,2019-01-28,41128.36,41763.92,
4191,225,18,2019-01-29,2019-01-29,41763.92,44463.84,
4196,142,1,2019-01-07,2019-01-29,101.62,178.09,
4201,142,2,2019-01-11,2019-01-29,178.09,268.77,
4203,142,3,2019-01-01,2019-01-29,268.77,258.97,
4212,225,19,2019-01-30,2019-01-30,44463.84,53007.46,
4216,225,20,2019-01-31,2019-01-31,53007.46,55932.85,
4221,2,4,2019-01-24,2019-01-31,435.76,668.37,
4224,225,21,2019-02-01,2019-02-01,55932.85,58378.30,
4229,225,22,2019-02-04,2019-02-04,58378.30,66845.97,
4236,2,0,2019-02-04,2019-02-04,0.00,0.00,
4242,225,23,2019-02-05,2019-02-05,66845.97,69602.94,
4247,225,24,2019-02-06,2019-02-06,69602.94,74592.72,
4252,225,25,2019-02-07,2019-02-07,74592.72,80792.83,
4256,229,3,2019-01-04,2019-01-04,4806.10,1006.10,
4258,229,4,2019-01-08,2019-01-08,1006.10,806.10,
4263,229,5,2019-01-10,2019-01-10,806.10,876.10,
4266,229,6,2019-01-18,2019-01-18,876.10,1027.05,
4269,229,7,2019-01-21,2019-01-21,1027.05,869.07,
4271,229,8,2019-01-29,2019-01-29,869.07,1704.07,
4276,229,9,2019-01-31,2019-01-31,1704.07,1703.02,
4279,229,10,2019-02-04,2019-02-04,1703.02,703.02,
4283,229,11,2019-02-05,2019-02-05,703.02,782.93,
4284,225,26,2019-02-08,2019-02-08,80792.83,81060.74,
4289,225,27,2019-02-11,2019-02-11,81060.74,75172.87,
4291,225,28,2019-02-12,2019-02-12,75172.87,77473.88,
4293,225,29,2019-02-13,2019-02-13,77473.88,77582.43,
4298,225,30,2019-02-14,2019-02-14,77582.43,80385.99,
4301,225,31,2019-02-15,2019-02-15,80385.99,80817.82,
4303,225,32,2019-02-18,2019-02-18,80817.82,82989.26,
4307,225,33,2019-02-19,2019-02-19,82989.26,80354.30,
4308,225,34,2019-02-20,2019-02-20,80354.30,80985.78,
4311,225,35,2019-02-21,2019-02-21,80985.78,81686.86,
4313,225,36,2019-02-22,2019-02-22,81686.86,82862.91,
4317,225,37,2019-02-24,2019-02-24,82862.91,51923.47,
4321,225,38,2019-02-26,2019-02-26,51923.47,53954.45,
4323,225,39,2019-02-27,2019-02-27,53954.45,56220.62,
4328,225,40,2019-02-28,2019-02-28,56220.62,56875.20,
4333,225,41,2019-03-01,2019-03-01,56875.20,59491.63,
4334,225,42,2019-03-04,2019-03-04,59491.63,60095.48,
4341,225,43,2019-03-05,2019-03-05,60095.48,61219.98,
4347,2,5,2019-01-31,2019-03-05,668.37,148.32,
4351,2,6,2019-02-05,2019-02-14,148.32,10314.51,
4356,225,44,2019-03-06,2019-03-06,61219.98,63395.44,
4357,225,45,2019-03-07,2019-03-07,63395.44,61574.85,
4361,225,46,2019-03-08,2019-03-08,61574.85,61771.96,
4364,225,47,2019-03-11,2019-03-11,61771.96,65804.32,
4370,225,48,2019-03-12,2019-03-12,65804.32,68183.52,
4378,225,49,2019-03-13,2019-03-13,68183.52,42672.13,
4386,225,50,2019-03-14,2019-03-14,42672.13,43778.50,
4388,2,7,2019-02-15,2019-03-14,10314.51,7838.42,
4393,377,1,2019-03-12,2019-03-14,0.00,110.68,
4395,225,51,2019-03-15,2019-03-15,43778.50,43365.39,
4396,2,8,2019-03-12,2019-03-15,7838.42,8093.59,
4400,142,5,2019-01-28,2019-03-15,258.97,569.34,
4405,142,5,2019-01-28,2019-03-15,569.34,69.34,
4410,142,6,2019-02-11,2019-03-15,69.34,582.29,
4413,142,7,2019-02-15,2019-03-15,582.29,30.54,
4416,142,8,2019-03-11,2019-03-15,30.54,339.24,
4418,229,12,2019-02-06,2019-02-06,782.93,781.88,
4420,229,13,2019-02-07,2019-02-07,781.88,737.38,
4425,229,14,2019-02-14,2019-02-14,737.38,730.94,
4430,229,15,2019-02-18,2019-02-18,730.94,623.58,
4435,229,16,2019-02-26,2019-02-26,623.58,796.58,
4440,229,17,2019-03-01,2019-03-01,796.58,776.58,
4447,229,18,2019-03-04,2019-03-04,776.58,746.58,
4452,229,19,2019-03-05,2019-03-05,746.58,830.67,
4453,229,20,2019-03-06,2019-03-06,830.67,1001.57,
4456,229,21,2019-03-09,2019-03-09,1001.57,995.08,
4458,229,22,2019-03-12,2019-03-12,995.08,1484.21,
4462,225,52,2019-03-18,2019-03-18,43365.39,43423.68,
4463,225,53,2019-03-19,2019-03-19,43423.68,46081.92,
4468,225,54,2019-03-20,2019-03-20,46081.92,44911.98,
4474,225,55,2019-03-21,2019-03-21,44911.98,45064.31,
4479,225,56,2019-03-22,2019-03-22,45064.31,45954.60,
4483,225,57,2019-03-25,2019-03-25,45954.60,48174.19,
4490,142,9,2019-03-13,2019-03-26,339.24,487.79,
4492,225,58,2019-03-27,2019-03-27,48174.19,15501.16,
4495,225,59,2019-03-28,2019-03-28,15501.16,29932.74,
4499,225,60,2019-03-29,2019-03-29,29932.74,28850.02,
4502,225,61,2019-03-30,2019-03-30,28850.02,33709.33,
4503,229,23,2019-03-25,2019-03-25,1484.21,1477.72,
4506,2,9,2019-03-20,2019-04-01,8093.59,7495.07,
4507,225,62,2019-04-02,2019-04-02,33709.33,37983.80,
4511,225,63,2019-04-03,2019-04-03,37983.80,41921.65,
4515,225,64,2019-04-04,2019-04-04,41921.65,42831.23,
4518,225,65,2019-04-05,2019-04-05,42831.23,44429.16,
4520,2,10,2019-03-31,2019-04-12,7495.07,35172.48,
4522,2,10,2019-04-11,2019-04-12,35172.48,33978.58,
4526,377,1,2019-03-27,2019-04-12,0.00,1117.44,
4530,2,11,2019-04-12,2019-04-15,33978.58,34527.87,
4534,142,10,2019-04-01,2019-04-15,487.79,375.77,
4535,225,66,2019-04-10,2019-04-10,44429.16,52386.61,
4536,225,67,2019-04-12,2019-04-12,52386.61,54069.58,
4540,225,68,2019-04-16,2019-04-16,54069.58,53242.92,
4543,225,69,2019-04-17,2019-04-17,53242.92,54016.79,
4547,225,70,2019-04-18,2019-04-18,54016.79,53822.44,
4550,225,71,2019-04-19,2019-04-19,53822.44,54822.44,
4551,229,24,2019-04-04,2019-04-04,1477.72,1471.23,
4554,229,25,2019-04-05,2019-04-05,1471.23,971.23,
4558,229,26,2019-04-08,2019-04-08,971.23,1119.98,
4559,229,27,2019-04-12,2019-04-12,1119.98,1254.98,
4562,225,72,2019-04-20,2019-04-20,54822.44,54873.62,
4566,377,1,2018-12-13,2019-04-23,0.00,1000.00,
4567,2,12,2019-04-15,2019-04-23,34527.87,32949.23,
4568,142,11,2019-04-11,2019-04-23,375.77,375.77,
4572,225,73,2019-04-24,2019-04-24,54873.62,56701.81,
4576,225,74,2019-04-25,2019-04-25,56701.81,18735.94,
4580,225,75,2019-04-26,2019-04-26,18735.94,21389.31,
4583,2,13,2019-04-23,2019-04-26,32949.23,27813.57,
4587,225,76,2019-04-29,2019-04-29,21389.31,29650.27,
4591,225,77,2019-04-30,2019-04-30,29650.27,33344.36,
4595,225,78,2019-05-02,2019-05-02,33344.36,37798.33,
4599,225,79,2019-05-03,2019-05-03,37798.33,40793.12,
4600,225,80,2019-05-04,2019-05-04,40793.12,42735.29,
4602,225,81,2019-05-07,2019-05-07,42735.29,40216.87,
4604,225,82,2019-05-08,2019-05-08,40216.87,41181.48,
4606,2,14,2019-04-25,2019-05-09,27813.57,30924.97,
4607,225,83,2019-05-10,2019-05-10,41181.48,41952.69,
4610,229,28,2019-04-24,2019-04-24,1254.98,1247.49,
4612,229,29,2019-04-30,2019-04-30,1247.49,1991.44,
4616,229,30,2019-05-02,2019-05-02,1991.44,491.44,
4620,229,31,2019-05-06,2019-05-06,491.44,484.95,
4624,229,32,2019-05-07,2019-05-07,484.95,580.78,
4628,229,33,2019-05-10,2019-05-10,580.78,1284.98,
4630,2,15,2019-05-07,2019-05-10,30924.97,42029.86,
4631,2,16,2019-05-10,2019-05-13,42029.86,31252.03,
4635,225,84,2019-05-11,2019-05-11,41952.69,42188.82,
4638,225,85,2019-05-14,2019-05-14,42188.82,45435.50,
4640,225,86,2019-05-15,2019-05-15,45435.50,44987.46,
4644,2,17,2019-05-14,2019-05-15,31252.03,26022.80,
4646,142,12,2019-05-06,2019-05-15,375.77,1186.86,
4647,225,87,2019-05-16,2019-05-16,44987.46,45084.47,
4650,225,88,2019-05-17,2019-05-17,45084.47,45979.77,
4652,134,8,2018-08-08,2019-05-17,15850.41,16172.77,
4656,134,9,2018-09-06,2019-05-17,16172.77,13672.77,
4660,134,10,2018-10-01,2019-05-17,11172.77,8172.77,
4664,134,12,2019-03-11,2019-05-17,8172.77,8586.29,
4668,134,13,2019-04-02,2019-05-17,8586.29,8804.16,
4671,134,14,2019-05-15,2019-05-17,8804.16,9957.41,
4672,225,89,2019-05-20,2019-05-20,45979.77,48499.81,
4676,225,90,2019-05-21,2019-05-21,48499.81,51155.38,
4679,225,91,2019-05-22,2019-05-22,51155.38,51985.68,
4682,134,15,2019-05-15,2019-05-22,9957.41,10764.70,
4684,225,92,2019-05-23,2019-05-23,51985.68,52069.03,
4688,225,93,2019-05-24,2019-05-24,52069.03,30898.01,
4692,2,18,2019-05-15,2019-05-24,26022.80,24718.58,
4696,225,94,2019-05-27,2019-05-27,30898.01,34876.96,
4700,225,95,2019-05-28,2019-05-28,34876.96,37011.06,
4703,225,96,2019-05-29,2019-05-29,37011.06,37262.13,
4706,225,97,2019-06-03,2019-06-03,37262.13,45599.08,
4708,225,98,2019-06-04,2019-06-04,45599.08,50254.58,
4712,225,99,2019-06-05,2019-06-05,50254.58,49468.27,
4716,225,100,2019-06-06,2019-06-06,49468.27,52230.62,
4719,142,13,2019-05-10,2019-06-06,1186.86,40756.62,
4723,142,14,2019-05-20,2019-06-06,40756.62,238.42,
4727,142,15,2019-05-27,2019-06-06,238.42,838.35,
4731,225,101,2019-06-07,2019-06-07,52230.62,57878.26,
4734,225,102,2019-06-08,2019-06-08,57878.26,59334.36,
4736,225,103,2019-06-12,2019-06-12,59334.36,63751.20,
4740,225,104,2019-06-13,2019-06-13,63751.20,61654.38,
4742,2,19,2019-05-20,2019-06-13,24718.58,43206.30,
4743,225,105,2019-06-14,2019-06-14,61654.38,62046.78,
4747,229,34,2019-05-11,2019-05-11,1284.98,1238.33,
4750,229,35,2019-05-16,2019-05-16,1238.33,1231.84,
4751,229,36,2019-05-17,2019-05-17,1231.84,1205.25,
4754,229,37,2019-05-27,2019-05-27,1205.25,1198.76,
4758,229,38,2019-05-28,2019-05-28,1198.76,1632.76,
4759,229,39,2019-06-04,2019-06-04,1632.76,1626.27,
4763,229,40,2019-06-13,2019-06-13,1626.27,1619.78,
4767,225,106,2019-06-17,2019-06-17,62046.78,65239.64,
4771,225,107,2019-06-18,2019-06-18,65239.64,66936.59,
4774,225,108,2019-06-19,2019-06-19,66936.59,68847.87,
4776,225,109,2019-06-20,2019-06-20,68847.87,70790.40,
4780,225,110,2019-06-21,2019-06-21,70790.40,71124.86,
4783,134,13,2019-04-02,2019-06-21,0.00,217.87,
4787,225,111,2019-06-24,2019-06-24,71124.86,72752.31,
4791,225,112,2019-06-25,2019-06-25,72752.31,75078.12,
4794,2,20,2019-06-13,2019-06-25,43206.30,43786.82,
4796,2,21,2019-06-14,2019-06-25,43786.82,37419.25,
4798,225,113,2019-06-26,2019-06-26,75078.12,74519.44,
4802,225,114,2019-06-27,2019-06-27,74519.44,45434.70,
4806,225,115,2019-06-28,2019-06-28,45434.70,50107.78,
4810,225,116,2019-06-29,2019-06-29,50107.78,50841.28,
4814,225,117,2019-06-30,2019-06-30,50841.28,51868.87,
4815,225,118,2019-07-02,2019-07-02,51868.87,53575.37,
4818,225,119,2019-07-03,2019-07-03,53575.37,65013.14,
4820,225,120,2019-07-04,2019-07-04,65013.14,63816.37,
4822,142,16,2019-06-04,2019-07-04,838.35,139.83,
4826,142,17,2019-06-12,2019-07-04,139.83,177.07,
4827,142,18,2019-07-01,2019-07-04,177.07,93.79,
4830,225,121,2019-07-05,2019-07-05,63816.37,67571.60,
4831,225,122,2019-07-06,2019-07-06,67571.60,69981.27,
4834,229,41,2019-06-14,2019-06-14,1619.78,1619.78,
4835,229,42,2019-06-25,2019-06-25,1619.78,1912.83,
4839,229,43,2019-07-04,2019-07-04,1912.83,1871.93,
4842,229,44,2019-07-05,2019-07-05,1871.93,1980.93,
4847,225,123,2019-07-09,2019-07-09,69981.27,70452.57,
4855,225,124,2019-07-10,2019-07-10,70452.57,74439.95,
4856,225,125,2019-07-11,2019-07-11,74439.95,70297.88,
4862,225,126,2019-07-12,2019-07-12,70297.88,71974.15,
4866,225,127,2019-07-15,2019-07-15,71974.15,70925.68,
4867,2,22,2019-06-25,2019-07-15,37419.25,43954.16,
4868,2,23,2019-07-08,2019-07-15,43954.16,44347.30,
4871,225,128,2019-07-16,2019-07-16,70925.68,71500.82,
4872,225,129,2019-07-17,2019-07-17,71500.82,72354.53,
4875,225,130,2019-07-18,2019-07-18,72354.53,73268.57,
4876,377,1,2019-07-13,2019-07-18,0.00,3095.94,
4879,225,131,2019-07-19,2019-07-19,73268.57,78058.58,
4883,225,132,2019-07-22,2019-07-22,78058.58,81289.53,
4884,225,133,2019-07-23,2019-07-23,81289.53,85431.17,
4888,225,134,2019-07-24,2019-07-24,85431.17,90272.03,
4891,225,135,2019-07-25,2019-07-25,90272.03,47914.85,
4895,2,23,2019-07-09,2019-07-25,44347.30,45081.97,
4898,2,24,2019-07-10,2019-07-25,45081.97,36056.85,
4899,2,25,2019-07-11,2019-07-25,36056.85,36237.64,
4902,2,26,2019-07-12,2019-07-25,36237.64,36499.99,
4906,2,27,2019-07-15,2019-07-25,36499.99,36995.18,
4910,2,28,2019-07-16,2019-07-25,36995.18,37150.21,
4911,2,29,2019-07-18,2019-07-25,37150.21,40066.10,
4912,2,30,2019-07-19,2019-07-25,40066.10,41385.46,
4916,225,136,2019-07-26,2019-07-26,47914.85,45567.08,
4919,225,137,2019-07-27,2019-07-27,45567.08,45817.08,
4923,225,138,2019-07-30,2019-07-30,45817.08,50094.58,
4926,225,139,2019-07-31,2019-07-31,50094.58,52157.48,
4928,225,140,2019-08-01,2019-08-01,52157.48,53636.24,
4932,225,141,2019-08-02,2019-08-02,53636.24,54236.21,
4934,2,0,2019-07-22,2019-08-02,41385.46,18767.10,
4938,142,19,2019-07-05,2019-08-06,93.79,492.75,
4942,142,20,2019-07-15,2019-08-06,492.75,16.54,
4943,142,21,2019-08-05,2019-08-06,16.54,160.19,
4947,2,29,2019-08-02,2019-08-07,18767.10,18782.73,
4951,2,30,2019-08-05,2019-08-07,18782.73,19155.81,
4955,225,142,2019-08-06,2019-08-06,54236.21,53713.23,
4959,225,143,2019-08-07,2019-08-07,53713.23,54720.73,
4963,225,144,2019-08-08,2019-08-08,54720.73,55752.76,
4967,225,145,2019-08-10,2019-08-10,55752.76,58985.58,
4971,377,1,2019-08-07,2019-08-12,0.00,509.65,
4974,225,146,2019-08-13,2019-08-13,58985.58,59468.55,
4978,2,31,2019-08-06,2019-08-13,19155.81,3304.26,
4980,2,32,2019-08-07,2019-08-13,3304.26,11541.45,
4983,2,33,2019-08-08,2019-08-13,11541.45,31577.01,
4987,2,34,2019-08-09,2019-08-13,31577.01,31669.75,
4991,2,35,2019-08-12,2019-08-13,31669.75,23520.37,
4995,225,147,2019-08-14,2019-08-14,59468.55,59757.76,
4998,225,148,2019-08-17,2019-08-17,59757.76,62217.56,
5000,225,149,2019-08-20,2019-08-20,62217.56,62593.59,
5004,225,150,2019-08-21,2019-08-21,62593.59,64749.73,
5008,225,151,2019-08-22,2019-08-22,64749.73,31741.29,
5010,225,152,2019-08-23,2019-08-23,31741.29,33570.60,
5014,2,36,2019-08-13,2019-08-23,23520.37,24190.09,
5018,2,37,2019-08-14,2019-08-23,24190.09,21856.38,
5019,2,38,2019-08-15,2019-08-23,21856.38,27641.22,
5023,2,39,2019-08-19,2019-08-23,27641.22,23531.21,
5026,225,153,2019-08-26,2019-08-26,33570.60,40834.22,
5030,225,154,2019-08-27,2019-08-27,40834.22,44078.51,
5032,225,155,2019-08-28,2019-08-28,44078.51,44497.56,
5034,225,156,2019-08-29,2019-08-29,44497.56,48681.74,
5038,225,157,2019-08-30,2019-08-30,48681.74,50522.66,
5039,225,158,2019-09-01,2019-09-01,50522.66,53270.79,
5043,225,159,2019-09-03,2019-09-03,53270.79,58945.27,
5047,225,160,2019-09-04,2019-09-04,58945.27,57579.34,
5051,225,161,2019-09-05,2019-09-05,57579.34,55610.04,
5052,225,162,2019-09-06,2019-09-06,55610.04,57113.62,
5055,225,163,2019-09-09,2019-09-09,57113.62,57480.73,
5058,225,164,2019-09-10,2019-09-10,57480.73,59015.45,
5060,2,40,2019-08-20,2019-09-10,23531.21,18641.14,
5064,2,41,2019-08-21,2019-09-10,18641.14,19143.21,
5068,2,42,2019-08-22,2019-09-10,19143.21,19145.25,
5072,2,43,2019-08-23,2019-09-10,19145.25,19277.25,
5076,2,44,2019-08-27,2019-09-10,19277.25,23203.58,
5079,225,165,2019-09-11,2019-09-11,59015.45,59821.30,
5080,225,166,2019-09-12,2019-09-12,59821.30,61346.03,
5082,225,167,2019-09-13,2019-09-13,61346.03,42700.41,
5084,229,45,2019-07-08,2019-07-08,1980.93,1954.09,
5088,229,46,2019-07-11,2019-07-11,1954.09,1947.60,
5092,229,47,2019-07-18,2019-07-18,1947.60,547.60,
5096,229,48,2019-07-29,2019-07-29,547.60,1031.34,
5100,229,0,2019-08-08,2019-08-08,1031.34,1024.85,
5104,229,50,2019-08-20,2019-08-20,1024.85,1306.49,
5108,229,51,2019-08-21,2019-08-21,1306.49,1973.49,
5112,229,52,2019-08-22,2019-08-22,1973.49,1960.51,
5116,229,53,2019-09-05,2019-09-05,1960.51,560.51,
5120,229,54,2019-09-09,2019-09-09,560.51,554.02,
5124,229,55,2019-09-10,2019-09-10,554.02,425.52,
5127,2,45,2019-09-03,2019-09-13,23203.58,18724.57,
5128,225,168,2019-09-14,2019-09-14,42700.41,45358.99,
5132,225,169,2019-09-17,2019-09-17,45358.99,46301.14,
5134,225,170,2019-09-18,2019-09-18,46301.14,46367.98,
5136,225,171,2019-09-19,2019-09-19,46367.98,48046.78,
5138,225,172,2019-09-20,2019-09-20,48046.78,49794.47,
5139,225,173,2019-09-21,2019-09-21,49794.47,56204.48,
5140,225,174,2019-09-25,2019-09-25,56204.48,61614.29,
5143,225,175,2019-09-26,2019-09-26,61614.29,37563.35,
5146,229,56,2019-09-13,2019-09-13,425.52,1152.62,
5147,229,57,2019-09-14,2019-09-14,1152.62,2325.74,
5148,229,58,2019-09-18,2019-09-18,2325.74,2319.25,
5152,229,59,2019-09-20,2019-09-20,2319.25,624.25,
5154,225,176,2019-09-27,2019-09-27,37563.35,39555.53,
5155,225,177,2019-09-28,2019-09-28,39555.53,43927.78,
5156,225,178,2019-10-01,2019-10-01,43927.78,45960.46,
5159,225,179,2019-10-02,2019-10-02,45960.46,47183.08,
5162,225,180,2019-10-03,2019-10-03,47183.08,45667.37,
5164,225,181,2019-10-04,2019-10-04,45667.37,46029.64,
5168,2,45,2019-09-11,2019-10-04,18724.57,7643.36,
5172,225,182,2019-10-07,2019-10-07,46029.64,46616.71,
5174,142,22,2019-08-07,2019-10-07,160.19,893.12,
5175,142,23,2019-08-28,2019-10-07,893.12,13.30,
5178,142,24,2019-09-06,2019-10-07,13.30,647.30,
5179,142,25,2019-09-13,2019-10-07,647.30,72.31,
5182,142,26,2019-09-18,2019-10-07,72.31,146.31,
5186,225,183,2019-10-08,2019-10-08,46616.71,46897.39,
5188,2,46,2019-10-01,2019-10-08,7643.36,7872.99,
5190,225,184,2019-10-09,2019-10-09,46897.39,41273.43,
5194,142,27,2019-10-01,2019-10-09,146.31,988.00,
5198,225,185,2019-10-10,2019-10-10,41273.43,42305.19,
5200,225,186,2019-10-11,2019-10-11,42305.19,43472.98,
5202,225,187,2019-10-14,2019-10-14,43472.98,39955.16,
5206,225,188,2019-10-15,2019-10-15,39955.16,39892.81,
5207,225,189,2019-10-16,2019-10-16,39892.81,41198.59,
5210,225,190,2019-10-17,2019-10-17,41198.59,42069.87,
5214,225,191,2019-10-18,2019-10-18,42069.87,42059.87,
5218,2,47,2019-10-08,2019-10-18,7872.99,14869.99,
5222,134,16,2019-07-09,2019-10-18,10764.70,10914.70,
5226,134,17,2019-09-18,2019-10-18,10914.70,11054.70,
5230,134,18,2019-10-17,2019-10-18,11054.70,8476.62,
5231,225,192,2019-10-19,2019-10-19,42059.87,42055.92,
5234,225,193,2019-10-22,2019-10-22,42055.92,44306.61,
5241,225,194,2019-10-23,2019-10-23,44306.61,45033.41,
5243,225,195,2019-10-24,2019-10-24,45033.41,47418.63,
5247,142,28,2019-10-08,2019-10-24,988.00,40.99,
5250,225,196,2019-10-25,2019-10-25,47418.63,13210.95,
5251,2,48,2019-10-15,2019-10-25,14869.99,12616.33,
5254,225,197,2019-10-28,2019-10-28,13210.95,16710.79,
5255,225,198,2019-10-29,2019-10-29,16710.79,21438.92,
5260,225,199,2019-10-30,2019-10-30,21438.92,22743.78,
5262,225,200,2019-11-04,2019-11-04,22743.78,31521.85,
5263,2,47,2019-10-22,2019-11-04,12616.33,9450.66,
5266,225,201,2019-11-05,2019-11-05,31521.85,32686.06,
5268,225,202,2019-11-06,2019-11-06,32686.06,29491.50,
5271,225,203,2019-11-08,2019-11-08,29491.50,29955.97,
5272,225,204,2019-11-12,2019-11-12,29955.97,34508.72,
5274,225,205,2019-11-13,2019-11-13,34508.72,35086.05,
5275,225,206,2019-11-14,2019-11-14,35086.05,23906.94,
5279,225,207,2019-11-15,2019-11-15,23906.94,24419.45,
5283,229,60,2019-09-26,2019-09-26,624.25,617.76,
5287,229,61,2019-09-30,2019-09-30,617.76,705.15,
5290,229,62,2019-10-23,2019-10-23,705.15,903.15,
5294,229,63,2019-10-29,2019-10-29,903.15,1452.15,
5298,229,64,2019-11-05,2019-11-05,1452.15,1370.17,
5300,229,65,2019-11-06,2019-11-06,1370.17,1376.73,
5304,229,66,2019-11-13,2019-11-13,1376.73,1350.29,
5308,225,208,2019-11-16,2019-11-16,24419.45,25597.91,
5311,225,209,2019-11-19,2019-11-19,25597.91,26936.76,
5312,2,48,2019-10-29,2019-11-19,9450.66,7156.48,
5314,2,49,2019-11-05,2019-11-19,7156.48,7028.78,
5315,225,210,2019-11-20,2019-11-20,26936.76,27333.92,
5318,225,211,2019-11-21,2019-11-21,27333.92,29091.96,
5320,225,212,2019-11-22,2019-11-22,29091.96,29184.71,
5322,225,213,2019-11-25,2019-11-25,29184.71,31198.08,
5326,225,214,2019-11-26,2019-11-26,31198.08,34705.96,
5327,225,215,2019-11-27,2019-11-27,34705.96,45225.79,
5328,225,216,2019-11-28,2019-11-28,45225.79,20776.10,
5330,225,217,2019-11-29,2019-11-29,20776.10,26669.31,
5334,2,50,2019-11-18,2019-11-29,7028.78,6122.28,
5335,225,218,2019-12-03,2019-12-03,26669.31,31093.87,
5338,225,219,2019-12-03,2019-12-03,31093.87,33733.88,
5340,2,51,2019-11-26,2019-12-03,6122.28,4379.17,
5344,142,29,2019-11-04,2019-12-03,40.99,295.95,
5348,142,30,2019-11-08,2019-12-03,295.95,396.05,
5352,142,31,2019-11-18,2019-12-03,396.05,429.64,
5354,225,220,2019-12-05,2019-12-05,33733.88,33328.42,
5356,225,221,2019-12-06,2019-12-06,33328.42,33489.32,
5359,225,222,2019-12-09,2019-12-09,33489.32,34783.80,
5362,225,223,2019-12-10,2019-12-10,34783.80,36177.41,
5364,225,224,2019-12-11,2019-12-11,36177.41,37992.34,
5366,225,225,2019-12-12,2019-12-12,37992.34,37189.07,
5368,229,67,2019-11-25,2019-11-25,1350.29,350.29,
5372,229,68,2019-11-26,2019-11-26,350.29,618.20,
5376,229,69,2019-11-27,2019-11-27,618.20,686.48,
5380,229,70,2019-11-29,2019-11-29,686.48,376.68,
5384,229,71,2019-12-12,2019-12-12,376.68,1356.68,
5388,225,226,2019-12-14,2019-12-14,37189.07,37750.98,
5391,2,52,2019-12-03,2019-12-16,4379.17,17578.89,
