rh_id,reknr_id,afschriftnr,datum,eind_datum,saldo_begin,saldo_einde,omschrijving
6687,225,11,2021-01-14,2021-01-14,69068.58,69663.86,
6690,225,12,2021-01-15,2021-01-15,69663.86,67197.13,
6693,229,1,2021-01-04,2021-01-04,5231.82,5762.57,
6696,229,2,2021-01-13,2021-01-13,5762.57,5755.30,
6701,225,13,2021-01-18,2021-01-18,67197.13,70785.56,
6704,225,14,2021-01-18,2021-01-18,70785.56,71120.72,
6707,225,15,2021-01-19,2021-01-19,71120.72,74314.95,
6710,225,16,2021-01-20,2021-01-20,74314.95,76039.53,
6714,225,17,2021-01-21,2021-01-21,76039.53,78456.57,
6716,225,18,2021-01-22,2021-01-22,78456.57,49418.45,
6717,2,1,2021-01-03,2021-01-22,6951.40,13145.57,
6719,225,19,2021-01-25,2021-01-25,49418.45,52316.81,
6722,225,20,2021-01-25,2021-01-25,52316.81,52835.31,
6725,225,21,2021-01-25,2021-01-25,52835.31,53462.22,
6726,225,22,2021-01-26,2021-01-26,53462.22,62968.22,
6729,142,2,2021-01-08,2021-01-26,1218.46,171.27,
6732,142,3,2021-01-14,2021-01-26,171.27,229.71,
6734,225,23,2021-01-27,2021-01-27,62968.22,63771.59,
6737,225,24,2021-01-28,2021-01-28,63771.59,68664.72,
6740,225,25,2021-01-29,2021-01-29,68664.72,72425.88,
6744,225,26,2021-02-01,2021-02-01,72425.88,75996.39,
6746,225,27,2021-02-01,2021-02-01,75996.39,78434.11,
6749,225,28,2021-02-01,2021-02-01,78434.11,78883.60,
6750,225,29,2021-02-02,2021-02-02,78883.60,81609.05,
6752,2,1,2021-01-18,2021-02-03,13145.57,5346.56,
6753,2,1,2021-01-27,2021-02-03,5346.56,8973.93,
6756,225,30,2021-02-04,2021-02-04,81609.05,82567.60,
6759,225,31,2021-02-04,2021-02-04,82567.60,75869.37,
6761,229,3,2021-01-25,2021-01-25,5755.30,5874.94,
6764,229,4,2021-01-26,2021-01-26,5874.94,5867.67,
6767,229,5,2021-01-28,2021-01-28,5867.67,5860.40,
6768,229,6,2021-02-04,2021-02-04,5860.40,1860.40,
6770,225,32,2021-02-08,2021-02-08,75869.37,83168.22,
6773,225,33,2021-02-08,2021-02-08,83168.22,84081.51,
6776,225,34,2021-02-08,2021-02-08,84081.51,84411.64,
6777,225,35,2021-02-09,2021-02-09,84411.64,85761.14,
6779,225,36,2021-02-10,2021-02-10,85761.14,88460.63,
6782,225,11,2021-02-11,2021-02-11,88460.63,88713.24,
6785,142,4,2021-01-28,2021-02-11,229.71,243.80,
6788,142,5,2021-02-04,2021-02-11,243.80,388.46,
6791,225,38,2021-02-12,2021-02-12,88713.24,96693.95,
6792,2,1,2021-02-02,2021-02-12,8973.93,13809.48,
6795,2,1,2021-02-08,2021-02-16,13809.48,9957.23,
6798,134,1,2021-01-13,2021-02-16,11596.09,12115.23,
6801,134,2,2021-01-22,2021-02-16,12115.23,7115.23,
6804,134,3,2021-02-03,2021-02-16,7115.23,8262.29,
6806,134,4,2021-02-08,2021-02-16,8262.29,7262.29,
6809,377,1,2021-02-10,2021-02-16,0.00,302.86,
6812,225,39,2021-02-18,2021-02-18,96693.95,96177.95,
6815,225,40,2021-02-18,2021-02-18,96177.95,96610.37,
6818,225,41,2021-02-18,2021-02-18,96610.37,96737.39,
6821,225,42,2021-02-18,2021-02-18,96737.39,98093.93,
6822,225,43,2021-02-18,2021-02-18,98093.93,100223.62,
6827,225,44,2021-02-19,2021-02-19,100223.62,101228.88,
6830,225,45,2021-02-22,2021-02-22,101228.88,102739.82,
6833,225,46,2021-02-22,2021-02-22,102739.82,102800.54,
6836,225,47,2021-02-22,2021-02-22,102800.54,104487.27,
6839,225,48,2021-02-23,2021-02-23,104487.27,107222.87,
6840,2,1,2021-02-16,2021-02-23,9957.23,10978.57,
6842,225,49,2021-02-24,2021-02-24,107222.87,109128.32,
6843,225,50,2021-02-25,2021-02-25,109128.32,78308.89,
6846,377,1,2021-02-25,2021-02-25,0.00,0.00,
6848,225,51,2021-02-26,2021-02-26,78308.89,81042.97,
6851,225,52,2021-03-01,2021-03-01,81042.97,83950.21,
6854,225,53,2021-03-01,2021-03-01,83950.21,84733.75,
6855,225,54,2021-03-01,2021-03-01,84733.75,86776.52,
6857,225,55,2021-03-02,2021-03-02,86776.52,88566.10,
6860,225,56,2021-03-03,2021-03-03,88566.10,90071.66,
6863,225,57,2021-03-04,2021-03-04,90071.66,91233.12,
6866,142,6,2021-02-25,2021-03-04,388.46,699.66,
6869,2,1,2021-02-23,2021-03-04,10978.57,11135.97,
6872,225,58,2021-03-05,2021-03-05,91233.12,89956.57,
6873,225,59,2021-03-08,2021-03-08,89956.57,50923.29,
6876,225,60,2021-03-08,2021-03-08,50923.29,52120.52,
6879,225,61,2021-03-09,2021-03-09,52120.52,53555.33,
6881,225,62,2021-03-10,2021-03-10,53555.33,55664.00,
6882,225,63,2021-03-11,2021-03-11,55664.00,57343.31,
6884,225,64,2021-03-12,2021-03-12,57343.31,56712.62,
6887,225,65,2021-03-15,2021-03-15,56712.62,57841.52,
6890,225,66,2021-03-15,2021-03-15,57841.52,58489.26,
6893,225,67,2021-03-15,2021-03-15,58489.26,59197.50,
6894,2,1,2021-03-01,2021-03-15,11135.97,18794.20,
6897,225,68,2021-03-16,2021-03-16,59197.50,59943.20,
6900,142,7,2021-03-03,2021-03-17,699.66,841.91,
6903,142,8,2021-03-08,2021-03-17,841.91,103.38,
6906,225,69,2021-03-17,2021-03-17,59943.20,61961.98,
6909,225,70,2021-03-19,2021-03-19,61961.98,63073.14,
6912,225,71,2021-03-19,2021-03-19,63073.14,64040.31,
6914,225,72,2021-03-22,2021-03-22,64040.31,65376.33,
6917,225,73,2021-03-22,2021-03-22,65376.33,66113.94,
6920,225,74,2021-03-22,2021-03-22,66113.94,66030.36,
6923,225,75,2021-03-23,2021-03-23,66030.36,66690.41,
6927,225,76,2021-03-24,2021-03-24,66690.41,70000.88,
6930,2,1,2021-03-09,2021-03-24,18794.20,11263.46,
6935,2,1,2021-03-17,2021-03-24,11263.46,13630.14,
6938,225,77,2021-03-25,2021-03-25,70000.88,28667.21,
6941,225,78,2021-03-26,2021-03-26,28667.21,40043.04,
6945,225,79,2021-03-29,2021-03-29,40043.04,41518.97,
6947,225,80,2021-03-29,2021-03-29,41518.97,44277.34,
6950,225,81,2021-03-29,2021-03-29,44277.34,44917.16,
6953,142,9,2021-03-26,2021-03-29,103.38,400.69,
6954,225,82,2021-03-30,2021-03-30,44917.16,50896.47,
6956,225,83,2021-03-31,2021-03-31,50896.47,53394.44,
6959,225,84,2021-04-01,2021-04-01,53394.44,50021.31,
6962,225,85,2021-04-02,2021-04-02,50021.31,52970.71,
6965,225,86,2021-04-06,2021-04-06,52970.71,53287.79,
6968,225,87,2021-04-06,2021-04-06,53287.79,54268.12,
6971,225,88,2021-04-06,2021-04-06,54268.12,54342.10,
6972,225,89,2021-04-07,2021-04-07,54342.10,51639.64,
6974,225,90,2021-04-08,2021-04-08,51639.64,52621.04,
6975,2,1,2021-03-24,2021-04-08,13630.14,11159.29,
6978,2,1,2021-03-30,2021-04-08,11159.29,3879.90,
6981,134,5,2021-04-08,2021-04-08,7262.29,7717.41,
6984,377,1,2021-04-08,2021-04-08,0.00,0.00,
6987,225,91,2021-04-09,2021-04-09,52621.04,47774.92,
6993,225,92,2021-04-12,2021-04-12,47774.92,50234.86,
6996,225,93,2021-04-12,2021-04-12,50234.86,50562.35,
6999,225,94,2021-04-12,2021-04-12,50562.35,50882.90,
7002,225,95,2021-04-13,2021-04-13,50882.90,51400.13,
7008,225,96,2021-04-14,2021-04-14,51400.13,52132.64,
7013,225,97,2021-04-19,2021-04-19,52132.64,54455.00,
7016,225,98,2021-04-19,2021-04-19,54455.00,53550.91,
7017,225,99,2021-04-19,2021-04-19,53550.91,54252.32,
7020,225,100,2021-04-20,2021-04-20,54252.32,58223.38,
7022,2,1,2021-04-06,2021-04-20,3879.90,3958.95,
7023,229,7,2021-02-25,2021-02-25,1860.40,1853.13,
7026,229,8,2021-03-04,2021-03-04,1853.13,1845.86,
7029,229,9,2021-03-18,2021-03-18,1845.86,1838.59,
7031,229,10,2021-03-25,2021-03-25,1838.59,1831.32,
7034,229,11,2021-03-30,2021-03-30,1831.32,2146.27,
7037,229,12,2021-03-31,2021-03-31,2146.27,2116.64,
7040,229,13,2021-04-10,2021-04-10,2116.64,2615.98,
7043,225,101,2021-04-21,2021-04-21,58223.38,59818.09,
7044,229,14,2021-04-19,2021-04-19,2615.98,2635.87,
7047,229,15,2021-04-20,2021-04-20,2635.87,2628.60,
7050,225,102,2021-04-22,2021-04-22,59818.09,62191.00,
7053,225,103,2021-04-23,2021-04-23,62191.00,37571.49,
7056,2,1,2021-04-13,2021-04-23,3958.95,15538.22,
7062,225,104,2021-04-26,2021-04-26,37571.49,40546.61,
7064,225,105,2021-04-26,2021-04-26,40546.61,43593.44,
7067,225,106,2021-04-26,2021-04-26,43593.44,47553.03,
7070,225,107,2021-04-27,2021-04-27,47553.03,51424.21,
7071,225,108,2021-04-28,2021-04-28,51424.21,52655.38,
7074,225,109,2021-04-29,2021-04-29,52655.38,54358.77,
7076,225,110,2021-04-30,2021-04-30,54358.77,58226.59,
7077,2,1,2021-04-20,2021-04-30,15538.92,7278.74,
7080,225,111,2021-05-03,2021-05-03,58226.59,64900.73,
7082,225,112,2021-05-03,2021-05-03,64900.73,65584.85,
7085,225,113,2021-05-03,2021-05-03,65584.85,66239.54,
7086,225,114,2021-05-04,2021-05-04,66239.54,72985.30,
7089,225,115,2021-05-05,2021-05-05,72985.30,70501.72,
7091,225,116,2021-05-06,2021-05-06,70501.72,68969.84,
7092,225,117,2021-05-07,2021-05-07,68969.84,70618.75,
7095,2,1,2021-04-27,2021-05-07,7278.74,2585.89,
7098,225,118,2021-05-10,2021-05-10,70618.75,73347.94,
7101,225,119,2021-05-10,2021-05-10,73347.94,73473.73,
7103,142,10,2021-04-02,2021-05-11,400.69,430.69,
7106,142,11,2021-04-09,2021-05-11,430.69,456.14,
7109,142,12,2021-04-20,2021-05-11,456.14,479.72,
7112,142,13,2021-04-29,2021-05-11,479.72,494.02,
7113,142,14,2021-05-07,2021-05-11,494.02,855.26,
7115,225,120,2021-05-11,2021-05-11,73473.73,74828.58,
7116,225,121,2021-05-12,2021-05-12,74828.58,75783.05,
7119,2,1,2021-05-04,2021-05-12,2585.89,12605.58,
7123,225,122,2021-05-17,2021-05-17,75783.05,64002.77,
7126,225,123,2021-05-17,2021-05-17,64002.77,64162.49,
7130,225,124,2021-05-17,2021-05-17,64162.49,65146.21,
7133,225,125,2021-05-17,2021-05-17,65146.21,65224.20,
7136,225,126,2021-05-17,2021-05-17,65224.20,65368.30,
7138,225,127,2021-05-18,2021-05-18,65368.30,66210.55,
7141,225,128,2021-05-19,2021-05-19,66210.55,67262.03,
7142,2,1,2021-05-11,2021-05-19,12605.58,12355.75,
7145,134,1,2021-05-11,2021-05-19,7717.41,7687.41,
7147,225,129,2021-05-20,2021-05-20,67262.03,71728.38,
7150,225,130,2021-05-21,2021-05-21,71728.38,75214.61,
7153,225,131,2021-05-25,2021-05-25,75214.61,76858.23,
7156,225,132,2021-05-25,2021-05-25,76858.23,78234.60,
7159,225,133,2021-05-25,2021-05-25,78234.60,81541.71,
7160,225,134,2021-05-26,2021-05-26,81541.71,60841.83,
7162,2,1,2021-05-18,2021-05-26,12355.75,8504.92,
7165,225,135,2021-05-27,2021-05-27,60841.83,62585.95,
7166,225,136,2021-05-28,2021-05-28,62585.95,65897.93,
7168,225,137,2021-05-31,2021-05-31,65897.93,67109.20,
7171,225,138,2021-05-31,2021-05-31,67109.20,70771.91,
7174,225,139,2021-05-31,2021-05-31,70771.91,70909.87,
7175,225,140,2021-06-01,2021-06-01,70909.87,74612.60,
7178,2,1,2021-05-25,2021-06-01,8504.92,15596.73,
7180,225,141,2021-06-02,2021-06-02,74612.60,79252.55,
7183,225,142,2021-06-03,2021-06-03,79252.55,81137.27,
7186,225,143,2021-06-04,2021-06-04,81137.27,81350.03,
7189,229,16,2021-05-04,2021-05-04,2628.60,2621.33,
7192,229,17,2021-05-06,2021-05-06,2621.33,2614.06,
7195,229,18,2021-05-17,2021-05-17,2614.06,2874.06,
7198,229,19,2021-05-18,2021-05-18,2874.06,3104.06,
7201,229,19,2021-05-18,2021-05-18,3104.06,3104.66,
7204,229,20,2021-05-20,2021-05-20,3104.66,3097.39,
7207,229,21,2021-05-25,2021-05-25,3097.39,3090.12,
7210,229,22,2021-05-28,2021-05-28,3090.12,3280.07,
7211,225,144,2021-06-07,2021-06-07,81350.03,82997.57,
7214,225,145,2021-06-07,2021-06-07,82997.57,83410.64,
7217,225,146,2021-06-08,2021-06-08,83410.64,80528.81,
7219,225,147,2021-06-09,2021-06-09,80528.81,69843.21,
7222,225,148,2021-06-10,2021-06-10,69843.21,69202.37,
7225,142,15,2021-05-12,2021-06-10,855.26,1523.12,
7228,142,16,2021-05-14,2021-06-10,1523.12,23.12,
7231,142,17,2021-05-26,2021-06-10,23.12,623.05,
7234,142,18,2021-06-03,2021-06-10,623.05,771.27,
7237,2,1,2021-06-01,2021-06-10,15596.73,8691.84,
7238,225,149,2021-06-11,2021-06-11,69202.37,73590.17,
7241,225,150,2021-06-14,2021-06-14,73590.17,75785.44,
7244,225,151,2021-06-14,2021-06-14,75785.44,77243.81,
7246,225,152,2021-06-15,2021-06-15,77243.81,77726.10,
7249,225,153,2021-06-16,2021-06-16,77726.10,79246.43,
7252,2,1,2021-06-08,2021-06-16,8691.84,14903.70,
7255,142,19,2021-06-11,2021-06-16,771.27,2008.29,
7258,225,154,2021-06-17,2021-06-17,79246.43,82352.97,
7262,225,155,2021-06-18,2021-06-18,82352.97,86532.07,
7265,377,1,2021-06-09,2021-06-18,0.00,1491.69,
7268,225,156,2021-06-21,2021-06-21,86532.07,87529.16,
7273,225,157,2021-06-21,2021-06-21,87529.16,88186.68,
7276,225,158,2021-06-22,2021-06-22,88186.68,90505.86,
7279,2,1,2021-06-15,2021-06-22,14903.70,9392.70,
7282,225,159,2021-06-23,2021-06-23,90505.86,92541.72,
7283,225,160,2021-06-24,2021-06-24,92541.72,62106.57,
7285,225,161,2021-06-25,2021-06-25,62106.57,65970.08,
7291,2,1,2021-06-22,2021-06-30,9392.70,14050.20,
7294,225,162,2021-07-01,2021-07-01,65970.08,68237.00,
7297,225,163,2021-07-01,2021-07-01,68237.00,68587.00,
7300,225,164,2021-07-01,2021-07-01,68587.00,71166.85,
7304,225,165,2021-07-01,2021-07-01,71166.85,79524.77,
7307,225,166,2021-07-01,2021-07-01,79524.77,84905.38,
7309,225,167,2021-07-02,2021-07-02,84905.38,89022.54,
7310,142,20,2021-07-14,2021-07-02,2008.29,8.29,
7312,225,168,2021-07-05,2021-07-05,89022.54,85814.40,
7313,225,169,2021-07-05,2021-07-05,85814.40,86023.40,
7316,225,170,2021-07-05,2021-07-05,86023.40,86548.13,
7321,225,171,2021-07-06,2021-07-06,86548.13,84271.34,
7328,225,172,2021-07-07,2021-07-07,84271.34,86657.44,
7333,225,173,2021-07-08,2021-07-08,86657.44,89841.40,
7336,2,1,2021-06-30,2021-07-08,14050.20,5937.53,
7339,225,174,2021-07-09,2021-07-09,89841.40,83650.07,
7342,225,175,2021-07-12,2021-07-12,83650.07,83593.73,
7345,225,176,2021-07-12,2021-07-12,83593.73,83694.88,
7348,225,177,2021-07-12,2021-07-12,83694.88,83791.88,
7351,225,178,2021-07-13,2021-07-13,83791.88,85358.29,
7352,225,179,2021-07-14,2021-07-14,85358.29,85847.63,
7354,225,180,2021-07-15,2021-07-15,85847.63,92440.10,
7357,225,181,2021-07-16,2021-07-16,92440.10,94150.40,
7358,225,182,2021-07-19,2021-07-19,94150.40,96801.73,
7360,225,183,2021-07-19,2021-07-19,96801.73,96968.41,
7363,2,1,2021-07-06,2021-07-20,5937.53,8505.07,
7366,225,184,2021-07-20,2021-07-20,96968.41,99239.89,
7369,225,185,2021-07-22,2021-07-22,99239.89,99689.43,
7372,427,0,2021-07-22,2021-07-22,0.00,0.00,
7375,225,186,2021-07-23,2021-07-23,99689.43,62769.44,
7378,225,187,2021-07-26,2021-07-26,62769.44,65337.17,
7381,225,188,2021-07-26,2021-07-26,65337.17,65528.66,
7382,225,189,2021-07-26,2021-07-26,65528.66,66080.52,
7385,229,23,2021-06-04,2021-06-04,3280.07,3272.80,
7388,229,24,2021-06-17,2021-06-17,3272.80,3265.53,
7391,229,25,2021-06-21,2021-06-21,3265.53,3238.23,
7394,229,26,2021-06-23,2021-06-23,3238.23,3230.96,
7397,229,27,2021-07-02,2021-07-02,3230.96,3403.43,
7400,229,28,2021-07-05,2021-07-05,3403.43,3396.16,
7403,229,29,2021-07-23,2021-07-23,3396.16,3388.89,
7406,229,30,2021-07-26,2021-07-26,3388.89,3374.35,
7408,225,190,2021-07-27,2021-07-27,66080.52,71239.71,
7409,2,1,2021-07-13,2021-07-27,8505.07,27879.18,
7411,2,1,2021-07-20,2021-07-27,27879.18,29147.62,
7414,225,191,2021-07-28,2021-07-28,71239.71,73524.55,
7417,225,192,2021-07-29,2021-07-29,73524.55,74592.60,
7418,225,193,2021-07-30,2021-07-30,74592.60,77099.73,
7421,225,194,2021-08-02,2021-08-02,77099.73,77151.35,
7424,225,195,2021-08-02,2021-08-02,77151.35,77951.23,
7427,225,196,2021-08-02,2021-08-02,77951.23,78778.42,
7429,225,197,2021-08-03,2021-08-03,78778.42,84058.33,
7432,225,198,2021-08-04,2021-08-04,84058.33,86074.59,
7433,225,199,2021-08-05,2021-08-05,86074.59,83781.80,
7435,225,200,2021-08-06,2021-08-06,83781.80,92534.93,
7438,2,1,2021-07-27,2021-08-06,29147.62,11627.87,
7441,225,201,2021-08-09,2021-08-09,92534.93,92856.16,
7444,225,202,2021-08-10,2021-08-10,92856.16,95325.59,
7447,225,203,2021-08-11,2021-08-11,95325.59,81501.94,
7450,225,204,2021-08-12,2021-08-12,81501.94,83239.62,
7451,225,205,2021-08-13,2021-08-13,83239.62,84119.88,
7454,225,206,2021-08-16,2021-08-16,84119.88,86242.64,
7456,225,207,2021-08-16,2021-08-16,86242.64,87593.55,
7457,225,208,2021-08-17,2021-08-17,87593.55,88502.33,
7459,225,209,2021-08-18,2021-08-18,88502.33,90357.54,
7462,225,210,2021-08-19,2021-08-19,90357.54,91303.21,
7463,225,211,2021-08-20,2021-08-20,91303.21,91380.88,
7465,225,212,2021-08-23,2021-08-23,91380.88,93997.29,
7468,225,213,2021-08-23,2021-08-23,93997.29,94704.70,
7471,225,214,2021-08-24,2021-08-24,94704.70,99317.52,
7474,229,31,2021-07-27,2021-07-27,3374.35,3367.08,
7477,229,32,2021-07-28,2021-07-28,3367.08,3667.79,
7480,229,33,2021-08-17,2021-08-17,3667.79,4178.69,
7483,229,37,2021-08-18,2021-08-18,4178.69,6088.99,
7484,225,215,2021-08-25,2021-08-25,99317.52,103986.88,
7487,225,216,2021-08-26,2021-08-26,103986.88,75847.55,
7489,2,1,2021-08-03,2021-08-26,11627.87,8366.22,
7490,2,1,2021-08-10,2021-08-26,8366.22,9008.08,
7493,2,1,2021-08-17,2021-08-26,9008.08,33210.34,
7496,377,1,2021-07-16,2021-08-26,0.00,304.60,
7498,225,217,2021-08-27,2021-08-27,75847.55,78026.02,
7499,142,21,2021-08-01,2021-08-27,8.29,2.96,
7502,142,22,2021-07-19,2021-08-27,2.96,291.04,
7505,142,23,2021-08-06,2021-08-27,291.04,1353.04,
7508,142,24,2021-08-09,2021-08-27,1353.04,79.91,
7510,225,218,2021-08-30,2021-08-30,78026.02,79216.48,
7513,225,219,2021-08-30,2021-08-30,79216.48,80759.65,
7514,225,220,2021-08-30,2021-08-30,80759.65,80920.65,
7517,225,221,2021-08-31,2021-08-31,80920.65,81876.88,
7520,377,1,2021-08-24,2021-08-31,0.00,100.68,
7522,225,222,2021-09-01,2021-09-01,81876.88,84650.78,
7525,225,223,2021-09-02,2021-09-02,84650.78,84965.43,
7528,225,224,2021-09-03,2021-09-03,84965.43,85855.35,
7529,225,225,2021-09-06,2021-09-06,85855.35,85407.27,
7532,225,226,2021-09-06,2021-09-06,85407.27,85664.15,
7535,225,227,2021-09-06,2021-09-06,85664.15,85980.49,
7537,225,228,2021-09-07,2021-09-07,85980.49,89788.07,
7540,225,229,2021-09-08,2021-09-08,89788.07,91426.46,
7541,225,230,2021-09-09,2021-09-09,91426.46,81049.11,
7543,225,231,2021-09-10,2021-09-10,81049.11,82907.68,
7546,229,35,2021-08-26,2021-08-26,6088.99,6054.56,
7549,229,36,2021-09-09,2021-09-09,6054.56,6036.36,
7552,2,1,2021-08-24,2021-09-10,33210.34,13970.33,
7553,2,1,2021-08-31,2021-09-10,13970.33,15610.27,
7555,225,232,2021-09-13,2021-09-13,82907.68,80225.68,
7558,225,233,2021-09-14,2021-09-14,80225.68,80050.23,
7561,2,1,2021-09-07,2021-09-14,15610.27,12238.38,
7564,225,234,2021-09-15,2021-09-15,80050.23,80699.38,
7565,225,235,2021-09-16,2021-09-16,80699.38,80203.26,
7568,225,236,2021-09-17,2021-09-17,80203.26,80242.86,
7570,225,237,2021-09-20,2021-09-20,80242.86,82399.49,
7573,225,238,2021-09-20,2021-09-20,82399.49,82477.76,
7576,225,239,2021-09-20,2021-09-20,82477.76,82513.32,
7579,225,240,2021-09-21,2021-09-21,82513.32,83577.96,
7580,225,241,2021-09-22,2021-09-22,83577.96,85920.30,
7583,225,242,2021-09-23,2021-09-23,85920.30,86086.97,
7585,2,1,2021-09-13,2021-09-23,12238.38,12918.35,
7588,225,243,2021-09-24,2021-09-24,86086.97,53147.20,
7589,225,244,2021-09-27,2021-09-27,53147.20,55840.80,
7592,225,245,2021-09-27,2021-09-27,55840.80,56809.44,
7595,225,246,2021-09-27,2021-09-27,56809.44,57338.37,
7597,225,247,2021-09-28,2021-09-28,57338.37,61957.04,
7600,225,248,2021-09-29,2021-09-29,61957.04,69508.93,
7603,229,37,2021-09-21,2021-09-21,6036.36,6080.49,
7606,229,38,2021-09-27,2021-09-27,6080.49,6479.26,
7609,225,249,2021-09-30,2021-09-30,69508.93,71310.60,
7612,225,250,2021-10-01,2021-10-01,71310.60,72960.19,
7613,225,251,2021-10-04,2021-10-04,72960.19,74362.58,
7616,225,252,2021-10-04,2021-10-04,74362.58,74601.64,
7619,225,253,2021-10-04,2021-10-04,74601.64,74917.70,
7622,225,254,2021-10-05,2021-10-05,74917.70,77923.09,
7624,225,255,2021-10-06,2021-10-06,77923.09,79726.30,
7627,225,256,2021-10-07,2021-10-07,79726.30,79902.92,
7628,225,257,2021-10-08,2021-10-08,79902.92,68547.22,
7630,225,258,2021-10-11,2021-10-11,68547.22,68752.45,
7633,225,259,2021-10-11,2021-10-11,68752.45,68642.45,
7636,2,1,2021-09-22,2021-10-11,12918.35,4610.39,
7639,2,1,2021-09-29,2021-10-11,4610.39,606.25,
7642,142,26,2021-09-03,2021-10-11,153.91,880.65,
7645,142,27,2021-09-09,2021-10-11,880.65,807.94,
7648,142,28,2021-09-24,2021-10-11,807.94,822.24,
7651,142,29,2021-09-30,2021-10-11,822.24,1105.25,
7654,142,30,2021-10-01,2021-10-11,1105.25,150.96,
7657,225,260,2021-10-18,2021-10-18,68642.45,72063.80,
7660,225,262,2021-10-18,2021-10-18,74759.42,75187.34,
7663,225,261,2021-10-18,2021-10-18,72063.80,74759.42,
7666,225,263,2021-10-18,2021-10-18,75187.34,75593.89,
7669,225,264,2021-10-18,2021-10-18,75593.89,78794.93,
7672,225,265,2021-10-18,2021-10-18,78794.93,79276.42,
7675,225,266,2021-10-19,2021-10-19,79276.42,79628.14,
7676,225,267,2021-10-20,2021-10-20,79628.14,79928.60,
7678,225,268,2021-10-21,2021-10-21,79928.60,80025.40,
7681,225,269,2021-10-22,2021-10-22,80025.40,82563.34,
7684,225,270,2021-10-25,2021-10-25,82563.34,84786.50,
7687,225,271,2021-10-25,2021-10-25,84786.50,87506.59,
7690,225,272,2021-10-25,2021-10-25,87506.59,55581.23,
7691,225,273,2021-10-27,2021-10-27,55581.23,58714.72,
7693,225,274,2021-10-27,2021-10-27,58714.72,56139.45,
7694,225,275,2021-10-28,2021-10-28,56139.45,57114.08,
7696,225,276,2021-10-29,2021-10-29,57114.08,57775.15,
7697,225,277,2021-11-02,2021-11-02,57775.15,59647.07,
7699,225,278,2021-11-02,2021-11-02,59647.07,60359.10,
7702,225,279,2021-11-02,2021-11-02,60359.10,63338.84,
7703,225,280,2021-11-03,2021-11-03,63338.84,63472.23,
7705,225,281,2021-11-04,2021-11-04,63472.23,63930.12,
7708,377,1,2021-10-22,2021-11-04,0.00,883.07,
7711,225,282,2021-11-05,2021-11-05,63930.12,63854.60,
7714,229,39,2021-10-05,2021-10-05,6479.26,571.99,
7717,229,40,2021-11-05,2021-11-05,571.99,674.99,
7720,229,41,2021-10-28,2021-10-28,674.99,1209.39,
7723,225,283,2021-11-08,2021-11-08,63854.60,56871.75,
7724,225,284,2021-11-09,2021-11-09,56871.75,58008.53,
7727,225,285,2021-11-10,2021-11-10,58008.53,58169.32,
7729,2,1,2021-10-05,2021-11-10,606.25,1476.68,
7732,2,1,2021-10-12,2021-11-10,1476.68,3400.66,
7735,2,1,2021-10-19,2021-11-10,3400.66,10890.42,
7738,2,1,2021-11-26,2021-11-10,10890.42,15672.80,
7741,2,1,2021-11-02,2021-11-12,15672.80,21654.83,
7742,225,286,2021-11-15,2021-11-15,58169.32,57317.37,
7744,225,287,2021-11-15,2021-11-15,57317.37,58445.12,
7747,225,288,2021-11-15,2021-11-15,58445.12,58954.62,
7750,225,289,2021-11-15,2021-11-15,58954.62,59132.12,
7753,225,290,2021-11-16,2021-11-16,59132.12,59322.89,
7756,225,291,2021-11-17,2021-11-17,59322.89,61113.23,
7759,225,292,2021-11-18,2021-11-18,61113.23,61931.90,
7760,225,293,2021-11-19,2021-11-19,61931.90,63491.15,
7762,225,294,2021-11-22,2021-11-22,63491.15,67543.51,
7765,225,295,2021-11-22,2021-11-22,67543.51,68810.70,
7769,225,296,2021-11-23,2021-11-23,68810.70,75552.53,
7771,225,297,2021-11-24,2021-11-24,75552.53,78025.93,
7773,225,298,2021-11-25,2021-11-25,78025.93,80902.60,
7775,225,299,2021-11-26,2021-11-26,80902.60,56712.75,
7777,2,1,2021-11-09,2021-11-26,21654.83,7255.79,
7779,225,300,2021-11-29,2021-11-29,56712.75,60856.89,
7781,225,301,2021-11-29,2021-11-29,60856.89,61573.58,
7783,225,302,2021-11-29,2021-11-29,61573.58,61673.58,
7785,142,31,2021-10-11,2021-11-29,150.96,218.14,
7787,142,32,2021-10-29,2021-11-29,218.14,232.44,
7789,142,33,2021-11-04,2021-11-29,232.44,254.12,
7791,142,34,2021-11-09,2021-11-29,254.12,312.10,
7793,142,35,2021-11-19,2021-11-29,312.10,557.79,
7795,225,303,2021-11-30,2021-11-30,61673.58,65472.25,
7797,225,304,2021-12-01,2021-12-01,65472.25,68613.63,
7799,225,305,2021-12-02,2021-12-02,68613.63,70136.05,
7801,225,306,2021-12-03,2021-12-03,70136.05,72308.83,
7806,225,307,2021-12-06,2021-12-06,72308.83,69782.38,
7809,225,308,2021-12-06,2021-12-06,69782.38,71111.82,
7813,225,309,2021-12-06,2021-12-06,71111.82,71303.81,
7819,225,310,2021-12-07,2021-12-07,71303.81,70184.52,
7821,229,42,2021-11-12,2021-11-12,1209.39,1032.89,
7823,229,43,2021-11-27,2021-11-27,1032.89,1020.89,
7825,229,44,2021-11-28,2021-11-28,1020.89,1313.29,
7827,229,45,2021-11-29,2021-11-29,1313.29,1306.02,
7829,229,46,2021-11-30,2021-11-30,1306.02,1549.74,
