risico_id,bet_id
20714801,140584160
20714805,140584160
20714809,126005609
20714813,126004429
20714817,126005301
20714821,126004461
20714825,126004465
20714829,126004981
20714833,126004497
20714837,126004497
20714841,126005473
20714845,126004541
20714849,126004549
20714853,126004553
20714857,126005421
20714861,126004557
20714865,126004589
20714869,126004593
20714869,140758297
20714873,126004593
20714877,126004593
20714881,126004593
20714885,126004593
20714889,126004593
20714893,126004593
20714897,126005769
20714901,126004613
20714905,126004613
20714909,126004621
20714913,126004641
20714921,126004657
20714925,126004677
20714929,126005349
20714933,126005801
20714937,126005801
20714941,126005801
20714945,126005801
20714949,126004657
20714957,126119609
20714961,126004705
20714961,126004713
20714965,126119609
20714969,126004721
20714973,126004741
20714977,126004573
20714981,126004573
20714985,126005709
20714989,126004757
20714993,126004585
20714997,126005897
20715001,126005901
20715005,126004585
20715009,126005413
20715013,126005129
20715017,126005185
20715021,126004745
20715025,126004745
20715029,126004697
20715033,126004609
20715037,126004609
20715041,126004981
20715045,125991127
20715049,126004901
20715053,126004929
20715057,126005125
20715061,126005125
20715065,126005009
20715069,126004777
20715073,126008884
20715077,126004797
20715081,126004905
20715085,126004813
20715093,126004829
20715097,125991127
20715101,126004857
20715105,126004877
20715109,126005773
20715113,126005777
20715117,126005781
20715121,126005785
20715125,126005789
20715129,126005793
20715133,126005793
20715137,126005809
20715141,126005817
20715145,126005817
20715149,126005821
20715153,126005821
20715157,126005829
20715161,126005829
20715165,126005853
20715169,126005885
20715173,126005885
20715177,126005853
20715181,126005889
20715185,126005825
20715189,126005893
20715193,126005893
20715197,126005893
20715201,126005641
20715205,126004821
20715217,126005645
20715221,126004669
20715225,126005649
20715229,126005653
20715233,126005657
20715237,126005661
20715241,126005801
20715245,126005665
20715249,126005669
20715253,126005877
20715257,126005673
20715261,126005673
20715265,126005869
20715269,126005677
20715273,126121378
20715277,126005685
20715281,126005689
20715285,126005693
20715289,126005697
20715293,126005697
20715297,126005701
20715301,126005705
20715305,126005709
20715309,126005713
20715313,126005717
20715317,126004469
20715317,126047580
20715321,126005729
20715325,126107473
20715329,126047580
20715333,126005741
20715337,126005745
20715341,126005753
20715345,126005765
20715349,126005509
20715353,126005513
20715357,126005513
20715361,126005517
20715365,126005521
20715369,126005525
20715373,126005529
20715377,126005533
20715381,126005533
20715385,126005537
20715389,126005541
20715393,126005545
20715397,126005549
20715401,126005553
20715405,126005797
20715409,126005557
20715413,126005561
20715417,126005561
20715421,126005565
20715425,126005565
20715429,126005569
20715433,126005573
20715437,126005573
20715441,126005577
20715445,126005577
20715449,126005581
20715453,126005585
20715457,126005597
20715461,126004429
20715469,126005861
20715477,126005813
20715481,126005637
20715485,126005637
20715489,126005637
20715493,126005837
20715497,126005377
20715501,126005385
20715505,126005385
20715509,126005433
20715513,126005449
20715517,126005461
20715521,126005413
20715525,126005413
20715529,126005465
20715533,126005465
20715537,126005477
20715541,126005485
20715545,125926506
20715549,126005493
20715553,126005497
20715557,126005373
20715561,126004757
20715565,126005237
20715569,126004877
20715573,126004877
20715581,126005301
20715585,126004853
20715589,126005317
20715593,126005501
20715597,126005649
20715601,126005341
20715605,126004433
20715609,126004437
20715613,126004477
20715617,126004981
20715621,126004521
20715625,126004945
20715629,126004533
20715633,126004533
20715637,126004533
20715641,126004537
20715645,126004545
20715649,126004565
20715653,126004605
20715657,126005693
20715661,126004609
20715665,126004637
20715669,126004653
20715673,126004653
20715677,126004653
20715681,126004685
20715685,126004697
20715689,126004697
20715693,126004701
20715697,126004729
20715701,126004741
20715705,126004569
20715709,126005901
20715713,126005909
20715717,126005577
20715721,126004745
20715725,126005013
20715729,126004777
20715733,126004777
20715737,126004669
20715741,126004669
20715745,126004905
20715749,126004801
20715753,126004981
20715757,126004981
20715765,126004821
20715769,126004821
20715769,126047595
20715773,126004833
20715781,126004669
20715785,126004669
20715789,126004669
20715793,126004877
20715797,126005777
20715801,126005777
20715805,126005781
20715809,126005781
20715813,126005785
20715817,126005785
20715821,126005789
20715833,126005793
20715837,126005797
20715841,126005797
20715845,126005801
20715853,126005805
20715857,126005805
20715861,126005805
20715865,126005805
20715869,126005809
20715877,126005813
20715881,126005833
20715889,126005837
20715893,126005837
20715897,126005841
20715901,126005841
20715905,126005841
20715909,126005841
20715913,126005845
20715917,126005845
20715921,126005849
20715925,126005849
20715929,126008884
20715933,126008884
20715937,126005861
20715941,126005861
20715945,126005865
20715949,126005869
20715953,126005869
20715957,126005877
20715965,126005885
20715969,126005885
20715973,126005885
20715977,126005825
20715981,126005825
20715985,126005641
20715989,126005641
20715993,126005645
20715997,126005645
20716001,126005649
20716005,126005649
20716009,126005653
20716013,126005653
20716017,126005653
20716021,126005653
20716025,126005669
20716029,126005669
20716033,126005673
20716037,126005673
20716041,126005673
20716045,126005869
20716057,126005677
20716061,126005677
20716065,126121378
20716069,126121378
20716073,126005689
20716085,126005697
20716089,126005701
20716093,126005701
20716097,126005765
20716101,126005765
20716105,126005517
20716109,126005517
20716113,126005521
20716117,126005521
20716121,126005525
20716129,126005525
20716133,126005529
20716137,126005529
20716141,126005541
20716145,126005541
20716149,126005545
20716153,126005545
20716157,126005553
20716161,126005553
20716165,126005557
20716169,126005557
20716173,126005565
20716177,126005565
20716181,126005565
20716185,126005569
20716189,126005569
20716197,126005593
20716201,126005597
20716205,126005597
20716209,126004429
20716213,126004429
20716217,126005369
20716221,126005385
20716225,126005385
20716229,126005385
20716233,126005385
20716237,126005461
20716241,126005461
20716245,126005465
20716249,126005413
20716253,125926506
20716261,126005497
20716265,126004877
20716269,126004981
20716273,126004981
20716277,126005501
20716285,126005125
20716289,126005341
20716293,126005341
20716297,126005609
20716301,140584160
20716305,126004433
20716309,126004441
20716313,126004441
20716317,126005469
20716321,126005469
20716325,126004565
20716333,126004637
20716337,126004637
20716341,126004697
20716345,126005577
20716349,126005577
20716353,126005909
20716361,126005913
20716365,126005901
20716369,126005421
20716954,126005129
20716958,126005129
20716962,126005129
20716966,126006182
20716975,126006182
20716979,126006182
20718040,126004905
20718640,126006984
20732754,140710399
20733631,126006984
20733635,126006984
20733639,126006984
20733643,126006984
20733647,126006984
20733718,140710399
20733722,140710399
20733726,126005901
20734082,126015898
20734087,126004585
20734091,126004585
20734095,126004585
20734103,126005897
20734107,126005897
20734111,126005897
20737599,126017715
20737680,126004981
20740224,126019248
20740228,126005909
20740228,126019252
20740232,126004657
20743760,126021436
20743764,126021436
20745607,126005501
20745614,126005501
20745690,126021436
20745810,126004429
20745814,126004429
20745818,126004429
20745822,126004429
20745875,140591826
20748923,126004713
20750842,125992923
20750842,126025290
20750846,125992923
20750846,126025290
20750850,125992923
20750850,126025290
20751807,126025290
20755148,126027116
20759140,126005913
20762036,126005421
20764959,125967484
20773027,126044929
20773083,126005385
20773086,126005013
20773089,126004697
20773092,126005465
20773095,126047550
20773098,140584160
20773101,126004669
20773104,126005413
20773107,126005609
20773110,126005385
20773113,126005385
20773116,126005385
20773122,126047553
20773125,125967484
20773128,126004669
20773131,126004669
20773134,126047550
20773137,126047559
20773140,126047559
20773143,126047559
20773146,126004877
20773149,126004877
20773152,126004877
20773155,126004877
20773158,126047562
20773161,126047562
20773164,126005125
20773167,126047571
20773170,126047562
20773170,126710016
20773173,126047562
20773173,126710016
20773176,126047577
20773179,126047577
20773182,126047562
20773182,138666408
20773185,126047562
20773188,126004569
20773195,126047587
20773195,139581374
20773202,126004553
20773205,126004553
20773208,126004569
20773211,126004569
20773212,126005413
20773215,140710399
20773218,126004553
20773339,126004553
20773348,126004569
20773354,125967484
20773354,126047550
20773423,125992923
20775934,126004657
20775937,126004657
20775940,126049084
20775943,126049084
20775946,126049093
20775950,126004657
20775953,126004657
20775959,126049084
20775962,126049093
20775968,126004657
20775998,126005469
20776001,126005469
20776018,126005569
20776021,126005569
20776039,126004981
20776075,126005809
20776126,126004441
20776129,126004441
20776147,126005797
20776150,126005797
20776156,126004669
20776159,126004669
20776199,126005833
20776214,126005797
20776232,126005849
20776235,126005849
20776238,126005849
20776241,126005849
20776247,126008884
20776250,126008884
20776268,126005801
20776280,126005805
20776283,126005805
20776286,126005805
20776289,126005805
20776295,126005865
20776342,126005861
20776345,126005861
20776348,126005877
20776351,126005649
20776354,126005649
20776357,126005861
20776360,126005861
20776363,126005653
20776366,126005653
20776369,126005653
20776372,126005653
20776381,126005577
20776384,126005577
20776390,126049318
20776393,126049318
20776396,126049318
20776402,126119609
20776406,126005645
20776409,126005645
20776415,126005669
20776418,126005669
20776433,126005797
20776436,126005797
20776439,126005797
20776442,126005797
20776445,126005797
20776448,126004565
20776451,126004565
20776454,126004621
20776457,126004621
20776460,126004621
20776463,126005837
20776466,126005837
20776472,126005501
20776475,126005909
20776478,126005909
20776486,126004637
20776489,126004637
20776495,126005885
20776501,126005885
20776504,126005885
20776510,126005461
20776513,126005461
20776516,126005813
20776534,126004981
20776537,126004981
20776540,126004981
20776543,126004981
20776552,126005597
20776555,126005597
20776564,126005541
20776567,126005541
20776570,126005341
20776573,126005341
20776576,126004833
20776588,126049366
20776591,126049366
20776594,126049366
20776597,126049366
20776600,126049366
20776612,126005661
20776615,126005869
20776633,126005793
20776636,126005793
20776639,126005793
20776642,126005697
20776654,126005781
20776657,126005781
20776660,126005673
20776663,126005673
20776666,126005673
20776669,125926506
20776678,126005777
20776681,126005777
20776684,126121378
20776687,126121378
20776693,126005689
20776696,126005689
20776699,126049393
20776702,126049393
20776705,126049393
20776708,126049393
20776723,126005569
20776726,126005569
20776753,126005297
20776756,126004841
20776756,126110487
20776855,126049498
20778913,126004593
20779199,126004521
20779205,126004641
20779239,126004905
20779249,126005421
20779849,126051139
20781381,126005801
20783367,126052802
20783399,126051139
20783403,126051139
20783405,126051139
20783407,126051139
20783409,126051139
20783413,126051139
20783421,126051139
20784854,126054474
20784862,126028650
20784866,126028650
20784870,126028650
20784874,126054494
20784882,126054494
20784918,126054494
20785791,126054847
20785793,126054847
20787707,126005609
20788282,126055473
20790732,126088564
20790736,126004905
20790748,126005913
20790752,126005901
20790756,126005421
20790794,126055473
20791176,126005809
20791184,126021436
20796446,126080329
20796450,126080358
20796937,126005577
20796937,138089550
20798626,126080358
20798630,126092982
20806026,126049093
20812379,126004429
20812395,126004429
20812399,126004429
20812405,126004429
20812422,126004429
20814746,126005901
20814758,126005901
20814780,126005901
20814784,126005901
20814788,126111964
20818404,126088564
20819096,126054474
20819099,126054474
20819102,126054474
20819102,126120281
20819105,126054474
20819105,126120281
20825998,126119609
20826107,126119609
20826155,126119609
20828161,126005609
20828167,126005609
20828245,126005609
20829185,126051139
20829542,125926502
20829572,125926502
20829605,125926502
20829952,125926502
20829967,125926502
20830069,125926502
20830087,125926502
20830120,125926502
20831513,140634541
20831516,140634541
20831519,140634541
20832087,137076791
20837604,126090466
20837607,126090466
20837610,126090466
20837613,126090466
20837616,126090466
20837619,126090466
20837624,126080358
20838529,126025579
20838535,126025579
20880152,126005301
20882890,126173704
20882893,125967484
20886053,126004621
20886053,126119819
20894752,126182629
20894881,140710399
20894884,126004773
20904350,126131965
20904362,126195734
20904605,126005901
20904632,126050951
20908951,126092982
20912745,126195734
20912777,126203819
20913601,126198136
20914035,126004609
20914580,126133684
20914583,126133684
20914597,126004869
20915204,126005905
20915207,126005905
20915207,137236360
20915210,126005905
20915213,126005905
20915296,126173704
20915299,126173704
20922803,126219098
20924707,126220603
20928028,126004573
20928031,140591826
20928112,126220603
20928528,126223908
20928531,126223908
20928534,126223908
20928537,126223908
20929579,126051139
20929718,126220603
20929718,138711033
20930311,125954450
20930771,126234811
20930774,126234811
20930777,126234811
20930780,126234811
20932324,126052637
20932327,126052637
20932333,126052637
20940379,129405290
20940380,125970451
20940383,126088564
20943299,126198443
20943302,126198443
20943305,126198443
20946293,126005609
20954669,126005609
20961333,126004573
20985936,126131965
20985938,126306479
20988068,126054474
20988076,126005301
20988079,126005301
20988132,126005909
20988152,126005593
20988158,126005593
20988161,126005593
20988164,126005593
20990331,126005125
20991101,126049393
20993337,126310869
20994585,126291640
20994590,126291640
21001756,126212932
21001759,126212932
21013051,126212932
21013054,126212932
21013057,126212932
21013060,126212932
21013063,126212932
21013066,126212932
21013069,126212932
21119219,139463990
21120236,126380591
21156361,126004561
21156365,126004553
21157300,126405460
21157304,126004621
21158845,126004621
21159079,139463990
21160036,138981699
21160165,129021606
21160165,132601448
21186859,125926506
21212082,126212932
21212084,126212932
21219167,126484393
21219169,126484393
21389950,126004961
21431326,126305683
21603522,126693347
21603524,130740923
21603678,126560911
21603681,126560911
21603684,126560911
21603687,126121378
21603690,126121378
21603693,126424694
21603696,126424694
21603699,126424694
21616597,126212932
21616600,126212932
21616603,126212932
21621981,126705762
21621983,126004905
21623480,126706697
21627836,126620295
21628935,126709803
21629139,126047559
21629341,126212932
21629654,126710225
21629657,126710225
21629666,126710225
21629697,126212932
21634154,126195734
21634159,139463990
21634166,126712901
21634258,126710016
21634261,126710016
21634264,126710016
21634267,126710016
21635747,126710225
21635861,126710225
21636534,126004621
21661443,126710016
21661826,126004585
21661934,126005901
21667166,126261088
21667172,126261088
21668003,126261088
21668006,126261088
21668505,126710225
21670640,126714528
21670672,126791642
21670675,126791642
21670678,126791642
21670681,126791642
21673475,126797360
21673481,126797360
21678846,130740923
21678848,126004609
21678849,126005405
21687318,140584160
21689256,126212932
21690561,126117901
21690564,126117901
21690569,126117901
21690684,140584160
21690693,126859245
21690696,126859245
21690702,126859245
21690842,126005853
21690845,126005853
21690848,126005853
21691458,126004609
21691704,126223908
21691806,126797360
21691818,126710016
21692206,126710016
21693356,126005781
21713157,126004429
21713473,126004609
21721122,126813087
21724388,127048284
21726929,126004609
21726942,127049529
21726943,126005609
21728348,127056113
21730389,127056462
21730392,127056462
21740211,126004773
21740229,125970451
21740249,126291640
22201220,126119609
22201289,126717722
22201292,126717722
22201295,126717722
22201297,126047562
22201328,125991127
22201331,126004429
22201334,126021436
22212306,126710225
22212306,140389152
22212999,128679387
22213005,126710225
22213176,126005909
22213188,126005909
22213317,128680560
22213320,128680560
22216170,127072140
22216260,126291640
22216260,139463222
22216310,126005421
22217607,128689247
22218275,126797360
22307471,126119609
22307474,127072140
22309923,128779182
22310273,128779604
22311059,126119609
22311900,126004621
22316951,128696121
22316954,128696121
22316961,126004821
22322057,128809187
22322281,128809694
22322284,128809694
22322285,128809694
22322288,128809694
22322291,128809694
22331379,126710225
22334700,127057410
22334703,127057410
22335300,126710225
22336179,126706697
22336635,126018024
22336638,126018024
22336641,126018024
22338719,126049393
22338722,127057421
22338725,127057421
22339997,126234811
22340436,128858666
22340717,126004553
22347338,127044489
22347341,127044489
22347344,127044489
22350207,126004865
22350306,126004545
22350306,126119819
22350597,126049393
22350597,135636655
22350600,129021606
22350600,132601448
22352013,126129406
22352571,128874966
22352577,128874966
22352580,128874966
22352717,128873835
22354792,126047559
22354847,126005729
22355378,126016324
22357425,129021606
22357425,132601448
22362840,128858493
22363076,128906333
22363079,128906333
22363082,128906333
22363685,126047559
22366208,126005301
22370541,126797360
22370541,126797850
22371234,126027116
22371258,126027116
22372491,128680560
22372494,128680560
22372503,128680560
22394552,128904003
22394555,128904003
22394898,126212932
22394972,126797360
22394975,126797360
22394978,126797360
22394981,126797360
22394984,126797360
22394987,126797360
22394990,126797360
22394993,126797360
22394996,126797360
22394999,126797360
22394999,126797850
22434915,126004589
22434915,126004961
22435541,129214221
22435544,129214221
22436112,126008884
22436700,129214587
22436964,126004593
22439691,126004613
22440083,129240887
22440086,129240887
22440089,129240887
22440092,128903940
22440452,126017715
22447102,129228609
22447106,129228609
22447108,129228609
22448442,126004589
22449760,129242162
22449763,129256074
22450971,126485138
22451031,128918358
22451034,128918358
22455071,126008884
22455074,126008884
22455077,126008884
22463004,129385377
22463142,126004613
22464052,126005405
22464099,129386448
22464854,126004561
22465272,129256074
22466001,129391959
22466664,126005801
22468160,129392205
22478397,129393234
22497465,129385377
22507143,129395337
22508192,126004621
22511163,126051139
22511976,126005901
22513328,128679387
22515563,126008884
22515566,126008884
22515569,126008884
22526538,126560911
22527609,126118747
22527689,126212932
22533198,126005909
22537187,129400959
22537190,129400959
22538734,126004905
22552799,126021436
22554041,129723080
22555230,129417578
22558364,125991127
22559604,126005125
22559607,126005125
22559610,126005125
22562244,126047559
22562280,126047559
22562972,129417581
22564073,126717722
22564451,129878355
22564454,129878355
22564457,129878355
22570207,129723254
22570210,129980619
22570213,129980619
22570216,129980619
22572345,126234811
22572516,126405460
22574009,129723254
22574012,129723254
22575731,129323193
22575731,130155750
22576083,130007094
22576086,130007094
22576089,130007094
22576092,130007094
22579269,126049345
22581132,129023814
22581591,129400959
22581594,129400959
22581597,129400959
22581600,129400959
22581603,129400959
22581606,129400959
22582167,125957862
22582167,126005125
22583580,126021436
22584582,126005853
22584585,126005853
22586529,129723254
22592364,129723254
22592376,126485138
22592487,130153988
22592490,130153988
22592493,130153988
22592496,130153988
22592589,130259351
22593459,129723080
22594050,126050805
22594053,126050805
22594056,126050805
22598985,126710225
22599306,126710225
22599906,126223908
22600446,130368858
22600449,130368858
22600452,130368858
22600455,130368858
22600458,129723254
22601822,126291640
22603275,129391959
22603278,129391959
22603811,129723254
22605794,126005901
22606536,129723254
22606608,129400959
22606611,129400959
22606614,129400959
22606617,129400959
22610409,128767905
22610415,126005577
22610415,129723254
22610418,129723254
22610805,126706697
22610808,126706697
22611206,126004433
22612182,127072140
22613198,129385377
22614804,126004589
22618494,127057421
22618890,130710873
22625805,130714962
22625840,130245702
22625843,130245702
22625846,130245702
22625849,130245702
22627311,126004609
22628841,126004433
22628844,126004433
22629528,130155750
22630779,128918358
22630782,130564850
22630785,130564850
22632180,135002294
22632183,135002294
22632189,135002294
22634561,126016324
22634561,139307437
22634586,126305683
22634589,126305683
22634835,129723254
22637297,126005909
22638188,131334153
22649988,131306853
22649991,131306853
22649994,131306853
22654593,126484393
22654593,129150525
22656930,126234811
22656989,126004865
22657476,131418141
22658463,126054474
22658468,131418141
22658646,126219098
22658649,126219098
22661663,126212932
22665072,131564087
22665282,138780182
22665285,138780182
22665287,138780182
22665290,138780182
22665546,129385377
22666517,126072093
22667478,129021606
22667478,132601448
22669577,126047562
22671510,126005813
22671770,126005301
22674428,126047562
22674431,126047562
22674434,126047562
22679223,126019252
22679226,126019252
22679229,126019252
22682708,130991534
22682711,130991534
22682714,130991534
22688598,130351541
22688601,130351541
22688604,130351541
22688954,131835725
22689596,128696121
22689599,128696121
22689602,128696121
22689608,128696121
22691784,126049393
22692072,126005501
22692671,126305683
22692761,132035819
22696052,132124350
22697294,132126953
22698632,126005449
22699271,126027116
22699301,129391959
22703600,129150525
22705862,132023688
22705865,132023688
22706871,132399648
22708337,132604667
22708340,132604667
22709309,126005385
22709312,126005385
22710302,132400931
22723265,126712901
22723760,126027116
22724366,132536562
22725662,126004465
22735820,129400959
22737999,126005901
22738899,126027120
22738902,126027120
22739007,126005129
22740276,132600290
22741970,131414960
22741973,131414960
22741976,131414960
22741979,131414960
22741982,131414960
22744607,129405278
22744613,129405278
22749021,129240887
22749404,132602276
22749407,132602276
22749410,132602276
22759007,126005301
22760883,130564850
22760892,130564850
22761005,126005913
22761146,132444258
22768986,129255915
22768986,129256074
22768989,129255915
22768989,129256074
22769648,126118744
22769651,126118744
22769654,126118744
22769657,126118744
22770534,126004773
22771709,127057421
22772633,132601448
22773894,132359423
22773897,132359423
22773900,132359423
22773903,132359423
22773968,131414960
22773979,132753434
22774082,130351541
22774223,126173704
22774422,126004497
22776149,126112689
22776152,126112689
22776158,126112689
22778606,132788060
22778609,132788060
22778618,132788060
22781171,132648422
22781174,132648422
22781177,132648422
22788221,126004497
22789097,132773570
22789224,132871160
22789256,132601448
22790729,132400931
22793790,126004905
22793793,126004905
22794794,132899996
22797267,128779182
22797267,128779250
22798473,126004933
22802177,126291640
22803185,132124350
22803188,132124350
22803191,132124350
22805343,132996582
22805361,129723254
22805364,129723254
22808528,132601448
22808552,132773570
22808555,132773570
22808561,132773570
22808564,132773570
22808573,132773570
22808588,132668636
22808591,132668636
22808594,132668636
22810364,126005793
22810367,126005793
22810370,126005793
22810376,126005793
22810376,139325042
22810379,126005793
22811811,130564850
22812611,129150525
22812951,131622287
22813041,126005913
22814456,132996582
22814690,132599147
22814693,132599147
22814696,132599147
22814699,132599147
22814702,132599147
22814966,126004981
22815375,132599147
22902195,133098884
22902398,133098356
22902428,132444258
22902431,132444258
22902434,132444258
22902455,129405278
22903091,132601448
22903388,126305683
22903493,132733812
22903700,126710225
22947891,132861822
22947894,132861822
22947897,132861822
22947903,132861822
22947942,127057424
22947945,126005461
22947948,126005461
22947954,132839805
22947957,132839805
22947960,132839805
22947963,132839805
22947966,132839805
22984248,132370428
22984251,132370428
22984254,132370428
22984455,126710225
22984530,133263429
23055335,130489067
23055338,130489067
23055341,130489067
23059718,126005793
23059724,126005793
23059751,129150525
23059853,133162017
23059874,133162017
23059877,133162017
23059982,133162017
23059994,133162017
23060012,132717668
23060567,126005909
23062397,133407818
23067839,126424694
23067887,133162017
23067890,133162017
23068322,126047559
23068334,126004945
23068346,126027120
23068346,129391959
23068349,126027120
23068349,129391959
23068352,126027120
23068352,129391959
23068355,126027120
23068355,129391959
23068358,126047562
23069409,132035819
23071355,126005405
23074716,131618151
23074719,131618151
23074722,131618151
23074725,133544145
23074728,133544145
23074731,133544145
23076246,126291640
23077694,126004677
23077694,139342898
23083238,131622287
23083244,133162017
23083329,133647224
23083695,126004553
23085788,126004729
23087543,126005781
23087546,126019248
23087549,133526964
23087552,133526964
23087555,133526964
23087558,133526964
23087561,133526967
23087564,126110487
23087567,126110487
23087570,126110487
23087573,126110487
23087616,131618151
23087616,131619156
23088332,126019248
23091327,126132646
23091687,126797850
23092248,126047559
23092251,133736873
23093543,129405278
23093546,129405278
23093549,129405278
23094306,133644765
23094309,133644765
23094312,133644765
23094315,133644765
23094324,133644765
23094327,133644765
23094330,133644765
23094339,133744751
23095301,133734044
23095304,133734044
23095307,133734044
23095563,140584160
23095857,126004905
23096372,129385854
23096375,129385854
23096378,129385854
23097260,132839805
23097947,126005905
23097950,126005905
23098770,126047550
23099862,126485138
23099880,126710225
23099895,126004593
23100422,132599147
23100690,133781547
23101602,129723254
23102399,136349627
23102408,136349627
23102571,126004641
23103912,130155750
23103915,130155750
23104800,133643964
23104803,133643964
23106056,133782921
23106066,126706697
23106405,126797850
23108532,130533554
23109456,133162017
23110674,133859883
23112372,132600437
23112372,134728003
23112372,135183922
23113479,129417578
23113482,129417578
23114295,132861822
23116053,130186098
23117091,126047559
23117475,133999815
23117847,126047562
23118285,133926500
23118288,133926500
23118297,133926500
23118300,133926500
23129953,133162017
23129955,133162017
23129963,126050951
23129975,126129643
23129985,132599147
23165644,130714962
23169088,127048284
23197690,129723254
23197783,134324398
23199028,134331871
23199037,126119609
23199571,133781511
23199574,133781511
23199577,133781511
23199580,133781511
23201098,126710225
23201134,132601448
23201572,134342036
23203352,126005901
23204293,126813087
23205506,125991127
23208301,130053912
23212364,131414960
23214521,134461189
23214524,134461189
