contract_id,risico_id
34365370,21603678
34365370,21603681
34365370,21603684
34378223,23754423
34385320,21389950
34398535,25917774
34410562,21431326
34410562,25917774
34493584,21690842
34498933,26169067
34500250,21627836
34560834,26169068
34560840,23475885
34560845,23868096
34573542,22201220
34574117,21616600
34574117,21629697
34574117,23298454
34575681,22788221
34579959,21621981
34579967,22739007
34581629,21623480
34581819,21627836
34586279,21678846
34587450,21628935
34587591,26173529
34587817,21629341
34587834,21692206
34587837,21691818
34587840,21634258
34587840,21634261
34587840,21634264
34587840,21634267
34587843,21661443
34587852,26169141
34588136,21629654
34588139,21629657
34588157,21629666
34588179,21661934
34588182,21634154
34592822,21634166
34593501,22311059
34594553,21635747
34594694,21635861
34594716,26171853
34595517,21636534
34595574,21670640
34595580,22371258
34595583,22371234
34595586,22723760
34596051,26173518
34601145,22201220
34601481,25795909
34601546,22201289
34601597,23087543
34659516,21661443
34661015,23481591
34666628,21667166
34666631,21668003
34666631,21668006
34666634,21667172
34668087,21668505
34670353,21670672
34670353,21670675
34670353,21670678
34670353,21670681
34673321,21673475
34673327,21673481
34676388,20715205
34677036,21689256
34677327,26173281
34677777,21690684
34678643,21678848
34678643,21726929
34678644,21678849
34758120,21690561
34758120,21690564
34758128,21690569
34772583,21690693
34772583,21690696
34772586,21690702
34772613,21690842
34772613,21690845
34772774,21690848
34773174,21691458
34773294,23860772
34773321,21691806
34773525,21691818
34907703,20714813
34907706,25917861
34908124,21713473
34909113,20715625
34909223,21721122
34914354,20829967
34916499,26168674
34917441,21724388
34918157,21667172
34918166,21667166
34919991,21726942
34919991,23538667
34925285,20714505
34927031,21728348
34927902,21730389
34927902,21730392
34931679,21740229
34932870,22336638
34938087,21740249
34940598,26173627
34940610,26173631
34941578,22216170
35031329,26172021
35264397,26173588
35466977,22201289
35466977,22201292
35466980,22201295
35466994,22201297
35467016,22201328
35467019,22201331
35467022,22201334
35467308,22307471
35477397,22212306
35477682,22212999
35477877,22213188
35477951,22213176
35478102,22213005
35478396,22213317
35478396,22213320
35479533,22311900
35480531,22217607
35480538,22216260
35480612,22216310
35482539,22218275
35484654,20713841
35589083,22307474
35590791,22584582
35591928,22797267
35592362,22310273
35598392,22316951
35598395,20713713
35598395,22316954
35598399,22316961
35598402,22594053
35598575,22347338
35603399,22322057
35603776,22322281
35603776,22322284
35603777,22322285
35603777,22322288
35603780,22322291
35612493,22331379
35616353,26169243
35616375,22334700
35616375,22334703
35616954,22450971
35616978,24319751
35616993,22336179
35618742,22336635
35618745,22336638
35618745,22336641
35620488,22362840
35620502,22340717
35620505,22338719
35620508,22338722
35620508,22338725
35620508,22771709
35620511,22340436
35620521,22572345
35622246,22340436
35629535,22347338
35629535,22347341
35629538,22347344
35632428,22350306
35632428,23762059
35632857,23297366
35633219,26171477
35633220,22350600
35633300,22355378
35633331,26173596
35634270,22352717
35634321,22352013
35634401,22372491
35634401,22372494
35634425,22213320
35634440,22372503
35635227,22354792
35635227,23308418
35635923,22352571
35635938,22352577
35635938,22352580
35636990,22354847
35638512,25959963
35638664,22347344
35641650,22357425
35647490,22440092
35647496,24260799
35647575,22394552
35647584,22394555
35648058,26169059
35648709,24176590
35648813,22363076
35648813,22363079
35648819,22363082
35648820,22363685
35648820,23117091
35650454,22447102
35653041,23419661
35658234,22371234
35658270,22371258
35680020,22357425
35680626,22394898
35681102,22394972
35681105,22394975
35681108,22394978
35681111,22394981
35681114,22394984
35681117,22394987
35681120,22394990
35681123,22394993
35681126,22394996
35681129,22394999
35799917,22448442
35800320,22436964
35801726,22435541
35801726,22435544
35802369,22436112
35802894,22436700
35803494,22463142
35807031,22440083
35807031,22440086
35807037,22440089
35807513,22440452
35807540,26173737
35807546,22449760
35810499,22449763
35810516,22465272
35811935,26107379
35814078,22447102
35814080,22447106
35814080,22447108
35816244,22447102
35818305,22451031
35818305,22451034
35819076,22575731
35823020,22455071
35823023,22455074
35823023,22455077
35829426,22665546
35829522,26173769
35829822,20715749
35830983,22464099
35831534,26174294
35832250,22464052
35832384,22465272
35834841,22466001
35835320,22468160
35836992,22478397
35840568,22507143
35842128,22497465
35844774,22581132
35844789,22581132
35844804,22552799
35844813,22581132
35845421,26173458
35845439,26173460
35845455,26173458
35845467,26173462
35845476,26173464
35850783,23580356
35850819,22507143
35851265,22537190
35851301,26173823
35851314,22606614
35851761,22511976
35853378,22513328
35855771,22515563
35855774,22515566
35855774,22515569
35861628,22533198
35865975,22562244
35867405,20961333
35869131,22526538
35870091,26173821
35870097,25240380
35870102,26173823
35873765,22527689
35874057,22527609
35874509,22555230
35876415,22562972
35895149,22610409
35897961,22336638
35910362,22562280
35910498,20715317
35913407,23232655
35913486,22564073
35913623,22570207
35913626,26174058
35913638,22610418
35913663,22574009
35913666,22574012
35914940,26174023
35915832,22558364
35918259,26173662
35918964,25828168
35919075,22582167
35919324,20714317
35919390,22559607
35919390,22559610
35924285,22564451
35924285,22564454
35924288,22564457
35927907,23201098
35928330,26173596
35928372,22347338
35928669,26174103
35929233,22579269
35929233,24423442
35930910,22570210
35930910,22570213
35930910,22570216
35930949,22570210
35930949,22570213
35930949,22570216
35930998,22570210
35931001,22570213
35931001,22570216
35933208,22586529
35933265,22572516
35933490,22576092
35933544,22576092
35933553,26174023
35935362,22592364
35937657,22576083
35937660,22576086
35937660,22576089
35937663,22576092
35938626,26174171
35940407,22575731
35940873,26174173
35943879,22606608
35943879,22606611
35943879,22606614
35943879,22606617
35943882,22537187
35943885,22581591
35943888,22537190
35943891,22581594
35943891,22581597
35943894,22581600
35943897,22581603
35943897,22581606
35944821,23827585
35945946,22583580
35946437,22610805
35946449,22610808
35946467,22601822
35946518,22592487
35946518,22592490
35946518,22592493
35946518,22592496
35947962,26174199
35947980,26174197
35947986,26174205
35947992,26174203
35949141,22603278
35949168,22603275
35949866,23197690
35949866,25220098
35953212,22625849
35953257,22625840
35953257,22625843
35953257,22625846
35953263,22625849
35954861,22592589
35955195,22592376
35955195,24851898
35956317,22593459
35956959,22594050
35956959,22594053
35956962,22594056
35960351,22688601
35960351,22688604
35962146,22598985
35962164,20715317
35962728,22599906
35964198,22586529
35964198,25197535
35964207,22600446
35964210,22600449
35964210,22600452
35964213,22600455
35964216,22600458
35966997,23790930
35968385,22610418
35968385,25197538
35970540,22605794
35971437,22579269
35971743,22606608
35971743,22606611
35971743,22606614
35971743,22606617
35976755,22610409
35976984,24367933
35978033,22611206
35979177,24741998
35979732,23346028
35980373,22613198
35980551,23106066
35982320,22744607
35982320,23093543
35982326,22744613
35982680,22630782
35982680,22630785
35982792,26174072
35982822,26173680
35982942,22316961
35982948,26173705
35983788,26173757
35986518,22618494
35986743,22618890
35987579,22625805
35987763,22630779
35994780,24675469
35994780,24675472
35994789,24675475
35996532,22627311
35998281,22628841
35998281,22628844
35998974,23347666
36000909,26009930
36000909,26009932
36000918,22632189
36004206,22682708
36004206,22682711
36004380,22634561
36004590,22634586
36004590,22634589
36004869,22634835
36005091,20915207
36006726,22637297
36008210,24213795
36020046,22649988
36020049,22649994
36022418,22667478
36022658,26107379
36024192,22692072
36024192,26078016
36024251,22691784
36025380,26174021
36025386,24281071
36026036,22656930
36027329,22656989
36027572,22769654
36027858,22679223
36027858,22679226
36027858,22679229
36029904,22661663
36032532,22665072
36032994,22741976
36032994,22741979
36033000,22741970
36033000,22741973
36033024,26100811
36033225,22665282
36033228,22665285
36033230,22665287
36033230,22665290
36033353,22666517
36036156,22669577
36037688,22682714
36037854,26169139
36039810,22671510
